temperature,timestamp,cadence,distance,power,speed,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
18,2023-03-21 10:51:59,57.0,480.34,142.0,8.093,12.0,,,0.0,1.0,0.07699999999999996,7.0
18,2023-03-21 10:52:00,58.0,488.45,120.0,8.106,11.800000000000011,,,-2.4660912453759347,1.0,0.0129999999999999,-22.0
18,2023-03-21 10:52:01,58.0,496.56,120.0,8.106,12.0,,,2.4660912453759347,1.0,0.0,0.0
18,2023-03-21 10:52:02,0.0,504.62,0.0,8.063,12.0,,,0.0,1.0,-0.04299999999999926,-120.0
18,2023-03-21 10:52:03,0.0,512.61,0.0,7.993,12.0,,,0.0,1.0,-0.07000000000000028,0.0
18,2023-03-21 10:52:04,0.0,520.53,0.0,7.92,12.0,,,0.0,1.0,-0.0730000000000004,0.0
18,2023-03-21 10:52:05,0.0,528.34,0.0,7.81,12.0,,,0.0,1.0,-0.11000000000000032,0.0
18,2023-03-21 10:52:06,0.0,536.08,0.0,7.74,11.800000000000011,,,-2.5839793281652246,1.0,-0.0699999999999994,0.0
18,2023-03-21 10:52:07,49.0,543.76,79.0,7.673,12.0,,,2.6041666666665355,1.0,-0.06700000000000017,79.0
18,2023-03-21 10:52:08,45.0,551.42,112.0,7.666,11.800000000000011,,,-2.6109660574411158,1.0,-0.006999999999999673,33.0
18,2023-03-21 10:52:09,45.0,559.08,112.0,7.656,12.0,,,2.6109660574410767,1.0,-0.010000000000000675,0.0
18,2023-03-21 10:52:10,45.0,566.74,112.0,7.663,12.0,,,0.0,1.0,0.007000000000000561,0.0
18,2023-03-21 10:52:11,0.0,574.36,0.0,7.616,12.0,,,0.0,1.0,-0.0470000000000006,-112.0
18,2023-03-21 10:52:12,0.0,581.89,0.0,7.53,12.0,,,0.0,1.0,-0.08599999999999941,0.0
18,2023-03-21 10:52:13,0.0,589.25,0.0,7.356,12.0,,,0.0,1.0,-0.17400000000000038,0.0
18,2023-03-21 10:52:14,0.0,596.33,0.0,7.086,12.0,,,0.0,1.0,-0.2699999999999996,0.0
18,2023-03-21 10:52:15,0.0,602.98,0.0,6.643,12.200000000000045,,,3.007518796993175,1.0,-0.4430000000000005,0.0
18,2023-03-21 10:52:16,0.0,609.12,0.0,6.146,12.200000000000045,,,0.0,1.0,-0.4969999999999999,0.0
18,2023-03-21 10:52:17,0.0,614.83,0.0,5.703,12.399999999999977,,,3.5026269702264536,1.0,-0.4429999999999996,0.0
18,2023-03-21 10:52:18,0.0,620.29,0.0,5.463,12.399999999999977,,,0.0,1.0,-0.2400000000000002,0.0
18,2023-03-21 10:52:19,0.0,625.61,0.0,5.323,12.399999999999977,,,0.0,1.0,-0.13999999999999968,0.0
18,2023-03-21 10:52:20,0.0,631.04,0.0,5.423,12.399999999999977,,,0.0,1.0,0.09999999999999964,0.0
18,2023-03-21 10:52:21,41.0,636.62,103.0,5.586,12.399999999999977,,,0.0,1.0,0.16300000000000026,103.0
18,2023-03-21 10:52:22,35.0,642.46,129.0,5.833,12.399999999999977,,,0.0,1.0,0.2469999999999999,26.0
18,2023-03-21 10:52:23,35.0,648.46,129.0,6.0,12.399999999999977,,,0.0,1.0,0.16699999999999982,0.0
18,2023-03-21 10:52:24,40.0,654.66,183.0,6.2,12.399999999999977,,,0.0,1.0,0.20000000000000018,54.0
18,2023-03-21 10:52:25,43.0,661.0,208.0,6.343,12.399999999999977,,,0.0,1.0,0.1429999999999998,25.0
18,2023-03-21 10:52:26,45.0,667.52,182.0,6.516,12.399999999999977,,,0.0,1.0,0.17300000000000004,-26.0
18,2023-03-21 10:52:27,47.0,674.21,138.0,6.696,12.399999999999977,,,0.0,1.0,0.17999999999999972,-44.0
18,2023-03-21 10:52:28,49.0,681.11,122.0,6.896,12.399999999999977,,,0.0,1.0,0.20000000000000018,-16.0
18,2023-03-21 10:52:29,49.0,688.2,122.0,7.086,12.200000000000045,,,-2.820874471085062,1.0,0.1900000000000004,0.0
18,2023-03-21 10:52:30,50.0,695.42,153.0,7.226,12.200000000000045,,,0.0,1.0,0.13999999999999968,31.0
18,2023-03-21 10:52:31,51.0,702.8,144.0,7.38,12.200000000000045,,,0.0,1.0,0.15399999999999991,-9.0
18,2023-03-21 10:52:32,53.0,710.27,115.0,7.463,12.0,,,-2.677376171352674,1.0,0.08300000000000018,-29.0
18,2023-03-21 10:52:33,53.0,717.72,94.0,7.453,12.0,,,0.0,1.0,-0.009999999999999787,-21.0
18,2023-03-21 10:52:34,53.0,725.19,94.0,7.47,12.0,,,0.0,1.0,0.01699999999999946,0.0
18,2023-03-21 10:52:35,53.0,732.65,94.0,7.463,12.0,,,0.0,1.0,-0.006999999999999673,0.0
18,2023-03-21 10:52:36,0.0,740.02,0.0,7.37,12.0,,,0.0,1.0,-0.09299999999999997,-94.0
18,2023-03-21 10:52:37,0.0,747.26,0.0,7.236,12.0,,,0.0,1.0,-0.13400000000000034,0.0
18,2023-03-21 10:52:38,33.0,754.32,32.0,7.06,12.0,,,0.0,1.0,-0.17600000000000016,32.0
18,2023-03-21 10:52:39,33.0,761.35,32.0,7.026,12.0,,,0.0,1.0,-0.03399999999999981,0.0
18,2023-03-21 10:52:40,26.0,768.36,132.0,7.013,12.0,,,0.0,1.0,-0.0129999999999999,100.0
18,2023-03-21 10:52:41,42.0,775.46,188.0,7.096,11.800000000000011,,,-2.816901408450535,1.0,0.08300000000000018,56.0
18,2023-03-21 10:52:42,48.0,782.67,193.0,7.216,11.399999999999977,,,-5.547850208044915,1.0,0.1200000000000001,5.0
18,2023-03-21 10:52:43,51.0,789.98,205.0,7.31,11.199999999999989,,,-2.7359781121749247,1.0,0.09399999999999942,12.0
18,2023-03-21 10:52:44,53.0,797.37,195.0,7.39,11.199999999999989,,,0.0,1.0,0.08000000000000007,-10.0
18,2023-03-21 10:52:45,54.0,804.88,156.0,7.51,11.0,,,-2.663115845539133,1.0,0.1200000000000001,-39.0
18,2023-03-21 10:52:46,55.0,812.52,150.0,7.633,11.199999999999989,,,2.617801047120275,1.0,0.12300000000000022,-6.0
18,2023-03-21 10:52:47,55.0,820.25,150.0,7.736,11.199999999999989,,,0.0,1.0,0.10299999999999976,0.0
18,2023-03-21 10:52:48,55.0,828.04,130.0,7.786,10.800000000000011,,,-5.134788189986895,1.0,0.04999999999999982,-20.0
18,2023-03-21 10:52:49,40.0,835.88,55.0,7.84,10.199999999999989,,,-7.653061224490054,1.0,0.05400000000000027,-75.0
18,2023-03-21 10:52:50,40.0,843.8,55.0,7.92,10.199999999999989,,,0.0,1.0,0.08000000000000007,0.0
18,2023-03-21 10:52:51,34.0,851.81,111.0,8.006,10.0,,,-2.4968789013731443,1.0,0.0860000000000003,56.0
18,2023-03-21 10:52:52,49.0,859.88,143.0,8.073,9.800000000000011,,,-2.478314745972582,1.0,0.06700000000000017,32.0
18,2023-03-21 10:52:53,49.0,868.03,143.0,8.149,10.199999999999989,,,4.907975460122435,1.0,0.07599999999999874,0.0
18,2023-03-21 10:52:54,56.0,876.29,126.0,8.263,10.199999999999989,,,0.0,1.0,0.11400000000000077,-17.0
18,2023-03-21 10:52:55,60.0,884.71,94.0,8.416,10.199999999999989,,,0.0,1.0,0.15300000000000047,-32.0
18,2023-03-21 10:52:56,60.0,893.28,94.0,8.57,10.0,,,-2.333722287047726,1.0,0.15399999999999991,0.0
18,2023-03-21 10:52:57,0.0,901.91,0.0,8.626,9.800000000000011,,,-2.3174971031284906,1.0,0.05599999999999916,-94.0
18,2023-03-21 10:52:58,0.0,910.52,0.0,8.61,9.800000000000011,,,0.0,1.0,-0.016000000000000014,0.0
18,2023-03-21 10:52:59,0.0,919.06,0.0,8.54,9.399999999999977,,,-4.683840749414939,1.0,-0.07000000000000028,0.0
18,2023-03-21 10:53:00,0.0,927.52,0.0,8.466,9.399999999999977,,,0.0,1.0,-0.07399999999999984,0.0
18,2023-03-21 10:53:01,0.0,935.94,0.0,8.413,9.199999999999989,,,-2.3752969121138587,1.0,-0.05299999999999905,0.0
18,2023-03-21 10:53:02,0.0,944.28,0.0,8.346,9.199999999999989,,,0.0,1.0,-0.06700000000000017,0.0
18,2023-03-21 10:53:03,0.0,952.55,0.0,8.266,9.199999999999989,,,0.0,1.0,-0.08000000000000007,0.0
18,2023-03-21 10:53:04,0.0,960.64,0.0,8.086,9.199999999999989,,,0.0,1.0,-0.17999999999999972,0.0
18,2023-03-21 10:53:05,0.0,968.49,0.0,7.85,9.199999999999989,,,0.0,1.0,-0.23600000000000065,0.0
18,2023-03-21 10:53:06,0.0,976.11,0.0,7.626,9.399999999999977,,,2.624671916010348,1.0,-0.2239999999999993,0.0
18,2023-03-21 10:53:07,0.0,983.61,0.0,7.5,9.399999999999977,,,0.0,1.0,-0.12600000000000033,0.0
18,2023-03-21 10:53:08,0.0,991.07,0.0,7.456,9.199999999999989,,,-2.6809651474529175,1.0,-0.043999999999999595,0.0
18,2023-03-21 10:53:09,43.0,998.58,220.0,7.506,9.199999999999989,,,0.0,1.0,0.04999999999999982,220.0
18,2023-03-21 10:53:10,43.0,1006.21,220.0,7.63,9.0,,,-2.6212319790299965,1.0,0.12399999999999967,0.0
18,2023-03-21 10:53:11,43.0,1014.01,220.0,7.8,9.0,,,0.0,1.0,0.16999999999999993,0.0
18,2023-03-21 10:53:12,53.0,1021.93,212.0,7.926,9.0,,,0.0,1.0,0.12600000000000033,-8.0
18,2023-03-21 10:53:13,56.0,1029.9,220.0,7.963,9.0,,,0.0,1.0,0.03699999999999992,8.0
18,2023-03-21 10:53:14,56.0,1037.81,220.0,7.91,9.0,,,0.0,1.0,-0.052999999999999936,0.0
18,2023-03-21 10:53:15,57.0,1045.68,204.0,7.87,9.199999999999989,,,2.541296060990923,1.0,-0.040000000000000036,-16.0
18,2023-03-21 10:53:16,58.0,1053.64,238.0,7.96,9.199999999999989,,,0.0,1.0,0.08999999999999986,34.0
18,2023-03-21 10:53:17,58.0,1061.76,245.0,8.123,9.199999999999989,,,0.0,1.0,0.16299999999999937,7.0
18,2023-03-21 10:53:18,59.0,1070.05,237.0,8.286,9.199999999999989,,,0.0,1.0,0.16300000000000026,-8.0
18,2023-03-21 10:53:19,59.0,1078.39,259.0,8.346,9.199999999999989,,,0.0,1.0,0.0600000000000005,22.0
18,2023-03-21 10:53:20,59.0,1086.76,270.0,8.366,9.399999999999977,,,2.389486260453898,1.0,0.019999999999999574,11.0
18,2023-03-21 10:53:21,59.0,1095.13,243.0,8.366,9.600000000000023,,,2.389486260454512,1.0,0.0,-27.0
18,2023-03-21 10:53:22,59.0,1103.48,189.0,8.35,9.800000000000011,,,2.395209580838213,1.0,-0.016000000000000014,-54.0
18,2023-03-21 10:53:23,59.0,1111.8,187.0,8.32,10.0,,,2.4038461538460356,1.0,-0.02999999999999936,-2.0
18,2023-03-21 10:53:24,58.0,1120.03,226.0,8.233,10.199999999999989,,,2.4301336573510106,1.0,-0.08699999999999974,39.0
18,2023-03-21 10:53:25,58.0,1128.16,226.0,8.126,10.199999999999989,,,0.0,1.0,-0.1070000000000011,0.0
18,2023-03-21 10:53:26,56.0,1136.17,133.0,8.01,10.399999999999977,,,2.4968789013731443,1.0,-0.11599999999999966,-93.0
18,2023-03-21 10:53:27,56.0,1144.02,133.0,7.856,10.600000000000023,,,2.5477707006375514,1.0,-0.15399999999999991,0.0
18,2023-03-21 10:53:28,56.0,1151.7,133.0,7.68,10.600000000000023,,,0.0,1.0,-0.17600000000000016,0.0
18,2023-03-21 10:53:29,0.0,1159.08,0.0,7.38,11.0,,,5.420054200541784,1.0,-0.2999999999999998,-133.0
18,2023-03-21 10:53:30,0.0,1166.06,0.0,6.98,11.0,,,0.0,1.0,-0.39999999999999947,0.0
18,2023-03-21 10:53:31,0.0,1172.68,0.0,6.62,11.399999999999977,,,6.042296072507101,1.0,-0.3600000000000003,0.0
18,2023-03-21 10:53:32,48.0,1179.05,77.0,6.366,11.600000000000023,,,3.139717425432479,1.0,-0.25400000000000045,77.0
18,2023-03-21 10:53:33,42.0,1185.28,156.0,6.233,11.600000000000023,,,0.0,1.0,-0.133,79.0
18,2023-03-21 10:53:34,42.0,1191.41,156.0,6.126,11.600000000000023,,,0.0,1.0,-0.10699999999999932,0.0
18,2023-03-21 10:53:35,43.0,1197.41,127.0,6.003,11.600000000000023,,,0.0,1.0,-0.12300000000000022,-29.0
18,2023-03-21 10:53:36,43.0,1203.31,127.0,5.893,11.600000000000023,,,0.0,1.0,-0.11000000000000032,0.0
18,2023-03-21 10:53:37,30.0,1209.1,38.0,5.79,11.800000000000011,,,3.45423143350587,1.0,-0.10299999999999976,-89.0
18,2023-03-21 10:53:38,30.0,1214.82,38.0,5.72,12.0,,,3.496503496503281,1.0,-0.07000000000000028,0.0
18,2023-03-21 10:53:39,25.0,1220.55,68.0,5.736,12.0,,,0.0,1.0,0.016000000000000014,30.0
18,2023-03-21 10:53:40,25.0,1226.28,68.0,5.723,12.0,,,0.0,1.0,-0.0129999999999999,0.0
18,2023-03-21 10:53:41,25.0,1231.97,68.0,5.696,12.0,,,0.0,1.0,-0.027000000000000135,0.0
18,2023-03-21 10:53:42,25.0,1237.62,68.0,5.643,12.0,,,0.0,1.0,-0.052999999999999936,0.0
18,2023-03-21 10:53:43,36.0,1243.25,83.0,5.63,12.0,,,0.0,1.0,-0.0129999999999999,15.0
18,2023-03-21 10:53:44,40.0,1248.95,111.0,5.703,11.800000000000011,,,-3.5087719298243334,1.0,0.0730000000000004,28.0
18,2023-03-21 10:53:45,40.0,1254.82,111.0,5.866,12.0,,,3.407155025553532,1.0,0.16299999999999937,0.0
18,2023-03-21 10:53:46,40.0,1260.84,111.0,6.026,11.800000000000011,,,-3.3222591362124456,1.0,0.16000000000000014,0.0
18,2023-03-21 10:53:47,42.0,1266.91,112.0,6.063,11.800000000000011,,,0.0,1.0,0.03699999999999992,1.0
18,2023-03-21 10:53:48,44.0,1273.03,175.0,6.123,11.800000000000011,,,0.0,1.0,0.0600000000000005,63.0
18,2023-03-21 10:53:49,46.0,1279.21,194.0,6.18,11.800000000000011,,,0.0,1.0,0.056999999999999496,19.0
18,2023-03-21 10:53:50,48.0,1285.54,186.0,6.33,11.800000000000011,,,0.0,1.0,0.15000000000000036,-8.0
18,2023-03-21 10:53:51,48.0,1292.0,186.0,6.456,11.800000000000011,,,0.0,1.0,0.12600000000000033,0.0
18,2023-03-21 10:53:52,49.0,1298.59,145.0,6.59,11.800000000000011,,,0.0,1.0,0.13399999999999945,-41.0
18,2023-03-21 10:53:53,50.0,1305.31,146.0,6.726,11.800000000000011,,,0.0,1.0,0.13600000000000012,1.0
18,2023-03-21 10:53:54,50.0,1312.07,146.0,6.76,11.800000000000011,,,0.0,1.0,0.03399999999999981,0.0
18,2023-03-21 10:53:55,51.0,1318.86,118.0,6.79,11.800000000000011,,,0.0,1.0,0.03000000000000025,-28.0
18,2023-03-21 10:53:56,51.0,1325.66,118.0,6.793,11.800000000000011,,,0.0,1.0,0.0030000000000001137,0.0
18,2023-03-21 10:53:57,0.0,1332.5,0.0,6.843,11.600000000000023,,,-2.923976608187003,1.0,0.04999999999999982,-118.0
18,2023-03-21 10:53:58,0.0,1339.31,0.0,6.81,11.800000000000011,,,2.93685756240808,1.0,-0.03300000000000036,0.0
18,2023-03-21 10:53:59,0.0,1345.89,0.0,6.573,11.800000000000011,,,0.0,1.0,-0.2369999999999992,0.0
18,2023-03-21 10:54:00,0.0,1352.14,0.0,6.253,12.0,,,3.199999999999818,1.0,-0.3200000000000003,0.0
17,2023-03-21 10:54:01,43.0,1358.2,61.0,6.056,12.0,,,0.0,1.0,-0.19700000000000006,61.0
18,2023-03-21 10:54:02,37.0,1364.39,123.0,6.196,12.0,,,0.0,1.0,0.13999999999999968,62.0
18,2023-03-21 10:54:03,37.0,1370.81,123.0,6.42,12.0,,,0.0,1.0,0.2240000000000002,0.0
17,2023-03-21 10:54:04,43.0,1377.4,95.0,6.586,12.0,,,0.0,1.0,0.16600000000000037,-28.0
17,2023-03-21 10:54:05,48.0,1384.05,112.0,6.646,12.0,,,0.0,1.0,0.05999999999999961,17.0
18,2023-03-21 10:54:06,50.0,1390.7,121.0,6.65,12.0,,,0.0,1.0,0.004000000000000448,9.0
18,2023-03-21 10:54:07,50.0,1397.45,114.0,6.756,11.800000000000011,,,-2.9629629629627945,1.0,0.10599999999999987,-7.0
18,2023-03-21 10:54:08,49.0,1404.31,87.0,6.86,12.0,,,2.9154518950436086,1.0,0.10400000000000009,-27.0
17,2023-03-21 10:54:09,49.0,1411.26,87.0,6.95,12.0,,,0.0,1.0,0.08999999999999986,0.0
17,2023-03-21 10:54:10,49.0,1418.21,87.0,6.943,12.0,,,0.0,1.0,-0.007000000000000561,0.0
17,2023-03-21 10:54:11,0.0,1425.12,0.0,6.913,12.0,,,0.0,1.0,-0.02999999999999936,-87.0
17,2023-03-21 10:54:12,0.0,1432.03,0.0,6.916,12.0,,,0.0,1.0,0.0030000000000001137,0.0
17,2023-03-21 10:54:13,0.0,1438.87,0.0,6.836,12.0,,,0.0,1.0,-0.08000000000000007,0.0
17,2023-03-21 10:54:14,0.0,1445.62,0.0,6.746,12.0,,,0.0,1.0,-0.08999999999999986,0.0
17,2023-03-21 10:54:15,0.0,1452.21,0.0,6.593,12.0,,,0.0,1.0,-0.15300000000000047,0.0
17,2023-03-21 10:54:16,0.0,1458.77,0.0,6.56,12.0,,,0.0,1.0,-0.03300000000000036,0.0
17,2023-03-21 10:54:17,0.0,1465.13,0.0,6.356,12.0,,,0.0,1.0,-0.20399999999999974,0.0
17,2023-03-21 10:54:18,0.0,1471.26,0.0,6.13,12.200000000000045,,,3.2626427406207066,1.0,-0.22599999999999998,0.0
17,2023-03-21 10:54:19,0.0,1477.09,0.0,5.833,12.200000000000045,,,0.0,1.0,-0.2969999999999997,0.0
17,2023-03-21 10:54:20,0.0,1482.79,0.0,5.693,12.200000000000045,,,0.0,1.0,-0.14000000000000057,0.0
17,2023-03-21 10:54:21,40.0,1488.48,89.0,5.696,12.399999999999977,,,3.514938488575217,1.0,0.0030000000000001137,89.0
17,2023-03-21 10:54:22,35.0,1494.29,179.0,5.81,12.399999999999977,,,0.0,1.0,0.11399999999999988,90.0
17,2023-03-21 10:54:23,41.0,1500.34,170.0,6.046,12.399999999999977,,,0.0,1.0,0.23600000000000065,-9.0
17,2023-03-21 10:54:24,41.0,1506.6,170.0,6.256,12.399999999999977,,,0.0,1.0,0.20999999999999996,0.0
17,2023-03-21 10:54:25,43.0,1513.05,145.0,6.45,12.399999999999977,,,0.0,1.0,0.19399999999999995,-25.0
17,2023-03-21 10:54:26,46.0,1519.65,152.0,6.606,12.200000000000045,,,-3.0303030303019343,1.0,0.1559999999999997,7.0
17,2023-03-21 10:54:27,47.0,1526.35,143.0,6.693,12.200000000000045,,,0.0,1.0,0.08699999999999974,-9.0
17,2023-03-21 10:54:28,47.0,1533.07,143.0,6.723,12.0,,,-2.9761904761911406,1.0,0.03000000000000025,0.0
17,2023-03-21 10:54:29,47.0,1539.79,143.0,6.723,12.0,,,0.0,1.0,0.0,0.0
17,2023-03-21 10:54:30,0.0,1546.54,0.0,6.746,12.0,,,0.0,1.0,0.023000000000000576,-143.0
17,2023-03-21 10:54:31,0.0,1553.3,0.0,6.756,12.0,,,0.0,1.0,0.009999999999999787,0.0
17,2023-03-21 10:54:32,0.0,1559.88,0.0,6.583,12.200000000000045,,,3.03951367781217,1.0,-0.17300000000000004,0.0
