cadence,power,temperature,timestamp,speed,distance,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0,0,20,2023-03-27 10:52:18,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:19,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:20,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:21,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:22,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:23,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:24,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:25,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:26,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:27,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:28,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:29,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:30,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:31,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:32,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:33,,,,,,0.0,1.0,,0.0
20,68,20,2023-03-27 10:52:34,,,,,,0.0,1.0,,68.0
20,68,20,2023-03-27 10:52:35,,,,,,0.0,1.0,,0.0
20,68,20,2023-03-27 10:52:36,,,,,,0.0,1.0,,0.0
20,68,20,2023-03-27 10:52:37,,,,,,0.0,1.0,,0.0
20,68,20,2023-03-27 10:52:38,,,,,,0.0,1.0,,0.0
20,68,20,2023-03-27 10:52:39,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:40,,,,,,0.0,1.0,,-68.0
15,34,20,2023-03-27 10:52:41,,,,,,0.0,1.0,,34.0
15,34,20,2023-03-27 10:52:42,,,,,,0.0,1.0,,0.0
19,98,20,2023-03-27 10:52:43,,,,,,0.0,1.0,,64.0
33,142,20,2023-03-27 10:52:44,,,,,,0.0,1.0,,44.0
42,181,20,2023-03-27 10:52:45,,,,,,0.0,1.0,,39.0
42,181,20,2023-03-27 10:52:46,,,,,,0.0,1.0,,0.0
48,172,20,2023-03-27 10:52:47,,,,,,0.0,1.0,,-9.0
48,172,20,2023-03-27 10:52:48,,,,,,0.0,1.0,,0.0
42,125,20,2023-03-27 10:52:49,,,,,,0.0,1.0,,-47.0
42,125,20,2023-03-27 10:52:50,,,,,,0.0,1.0,,0.0
42,125,20,2023-03-27 10:52:51,,,,,,0.0,1.0,,0.0
42,125,20,2023-03-27 10:52:52,,,,,,0.0,1.0,,0.0
42,125,20,2023-03-27 10:52:53,,,,,,0.0,1.0,,0.0
43,80,20,2023-03-27 10:52:54,,,,,,0.0,1.0,,-45.0
44,150,20,2023-03-27 10:52:55,,,,,,0.0,1.0,,70.0
44,150,20,2023-03-27 10:52:56,,,,,,0.0,1.0,,0.0
44,150,20,2023-03-27 10:52:57,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:52:58,,,,,,0.0,1.0,,-150.0
0,0,20,2023-03-27 10:52:59,,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:53:00,0.0,,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:53:01,0.0,,,,,0.0,1.0,0.0,0.0
0,0,20,2023-03-27 10:53:02,0.0,,,,,0.0,1.0,0.0,0.0
0,0,20,2023-03-27 10:53:03,5.22,5.22,,,,0.0,1.0,5.22,0.0
0,0,20,2023-03-27 10:53:04,4.413,9.63,,,,,1.0,-0.8069999999999995,0.0
0,0,20,2023-03-27 10:53:05,,9.63,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:53:06,0.0,9.63,,,,0.0,1.0,,0.0
0,0,20,2023-03-27 10:53:07,,9.63,,,,0.0,1.0,,0.0
50,85,19,2023-03-27 10:53:32,6.176,15.81,,,,,25.0,,3.4
0,0,19,2023-03-27 10:53:33,6.07,21.88,48.799999999999955,,,,1.0,-0.10599999999999987,-85.0
35,69,19,2023-03-27 10:53:34,5.96,27.84,48.799999999999955,,,0.0,1.0,-0.11000000000000032,69.0
38,135,19,2023-03-27 10:53:35,5.926,33.76,48.60000000000002,,,-3.3783783783772274,1.0,-0.03399999999999981,66.0
51,122,19,2023-03-27 10:53:36,6.096,39.86,48.60000000000002,,,0.0,1.0,0.16999999999999993,-13.0
51,122,19,2023-03-27 10:53:37,6.286,46.15,48.799999999999955,,,3.179650238472684,1.0,0.1899999999999995,0.0
51,122,19,2023-03-27 10:53:38,6.4,52.55,48.799999999999955,,,0.0,1.0,0.11400000000000077,0.0
51,122,19,2023-03-27 10:53:39,6.32,58.87,48.799999999999955,,,0.0,1.0,-0.08000000000000007,0.0
34,26,19,2023-03-27 10:53:40,6.246,65.11,48.799999999999955,,,0.0,1.0,-0.07399999999999984,-96.0
23,63,19,2023-03-27 10:53:41,6.173,71.29,48.799999999999955,,,0.0,1.0,-0.0730000000000004,37.0
45,104,19,2023-03-27 10:53:42,6.213,77.5,48.60000000000002,,,-3.220611916262995,1.0,0.040000000000000036,41.0
45,104,19,2023-03-27 10:53:43,6.256,83.76,48.799999999999955,,,3.1948881789126458,1.0,0.04300000000000015,0.0
58,83,19,2023-03-27 10:53:44,6.3,90.06,48.799999999999955,,,0.0,1.0,0.043999999999999595,-21.0
58,83,19,2023-03-27 10:53:45,6.323,96.38,48.799999999999955,,,0.0,1.0,0.023000000000000576,0.0
58,83,19,2023-03-27 10:53:46,6.28,102.66,48.799999999999955,,,0.0,1.0,-0.04300000000000015,0.0
0,0,19,2023-03-27 10:53:47,6.236,108.9,48.799999999999955,,,0.0,1.0,-0.04400000000000048,-83.0
49,56,19,2023-03-27 10:53:48,6.2,115.1,48.799999999999955,,,0.0,1.0,-0.03599999999999959,56.0
46,73,19,2023-03-27 10:53:49,6.213,121.31,48.60000000000002,,,-3.220611916262987,1.0,0.0129999999999999,17.0
46,73,19,2023-03-27 10:53:50,6.25,127.56,48.60000000000002,,,0.0,1.0,0.03699999999999992,0.0
0,0,19,2023-03-27 10:53:51,6.273,133.83,48.39999999999998,,,-3.189792663477594,1.0,0.022999999999999687,-73.0
0,0,19,2023-03-27 10:53:52,6.316,140.15,48.39999999999998,,,0.0,1.0,0.04300000000000015,0.0
0,0,19,2023-03-27 10:53:53,6.28,146.43,48.39999999999998,,,0.0,1.0,-0.03599999999999959,0.0
44,73,19,2023-03-27 10:53:54,6.293,152.72,48.200000000000045,,,-3.1796502384726875,1.0,0.0129999999999999,73.0
44,103,19,2023-03-27 10:53:55,6.273,159.0,48.200000000000045,,,0.0,1.0,-0.020000000000000462,30.0
56,114,19,2023-03-27 10:53:56,6.346,165.34,48.200000000000045,,,0.0,1.0,0.0730000000000004,11.0
56,114,19,2023-03-27 10:53:57,6.436,171.78,48.0,,,-3.1055900621125088,1.0,0.08999999999999986,0.0
61,94,19,2023-03-27 10:53:58,6.553,178.33,48.0,,,0.0,1.0,0.11699999999999999,-20.0
61,94,19,2023-03-27 10:53:59,6.646,184.98,48.0,,,0.0,1.0,0.09299999999999997,0.0
61,94,19,2023-03-27 10:54:00,6.696,191.68,48.0,,,0.0,1.0,0.04999999999999982,0.0
61,94,19,2023-03-27 10:54:01,6.72,198.4,48.0,,,0.0,1.0,0.02400000000000002,0.0
49,54,19,2023-03-27 10:54:02,6.65,205.04,47.799999999999955,,,-3.0120481927717755,1.0,-0.0699999999999994,-40.0
49,54,19,2023-03-27 10:54:03,6.536,211.58,47.799999999999955,,,0.0,1.0,-0.11400000000000077,0.0
49,54,19,2023-03-27 10:54:04,6.423,218.01,47.60000000000002,,,-3.1104199066863525,1.0,-0.11299999999999955,0.0
0,0,19,2023-03-27 10:54:05,6.4,224.4,47.60000000000002,,,0.0,1.0,-0.022999999999999687,-54.0
38,61,19,2023-03-27 10:54:06,6.443,230.85,47.60000000000002,,,0.0,1.0,0.04299999999999926,61.0
50,74,19,2023-03-27 10:54:07,6.486,237.33,47.799999999999955,,,3.0864197530853583,1.0,0.04300000000000015,13.0
50,74,19,2023-03-27 10:54:08,6.54,243.87,47.799999999999955,,,0.0,1.0,0.05400000000000027,0.0
50,74,19,2023-03-27 10:54:09,6.596,250.47,48.0,,,3.0303030303037217,1.0,0.05600000000000005,0.0
0,0,19,2023-03-27 10:54:10,6.626,257.1,47.799999999999955,,,-3.016591251886045,1.0,0.03000000000000025,-74.0
0,0,19,2023-03-27 10:54:11,6.57,263.67,47.799999999999955,,,0.0,1.0,-0.05600000000000005,0.0
51,64,19,2023-03-27 10:54:12,6.443,270.11,47.799999999999955,,,0.0,1.0,-0.12700000000000067,64.0
51,64,19,2023-03-27 10:54:13,6.29,276.4,47.60000000000002,39.9477999843657,116.42587993294,-3.1796502384727017,1.0,-0.15299999999999958,0.0
51,64,19,2023-03-27 10:54:14,6.16,282.56,47.60000000000002,39.9477999843657,116.42587993294,0.0,1.0,-0.1299999999999999,0.0
33,43,19,2023-03-27 10:58:54,6.063,282.56,47.60000000000002,39.94777995161712,116.42594992183149,0.0,280.0,-0.00034642857142857294,-0.075
33,90,19,2023-03-27 10:58:55,6.04,295.0,47.60000000000002,39.94771993719041,116.4260699506849,0.0,1.0,-0.022999999999999687,47.0
33,90,19,2023-03-27 10:58:56,6.036,301.04,47.799999999999955,39.94771993719041,116.4260699506849,3.311258278144555,1.0,-0.004000000000000448,0.0
50,112,19,2023-03-27 10:58:57,6.033,301.04,47.60000000000002,39.94768992997706,116.42611999064684,0.0,1.0,-0.0029999999999992255,22.0
57,85,19,2023-03-27 10:58:58,6.043,308.81,47.799999999999955,39.94764994829893,116.42618997953832,2.5740025740017023,1.0,0.009999999999999787,-27.0
53,110,19,2023-03-27 10:58:59,6.08,320.5,47.799999999999955,39.94757995940745,116.42628997564316,0.0,1.0,0.03699999999999992,25.0
53,110,19,2023-03-27 10:59:00,6.096,326.6,47.799999999999955,39.94757995940745,116.42628997564316,0.0,1.0,0.016000000000000014,0.0
52,105,19,2023-03-27 10:59:01,6.08,326.6,47.799999999999955,39.94753997772932,116.42633993178606,0.0,1.0,-0.016000000000000014,-5.0
57,121,19,2023-03-27 10:59:02,6.07,339.82,48.0,39.94745993055403,116.4264499861747,1.5128593040850675,1.0,-0.009999999999999787,16.0
58,114,19,2023-03-27 10:59:03,6.08,345.9,47.799999999999955,39.94745993055403,116.4264499861747,-3.2894736842112833,1.0,0.009999999999999787,-7.0
58,108,19,2023-03-27 10:59:04,6.09,345.9,48.0,39.947419948875904,116.42648996785283,0.0,1.0,0.009999999999999787,-6.0
58,108,19,2023-03-27 10:59:05,6.09,357.64,48.0,39.94732992723584,116.42656993120909,0.0,1.0,0.0,0.0
58,95,19,2023-03-27 10:59:06,6.066,364.8,48.0,39.94727997109294,116.42661997117102,0.0,1.0,-0.02400000000000002,-13.0
58,95,19,2023-03-27 10:59:07,6.01,370.81,47.799999999999955,39.94727997109294,116.42661997117102,-3.3277870216313774,1.0,-0.05600000000000005,0.0
48,61,19,2023-03-27 10:59:08,5.953,370.81,47.799999999999955,39.94723998941481,116.42665995284915,0.0,1.0,-0.056999999999999496,-34.0
48,61,19,2023-03-27 10:59:09,5.88,382.2,47.799999999999955,39.94714996777475,116.42672994174063,0.0,1.0,-0.0730000000000004,0.0
47,81,19,2023-03-27 10:59:10,5.853,388.06,47.799999999999955,39.94714996777475,116.42672994174063,0.0,1.0,-0.027000000000000135,20.0
47,81,19,2023-03-27 10:59:11,5.826,389.14,47.799999999999955,39.94710998609662,116.42676992341876,0.0,1.0,-0.027000000000000135,0.0
48,75,19,2023-03-27 10:59:12,5.8,402.28,47.799999999999955,39.94699993170798,116.42682993784547,0.0,1.0,-0.0259999999999998,-6.0
44,105,19,2023-03-27 10:59:13,5.856,408.13,48.0,39.94699993170798,116.42682993784547,3.418803418804183,1.0,0.05600000000000005,30.0
51,112,19,2023-03-27 10:59:14,5.913,408.99,48.0,39.946949975565076,116.42684997059405,0.0,1.0,0.057000000000000384,7.0
56,121,19,2023-03-27 10:59:15,5.986,420.93,48.0,39.94684997946024,116.42689992673695,0.0,1.0,0.07299999999999951,9.0
56,121,19,2023-03-27 10:59:16,5.99,427.73,48.0,39.94678996503353,116.42689992673695,0.0,1.0,0.004000000000000448,0.0
60,136,19,2023-03-27 10:59:17,6.053,433.4,48.0,39.9467399250716,116.42691995948553,0.0,1.0,0.06299999999999972,15.0
62,128,19,2023-03-27 10:59:18,6.096,441.29,47.799999999999955,39.946669936180115,116.42693999223411,-2.5348542458814243,1.0,0.04300000000000015,-8.0
63,103,19,2023-03-27 10:59:19,6.35,447.14,47.799999999999955,39.94661998003721,116.42695994116366,0.0,1.0,0.25399999999999956,-25.0
63,103,19,2023-03-27 10:59:20,6.59,453.73,47.60000000000002,39.94661998003721,116.42695994116366,-3.034901365704565,1.0,0.2400000000000002,0.0
65,97,19,2023-03-27 10:59:21,6.873,454.8,47.60000000000002,39.946559965610504,116.42698994837701,0.0,1.0,0.28300000000000036,-6.0
65,97,19,2023-03-27 10:59:22,6.926,468.22,47.60000000000002,39.94643993675709,116.42701995559037,0.0,1.0,0.052999999999999936,0.0
53,73,19,2023-03-27 10:59:23,6.92,475.14,47.60000000000002,39.94643993675709,116.42701995559037,0.0,1.0,-0.006000000000000227,-24.0
54,95,19,2023-03-27 10:59:24,6.913,476.21,47.39999999999998,39.94637992233038,116.42703998833895,-18.691588785051096,1.0,-0.006999999999999673,22.0
62,80,19,2023-03-27 10:59:25,6.876,483.28,47.39999999999998,39.9463199917227,116.4270599372685,0.0,1.0,-0.03699999999999992,-15.0
62,80,19,2023-03-27 10:59:26,6.786,490.07,47.39999999999998,39.9463199917227,116.4270599372685,0.0,1.0,-0.09000000000000075,0.0
0,0,19,2023-03-27 10:59:27,6.696,511.11,47.39999999999998,39.94607993401587,116.42710997723043,0.0,1.0,-0.08999999999999986,-80.0
0,0,19,2023-03-27 10:59:28,6.53,517.64,47.60000000000002,39.94607993401587,116.42710997723043,3.0627871362947365,1.0,-0.16599999999999948,0.0
52,91,19,2023-03-27 10:59:29,6.43,518.46,47.60000000000002,39.94601991958916,116.4271199516952,0.0,1.0,-0.10000000000000053,91.0
50,173,19,2023-03-27 10:59:30,6.33,531.69,47.60000000000002,39.94589997455478,116.42712992615998,0.0,1.0,-0.09999999999999964,82.0
60,166,19,2023-03-27 10:59:31,6.366,538.52,47.60000000000002,39.94583996012807,116.42713998444378,0.0,1.0,0.03599999999999959,-7.0
62,131,19,2023-03-27 10:59:32,6.493,545.01,47.60000000000002,39.94583996012807,116.42713998444378,0.0,1.0,0.12700000000000067,-35.0
62,131,19,2023-03-27 10:59:33,6.62,545.41,47.60000000000002,39.94577994570136,116.42714995890856,0.0,1.0,0.12699999999999978,0.0
63,130,19,2023-03-27 10:59:34,6.7,559.0,47.799999999999955,39.945659916847944,116.42714995890856,1.471670345842026,1.0,0.08000000000000007,-1.0
64,137,19,2023-03-27 10:59:35,6.7,565.7,48.0,39.945659916847944,116.42714995890856,2.98507462686633,1.0,0.0,7.0
65,144,19,2023-03-27 10:59:36,6.7,567.34,48.0,39.94558992795646,116.42714995890856,0.0,1.0,0.0,7.0
63,139,19,2023-03-27 10:59:37,6.736,581.0,48.200000000000045,39.94546998292208,116.42715993337333,1.46412884333855,1.0,0.03599999999999959,-5.0
63,139,19,2023-03-27 10:59:38,6.646,587.64,48.0,39.94546998292208,116.42715993337333,-3.0120481927717755,1.0,-0.08999999999999986,0.0
57,115,19,2023-03-27 10:59:39,6.556,588.01,48.0,39.94540996849537,116.42715993337333,0.0,1.0,-0.08999999999999986,-24.0
57,115,19,2023-03-27 10:59:40,6.47,594.81,48.0,39.94534995406866,116.42715993337333,0.0,1.0,-0.0860000000000003,0.0
0,0,19,2023-03-27 10:59:41,6.39,607.12,48.200000000000045,39.94523998349905,116.42715993337333,1.6246953696185582,1.0,-0.08000000000000007,-115.0
43,48,19,2023-03-27 10:59:42,6.356,613.48,48.0,39.94523998349905,116.42715993337333,-3.144654088051023,1.0,-0.03399999999999981,48.0
43,48,19,2023-03-27 10:59:43,6.293,614.27,48.0,39.94517996907234,116.42715993337333,0.0,1.0,-0.06299999999999972,0.0
