distance,heart_rate,temperature,timestamp,cadence,power,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
123.21,137,32,2023-09-04 10:50:37,90.0,59.0,43.60000000000002,6.476,39.94788430631161,116.42030328512192,0.0,1.0,-0.12100000000000044,0.0
133.33,137,32,2023-09-04 10:50:38,82.0,66.0,43.39999999999998,6.42,39.947915403172374,116.4204060472548,-1.976284584980683,1.0,-0.05600000000000005,7.0
142.83,137,32,2023-09-04 10:50:39,89.0,44.0,43.200000000000045,6.429,39.94793862104416,116.42050704918802,-2.105263157894019,1.0,0.009000000000000341,-22.0
150.37,137,32,2023-09-04 10:50:40,90.0,51.0,43.200000000000045,6.485,39.94796301238239,116.42059556208551,0.0,1.0,0.05600000000000005,7.0
160.23,137,32,2023-09-04 10:50:41,90.0,51.0,43.0,6.485,39.94798170402646,116.42069706693292,-2.028397565923385,1.0,0.0,0.0
168.54,136,32,2023-09-04 10:50:42,90.0,51.0,43.0,6.392,39.94799721054733,116.42078365199268,0.0,1.0,-0.09299999999999997,0.0
176.76,136,32,2023-09-04 10:50:43,59.0,68.0,43.0,6.466,39.94801472872496,116.42087132669985,0.0,1.0,0.07399999999999984,17.0
183.18,137,32,2023-09-04 10:50:44,87.0,65.0,43.0,6.597,39.94803442619741,116.42094248905778,0.0,1.0,0.13100000000000023,-3.0
189.09,137,32,2023-09-04 10:50:45,90.0,60.0,43.0,6.681,39.948048340156674,116.42101105302572,0.0,1.0,0.08399999999999963,-5.0
196.45,137,32,2023-09-04 10:50:46,90.0,60.0,43.0,6.718,39.94806233793497,116.42109126783907,0.0,1.0,0.03699999999999992,0.0
203.18,137,32,2023-09-04 10:50:47,92.0,56.0,43.0,6.83,39.948072312399745,116.42117165029049,0.0,1.0,0.1120000000000001,-4.0
210.22,137,32,2023-09-04 10:50:48,93.0,69.0,43.0,6.895,39.94807885028422,116.42125370912254,0.0,1.0,0.0649999999999995,13.0
217.5,137,32,2023-09-04 10:50:49,93.0,69.0,43.0,6.97,39.94808614253998,116.42133635468781,0.0,1.0,0.07500000000000018,0.0
224.44,137,32,2023-09-04 10:50:50,94.0,52.0,43.200000000000045,6.961,39.94809117168188,116.42141807824373,2.8818443804041145,1.0,-0.008999999999999453,-17.0
232.17,137,32,2023-09-04 10:50:51,85.0,69.0,43.200000000000045,6.83,39.94809209369123,116.42150633968413,0.0,1.0,-0.13100000000000023,17.0
240.2,138,32,2023-09-04 10:50:52,82.0,46.0,43.200000000000045,6.793,39.94809553027153,116.42159334383905,0.0,1.0,-0.03699999999999992,-23.0
246.67,138,32,2023-09-04 10:50:53,82.0,46.0,43.200000000000045,6.737,39.948095697909594,116.42166945151985,0.0,1.0,-0.05600000000000005,0.0
253.18,139,32,2023-09-04 10:50:54,82.0,46.0,43.200000000000045,6.606,39.94810131378472,116.4217443857342,0.0,1.0,-0.13100000000000023,0.0
259.32,139,32,2023-09-04 10:50:55,45.0,62.0,43.200000000000045,6.643,39.94810533709824,116.42181797884405,0.0,1.0,0.03699999999999992,16.0
265.93,140,32,2023-09-04 10:50:56,79.0,54.0,43.200000000000045,6.737,39.94810340926051,116.42189769074321,0.0,1.0,0.0940000000000003,-8.0
273.06,141,32,2023-09-04 10:50:57,91.0,54.0,43.200000000000045,6.802,39.9481004755944,116.42198025248945,0.0,1.0,0.0649999999999995,0.0
279.85,141,32,2023-09-04 10:50:58,91.0,54.0,43.0,6.849,39.948100224137306,116.42206122167408,-2.9455081001479364,1.0,0.0470000000000006,0.0
286.97,141,32,2023-09-04 10:50:59,92.0,58.0,43.0,6.83,39.948099637404084,116.42214361578226,0.0,1.0,-0.019000000000000128,4.0
293.82,142,32,2023-09-04 10:51:00,92.0,58.0,43.0,6.587,39.94809159077704,116.42222290858626,0.0,1.0,-0.24300000000000033,0.0
301.3,142,32,2023-09-04 10:51:01,43.0,38.0,43.0,6.615,39.9480883218348,116.42230538651347,0.0,1.0,0.02800000000000047,-20.0
307.37,142,32,2023-09-04 10:51:02,43.0,38.0,43.200000000000045,6.653,39.94808622635901,116.42237763851881,3.2948929159809834,1.0,0.03799999999999937,0.0
313.96,142,32,2023-09-04 10:51:03,48.0,28.0,43.200000000000045,6.643,39.94808706454933,116.4224524050951,0.0,1.0,-0.009999999999999787,-10.0
319.79,143,32,2023-09-04 10:51:04,48.0,28.0,43.200000000000045,6.746,39.94809008203447,116.4225250761956,0.0,1.0,0.10300000000000065,0.0
326.34,143,32,2023-09-04 10:51:05,65.0,52.0,43.39999999999998,6.811,39.948084549978375,116.42260101623833,3.0534351145027965,1.0,0.0649999999999995,24.0
332.69,143,32,2023-09-04 10:51:06,89.0,49.0,43.39999999999998,6.802,39.948078179731965,116.42267662100494,0.0,1.0,-0.009000000000000341,-3.0
339.3,143,32,2023-09-04 10:51:07,90.0,50.0,43.39999999999998,6.83,39.94807356968522,116.42275742255151,0.0,1.0,0.02800000000000047,1.0
347.29,143,32,2023-09-04 10:51:08,90.0,22.0,43.200000000000045,6.737,39.94806812144816,116.42284845001996,-2.503128911138067,1.0,-0.09299999999999997,-28.0
354.4,143,32,2023-09-04 10:51:09,90.0,22.0,43.200000000000045,6.522,39.94805789552629,116.42292874865234,0.0,1.0,-0.21499999999999986,0.0
361.23,143,32,2023-09-04 10:51:10,74.0,23.0,43.200000000000045,6.597,39.948051357641816,116.42300946637988,0.0,1.0,0.07500000000000018,1.0
368.45,143,32,2023-09-04 10:51:11,74.0,67.0,43.200000000000045,6.709,39.948044400662184,116.42309068702161,0.0,1.0,0.11199999999999921,44.0
375.47,143,32,2023-09-04 10:51:12,92.0,69.0,43.200000000000045,6.793,39.948038617148995,116.42317366786301,0.0,1.0,0.08400000000000052,2.0
381.88,143,32,2023-09-04 10:51:13,94.0,57.0,43.200000000000045,6.821,39.948040125891566,116.42324944026768,0.0,1.0,0.02799999999999958,-12.0
388.63,144,32,2023-09-04 10:51:14,94.0,60.0,43.200000000000045,6.858,39.94804465211928,116.4233279787004,0.0,1.0,0.03699999999999992,3.0
395.94,144,32,2023-09-04 10:51:15,93.0,52.0,43.200000000000045,6.905,39.94804909452796,116.42341154627502,0.0,1.0,0.0470000000000006,-8.0
402.75,144,32,2023-09-04 10:51:16,93.0,52.0,43.0,6.933,39.94805311784148,116.42349176108837,-2.93685756240889,1.0,0.02799999999999958,0.0
409.65,145,32,2023-09-04 10:51:17,93.0,52.0,43.0,6.783,39.94805655442178,116.42357264645398,0.0,1.0,-0.14999999999999947,0.0
416.57,146,32,2023-09-04 10:51:18,52.0,37.0,43.0,6.718,39.94805730879307,116.42365361563861,0.0,1.0,-0.06500000000000039,-15.0
423.66,146,32,2023-09-04 10:51:19,52.0,37.0,43.200000000000045,6.774,39.94805311784148,116.42373500391841,2.8208744710866656,1.0,0.05600000000000005,0.0
430.29,146,32,2023-09-04 10:51:20,91.0,60.0,43.200000000000045,6.839,39.948053788393736,116.42381312325597,0.0,1.0,0.06500000000000039,23.0
437.18,147,32,2023-09-04 10:51:21,94.0,44.0,43.200000000000045,6.923,39.9480558000505,116.42389384098351,0.0,1.0,0.08399999999999963,-16.0
444.1,148,32,2023-09-04 10:51:22,94.0,44.0,43.200000000000045,6.923,39.94806091301143,116.42397397197783,0.0,1.0,0.0,0.0
450.96,148,32,2023-09-04 10:51:23,94.0,9.0,43.200000000000045,6.839,39.94806460104883,116.42405267804861,0.0,1.0,-0.08399999999999963,-35.0
457.26,148,32,2023-09-04 10:51:24,94.0,9.0,43.200000000000045,6.755,39.948070803657174,116.42412643879652,0.0,1.0,-0.08400000000000052,0.0
463.61,148,32,2023-09-04 10:51:25,66.0,10.0,43.200000000000045,6.709,39.9480692949146,116.42420288175344,0.0,1.0,-0.04600000000000026,1.0
470.52,148,32,2023-09-04 10:51:26,66.0,58.0,43.200000000000045,6.755,39.948068372905254,116.42428359948099,0.0,1.0,0.04600000000000026,48.0
477.35,148,32,2023-09-04 10:51:27,66.0,58.0,43.200000000000045,6.923,39.948067450895905,116.42436507157981,0.0,1.0,0.16800000000000015,0.0
484.69,148,32,2023-09-04 10:51:28,66.0,58.0,43.200000000000045,6.989,39.94806560687721,116.42444964498281,0.0,1.0,0.06599999999999984,0.0
491.3,148,32,2023-09-04 10:51:29,73.0,43.0,43.0,6.895,39.94806032627821,116.42452843487263,-3.025718608170122,1.0,-0.0940000000000003,-15.0
498.22,149,32,2023-09-04 10:51:30,73.0,43.0,42.799999999999955,6.877,39.9480523634702,116.42460999079049,-2.8901734104052745,1.0,-0.017999999999999794,0.0
505.59,149,32,2023-09-04 10:51:31,71.0,46.0,42.799999999999955,6.923,39.948042053729296,116.42469481565058,0.0,1.0,0.04600000000000026,3.0
512.82,149,32,2023-09-04 10:51:32,88.0,47.0,42.799999999999955,6.933,39.94803283363581,116.42477788031101,0.0,1.0,0.009999999999999787,1.0
520.09,149,32,2023-09-04 10:51:33,88.0,13.0,42.60000000000002,6.802,39.948022942990065,116.42485960386693,-2.7510316368628924,1.0,-0.13100000000000023,-34.0
526.79,149,32,2023-09-04 10:51:34,88.0,13.0,42.60000000000002,6.69,39.948014141991735,116.4249372202903,0.0,1.0,-0.11199999999999921,0.0
533.63,149,32,2023-09-04 10:51:35,83.0,13.0,42.39999999999998,6.746,39.94800467044115,116.42501575872302,-2.923976608187786,1.0,0.05600000000000005,0.0
539.94,149,32,2023-09-04 10:51:36,83.0,39.0,42.39999999999998,6.83,39.94799285195768,116.42509086057544,0.0,1.0,0.08399999999999963,26.0
546.72,149,32,2023-09-04 10:51:37,92.0,50.0,42.200000000000045,6.914,39.94797835126519,116.42516998574138,-2.9498525073736372,1.0,0.08399999999999963,11.0
554.11,149,32,2023-09-04 10:51:38,92.0,56.0,42.200000000000045,7.007,39.947959408164024,116.42525154165924,0.0,1.0,0.09299999999999997,6.0
561.29,150,32,2023-09-04 10:51:39,92.0,56.0,42.200000000000045,6.951,39.94793811812997,116.42532714642584,0.0,1.0,-0.05600000000000005,0.0
567.65,150,32,2023-09-04 10:51:40,92.0,0.0,42.200000000000045,6.858,39.94792311452329,116.42540040425956,0.0,1.0,-0.09299999999999997,-56.0
574.89,150,32,2023-09-04 10:51:41,92.0,0.0,42.200000000000045,6.783,39.947900734841824,116.42547693103552,0.0,1.0,-0.07499999999999929,0.0
581.47,150,32,2023-09-04 10:51:42,92.0,0.0,42.200000000000045,6.755,39.94787919335067,116.42555002123117,0.0,1.0,-0.02800000000000047,0.0
588.64,150,32,2023-09-04 10:51:43,69.0,33.0,42.200000000000045,6.709,39.94785572402179,116.4256248716265,0.0,1.0,-0.04600000000000026,33.0
595.0,151,32,2023-09-04 10:51:44,69.0,33.0,42.200000000000045,6.541,39.94783518835902,116.42569444142282,0.0,1.0,-0.16799999999999926,0.0
601.6,151,32,2023-09-04 10:51:45,42.0,21.0,42.200000000000045,6.569,39.947808450087905,116.42576401121914,0.0,1.0,0.02799999999999958,-12.0
607.61,151,32,2023-09-04 10:51:46,42.0,21.0,42.200000000000045,6.55,39.94778816588223,116.42583324573934,0.0,1.0,-0.019000000000000128,0.0
614.07,151,32,2023-09-04 10:51:47,42.0,21.0,42.200000000000045,6.392,39.94776771403849,116.42590432427824,0.0,1.0,-0.15799999999999947,0.0
619.88,151,32,2023-09-04 10:51:48,42.0,21.0,42.200000000000045,6.252,39.947753297165036,116.42597414553165,0.0,1.0,-0.14000000000000057,0.0
626.17,151,32,2023-09-04 10:51:49,42.0,29.0,42.200000000000045,6.27,39.947732258588076,116.42604338005185,0.0,1.0,0.017999999999999794,8.0
632.11,151,32,2023-09-04 10:51:50,81.0,55.0,42.200000000000045,6.401,39.94770124554634,116.42610423266888,0.0,1.0,0.13100000000000023,26.0
638.55,151,32,2023-09-04 10:51:51,84.0,55.0,42.39999999999998,6.531,39.947666209191084,116.42616558820009,3.1055900621107706,1.0,0.1299999999999999,0.0
644.87,151,32,2023-09-04 10:51:52,86.0,50.0,42.39999999999998,6.382,39.94763393886387,116.42622845247388,0.0,1.0,-0.14900000000000002,-5.0
651.65,151,32,2023-09-04 10:51:53,86.0,43.0,42.39999999999998,6.345,39.947606194764376,116.42629550769925,0.0,1.0,-0.03699999999999992,-7.0
658.34,151,32,2023-09-04 10:51:54,86.0,47.0,42.60000000000002,6.308,39.94757861830294,116.42635887488723,2.9895366218242727,1.0,-0.03699999999999992,4.0
664.81,151,32,2023-09-04 10:51:55,86.0,54.0,42.799999999999955,6.401,39.9475428275764,116.42641369253397,3.0911901081906406,1.0,0.09299999999999997,7.0
670.51,150,32,2023-09-04 10:51:56,87.0,57.0,42.799999999999955,6.457,39.94750862941146,116.42646448686719,0.0,1.0,0.05600000000000005,3.0
676.11,149,32,2023-09-04 10:51:57,87.0,64.0,42.799999999999955,6.429,39.9474738445133,116.42651435919106,0.0,1.0,-0.02799999999999958,7.0
681.94,148,32,2023-09-04 10:51:58,88.0,64.0,42.799999999999955,6.438,39.94743201881647,116.42656154930592,0.0,1.0,0.008999999999999453,0.0
688.28,148,32,2023-09-04 10:51:59,88.0,64.0,42.799999999999955,6.298,39.94738692417741,116.42660689540207,0.0,1.0,-0.13999999999999968,0.0
694.66,147,32,2023-09-04 10:52:00,88.0,17.0,42.799999999999955,6.056,39.947342248633504,116.42665173858404,0.0,1.0,-0.242,-47.0
701.03,147,32,2023-09-04 10:52:01,88.0,17.0,42.799999999999955,6.102,39.94729656726122,116.42669172026217,0.0,1.0,0.04600000000000026,0.0
706.81,147,32,2023-09-04 10:52:02,53.0,18.0,42.799999999999955,6.214,39.94724879041314,116.42672709189355,0.0,1.0,0.1120000000000001,1.0
713.2,147,32,2023-09-04 10:52:03,83.0,58.0,43.0,6.597,39.94719590060413,116.4267660677433,3.1298904538347787,1.0,0.383,40.0
720.31,147,32,2023-09-04 10:52:04,83.0,58.0,43.0,6.615,39.94713932275772,116.42680579796433,0.0,1.0,0.017999999999999794,0.0
727.66,148,32,2023-09-04 10:52:05,94.0,60.0,43.0,6.83,39.94707754813135,116.42684150487185,0.0,1.0,0.21499999999999986,2.0
735.64,149,32,2023-09-04 10:52:06,94.0,60.0,43.0,6.877,39.94701208546758,116.42687109299004,0.0,1.0,0.04699999999999971,0.0
743.25,149,32,2023-09-04 10:52:07,94.0,56.0,42.799999999999955,7.026,39.946945114061236,116.4268939755857,-2.6281208935616966,1.0,0.14900000000000002,-4.0
750.87,150,32,2023-09-04 10:52:08,96.0,66.0,42.60000000000002,7.035,39.94687898084521,116.42691493034363,-2.6246719160096017,1.0,0.009000000000000341,10.0
757.99,150,32,2023-09-04 10:52:09,96.0,66.0,42.39999999999998,6.886,39.946817038580775,116.42693596892059,-2.808988764045581,1.0,-0.14900000000000002,0.0
764.91,151,32,2023-09-04 10:52:10,50.0,42.0,42.200000000000045,6.69,39.94675660505891,116.4269595220685,-2.8901734104036554,1.0,-0.19599999999999973,-24.0
772.15,151,32,2023-09-04 10:52:11,73.0,48.0,42.200000000000045,6.634,39.94669508188963,116.42698097974062,0.0,1.0,-0.05600000000000005,6.0
779.3,151,32,2023-09-04 10:52:12,92.0,51.0,42.200000000000045,6.83,39.946631798520684,116.42699950374663,0.0,1.0,0.19599999999999973,3.0
786.36,152,32,2023-09-04 10:52:13,92.0,51.0,42.200000000000045,6.961,39.94656608439982,116.4270181953907,0.0,1.0,0.13100000000000023,0.0
794.08,152,32,2023-09-04 10:52:14,92.0,51.0,42.200000000000045,7.007,39.94649869389832,116.42703814432025,0.0,1.0,0.045999999999999375,0.0
801.06,152,32,2023-09-04 10:52:15,92.0,15.0,42.200000000000045,6.615,39.946436919271946,116.42706102691591,0.0,1.0,-0.39199999999999946,-36.0
809.0,152,32,2023-09-04 10:52:16,92.0,15.0,42.200000000000045,6.55,39.94637120515108,116.42707980237901,0.0,1.0,-0.06500000000000039,0.0
816.01,151,32,2023-09-04 10:52:17,77.0,16.0,42.200000000000045,6.727,39.94631060399115,116.42709648236632,0.0,1.0,0.1770000000000005,1.0
822.82,151,32,2023-09-04 10:52:18,70.0,38.0,42.200000000000045,6.699,39.94625050574541,116.42711156979203,0.0,1.0,-0.02800000000000047,22.0
829.68,151,32,2023-09-04 10:52:19,70.0,38.0,42.200000000000045,6.643,39.9461907427758,116.4271252322942,0.0,1.0,-0.05600000000000005,0.0
836.25,151,32,2023-09-04 10:52:20,66.0,45.0,42.39999999999998,6.522,39.946132907643914,116.42713839188218,3.0441400304403388,1.0,-0.12099999999999955,7.0
842.89,151,32,2023-09-04 10:52:21,72.0,59.0,42.39999999999998,6.643,39.94607406668365,116.4271513838321,0.0,1.0,0.12099999999999955,14.0
849.73,151,32,2023-09-04 10:52:22,89.0,54.0,42.39999999999998,6.718,39.94601346552372,116.42716219648719,0.0,1.0,0.07500000000000018,-5.0
856.25,151,32,2023-09-04 10:52:23,90.0,46.0,42.60000000000002,6.681,39.94595487602055,116.42717116512358,3.0674846625773933,1.0,-0.03699999999999992,-8.0
862.86,151,32,2023-09-04 10:52:24,90.0,46.0,42.60000000000002,6.625,39.94589536450803,116.42718139104545,0.0,1.0,-0.05600000000000005,0.0
869.18,151,32,2023-09-04 10:52:25,58.0,23.0,42.39999999999998,6.373,39.9458381999284,116.42718700692058,-3.1645569620260683,1.0,-0.2519999999999998,-23.0
875.79,150,32,2023-09-04 10:52:26,43.0,51.0,42.39999999999998,6.41,39.945778185501695,116.42719253897667,0.0,1.0,0.03699999999999992,28.0
882.6,150,32,2023-09-04 10:52:27,76.0,53.0,42.39999999999998,6.42,39.94571817107499,116.42719547264278,0.0,1.0,0.009999999999999787,2.0
895.44,151,32,2023-09-04 10:52:28,87.0,42.0,42.39999999999998,6.448,39.945659916847944,116.42719798721373,0.0,1.0,0.02800000000000047,-11.0
895.44,151,32,2023-09-04 10:52:29,87.0,56.0,42.200000000000045,6.448,39.945542151108384,116.4271992444992,0.0,1.0,0.0,14.0
902.02,150,32,2023-09-04 10:52:30,88.0,56.0,42.200000000000045,6.429,39.94548222050071,116.42720209434628,0.0,1.0,-0.019000000000000128,0.0
908.78,150,32,2023-09-04 10:52:31,88.0,56.0,42.200000000000045,6.457,39.945423966273665,116.42720402218401,0.0,1.0,0.02799999999999958,0.0
915.46,150,32,2023-09-04 10:52:32,89.0,49.0,42.200000000000045,6.476,39.94536738842726,116.42720226198435,0.0,1.0,0.019000000000000128,-7.0
921.75,149,32,2023-09-04 10:52:33,88.0,41.0,42.39999999999998,6.522,39.94531215168536,116.42720276489854,3.1796502384727017,1.0,0.04600000000000026,-8.0
927.72,149,32,2023-09-04 10:52:34,88.0,59.0,42.39999999999998,6.382,39.94525456801057,116.42719807103276,0.0,1.0,-0.14000000000000057,18.0
933.88,149,32,2023-09-04 10:52:35,89.0,45.0,42.39999999999998,6.438,39.945194721221924,116.42719538882375,0.0,1.0,0.05600000000000005,-14.0
940.64,149,32,2023-09-04 10:52:36,89.0,45.0,42.60000000000002,6.494,39.94513495825231,116.42719564028084,2.9585798816574815,1.0,0.05600000000000005,0.0
947.31,149,32,2023-09-04 10:52:37,89.0,48.0,42.60000000000002,6.559,39.9450751952827,116.42719086259604,0.0,1.0,0.06500000000000039,3.0
954.12,149,32,2023-09-04 10:52:38,88.0,49.0,42.60000000000002,6.569,39.945017360150814,116.4271860010922,0.0,1.0,0.009999999999999787,1.0
960.73,148,32,2023-09-04 10:52:39,88.0,0.0,42.60000000000002,6.42,39.94496145285666,116.42718306742609,0.0,1.0,-0.14900000000000002,-49.0
967.19,148,32,2023-09-04 10:52:40,88.0,0.0,42.60000000000002,6.373,39.94490680284798,116.42717636190355,0.0,1.0,-0.04699999999999971,0.0
973.45,148,32,2023-09-04 10:52:41,88.0,0.0,42.799999999999955,6.336,39.94485382921994,116.42717150039971,3.1948881789126533,1.0,-0.03699999999999992,0.0
979.33,148,32,2023-09-04 10:52:42,88.0,0.0,42.799999999999955,6.214,39.944798927754164,116.42716756090522,0.0,1.0,-0.12199999999999989,0.0
985.07,148,32,2023-09-04 10:52:43,61.0,70.0,42.799999999999955,6.429,39.944739835336804,116.42716026864946,0.0,1.0,0.21499999999999986,70.0
991.61,149,32,2023-09-04 10:52:44,82.0,56.0,42.799999999999955,6.401,39.94468107819557,116.42715674825013,0.0,1.0,-0.02800000000000047,-14.0
998.46,149,32,2023-09-04 10:52:45,87.0,40.0,42.799999999999955,6.587,39.94462659582496,116.42715247347951,0.0,1.0,0.18599999999999994,-16.0
1004.48,148,32,2023-09-04 10:52:46,87.0,40.0,42.799999999999955,6.718,39.94456968270242,116.42714845016599,0.0,1.0,0.13100000000000023,0.0
1010.51,148,32,2023-09-04 10:52:47,93.0,43.0,43.0,6.849,39.94450765661895,116.42714467830956,3.316749585407071,1.0,0.13100000000000023,3.0
1017.32,148,32,2023-09-04 10:52:48,95.0,58.0,42.799999999999955,6.942,39.944443702697754,116.42714367248118,-2.9368575624088655,1.0,0.09299999999999997,15.0
1024.38,148,32,2023-09-04 10:52:49,95.0,58.0,42.799999999999955,7.035,39.944378742948174,116.42714174464345,0.0,1.0,0.09299999999999997,0.0
1031.7,148,32,2023-09-04 10:52:50,98.0,46.0,42.799999999999955,7.194,39.94431219063699,116.4271376375109,0.0,1.0,0.1589999999999998,-12.0
1038.99,148,32,2023-09-04 10:52:51,98.0,46.0,42.799999999999955,7.325,39.94424496777356,116.42713218927383,0.0,1.0,0.13100000000000023,0.0
1046.34,148,32,2023-09-04 10:52:52,99.0,52.0,42.799999999999955,7.427,39.94417640380561,116.42713118344545,0.0,1.0,0.10199999999999942,6.0
1054.0,148,32,2023-09-04 10:52:53,99.0,52.0,42.60000000000002,7.427,39.94410968385637,116.42713000997901,-2.6109660574403346,1.0,0.0,0.0
1061.5,148,32,2023-09-04 10:52:54,99.0,52.0,42.60000000000002,7.297,39.94404321536422,116.42713126726449,0.0,1.0,-0.1299999999999999,0.0
1069.01,148,32,2023-09-04 10:52:55,63.0,18.0,42.39999999999998,7.203,39.94397917762399,116.42713126726449,-2.6631158455398896,1.0,-0.09399999999999942,-34.0
1076.12,148,32,2023-09-04 10:52:56,47.0,64.0,42.39999999999998,7.278,39.94391589425504,116.42712908796966,0.0,1.0,0.07499999999999929,46.0
1083.01,149,32,2023-09-04 10:52:57,99.0,38.0,42.39999999999998,7.297,39.94385034777224,116.42712984234095,0.0,1.0,0.019000000000000128,-26.0
1090.15,149,32,2023-09-04 10:52:58,99.0,38.0,42.39999999999998,7.371,39.943784046918154,116.42712975852191,0.0,1.0,0.07400000000000073,0.0
