cadence,power,temperature,timestamp,altitude,speed,distance,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0,0,21,2023-04-23 10:48:37,38.39999999999998,4.093,58.14,39.94880991987884,116.41598995774984,-4.878048780488912,1.0,0.06700000000000017,0.0
31,49,21,2023-04-23 10:48:38,38.39999999999998,4.156,63.51,39.948799945414066,116.41604997217655,0.0,1.0,0.06299999999999972,49.0
34,41,21,2023-04-23 10:48:39,38.39999999999998,4.21,67.0,39.94880991987884,116.41608995385468,0.0,1.0,0.05400000000000027,-8.0
34,41,21,2023-04-23 10:48:40,38.39999999999998,4.133,72.36,39.948799945414066,116.41614996828139,0.0,1.0,-0.07699999999999996,0.0
34,41,21,2023-04-23 10:48:41,38.39999999999998,4.14,75.62,39.948799945414066,116.41618994995952,0.0,1.0,0.006999999999999673,0.0
34,41,21,2023-04-23 10:48:42,38.39999999999998,4.063,79.73,39.94880991987884,116.41623998992145,0.0,1.0,-0.07699999999999996,0.0
34,41,21,2023-04-23 10:48:43,38.39999999999998,4.15,84.29,39.94880991987884,116.41628994606435,0.0,1.0,0.08700000000000063,0.0
34,41,21,2023-04-23 10:48:44,38.39999999999998,4.126,88.84,39.94880991987884,116.41633998602629,0.0,1.0,-0.02400000000000002,0.0
34,41,20,2023-04-23 10:48:45,38.39999999999998,4.21,93.4,39.94880991987884,116.41639991663396,0.0,1.0,0.08399999999999963,0.0
25,17,20,2023-04-23 10:48:46,38.39999999999998,4.143,97.31,39.94880991987884,116.41643998213112,0.0,1.0,-0.06700000000000017,-24.0
25,17,20,2023-04-23 10:48:47,38.60000000000002,4.163,101.87,39.94880991987884,116.41649999655783,4.385964912281697,1.0,0.020000000000000462,0.0
25,17,20,2023-04-23 10:48:48,38.39999999999998,4.12,106.42,39.94880991987884,116.41654995270073,-4.395604395605398,1.0,-0.04300000000000015,0.0
17,43,20,2023-04-23 10:48:49,38.39999999999998,4.113,111.06,39.948819978162646,116.41659999266267,0.0,1.0,-0.006999999999999673,26.0
17,43,20,2023-04-23 10:48:50,38.39999999999998,3.943,114.32,39.948819978162646,116.4166399743408,0.0,1.0,-0.17000000000000037,0.0
17,43,20,2023-04-23 10:48:51,38.39999999999998,3.996,119.52,39.948819978162646,116.4166999887675,0.0,1.0,0.052999999999999936,0.0
33,91,20,2023-04-23 10:48:52,38.39999999999998,4.21,123.43,39.948819978162646,116.4167499449104,0.0,1.0,0.21399999999999997,48.0
33,91,20,2023-04-23 10:48:53,38.39999999999998,4.45,128.79,39.94882995262742,116.41680995933712,0.0,1.0,0.2400000000000002,0.0
33,91,20,2023-04-23 10:48:54,38.39999999999998,4.546,133.35,39.94882995262742,116.41685999929905,0.0,1.0,0.09600000000000009,0.0
33,91,20,2023-04-23 10:48:55,38.60000000000002,4.546,138.56,39.94882995262742,116.41691992990673,3.838771593091078,1.0,0.0,0.0
33,91,20,2023-04-23 10:48:56,38.60000000000002,4.546,142.47,39.94882995262742,116.41696996986866,0.0,1.0,0.0,0.0
0,0,20,2023-04-23 10:48:57,38.60000000000002,4.46,147.02,39.94882995262742,116.41701992601156,0.0,1.0,-0.0860000000000003,-91.0
27,27,20,2023-04-23 10:48:58,38.60000000000002,4.193,150.28,39.94882995262742,116.41705999150872,0.0,1.0,-0.26700000000000035,27.0
27,27,20,2023-04-23 10:48:59,38.799999999999955,4.01,154.39,39.948839927092195,116.41710994765162,4.8661800486601585,1.0,-0.18299999999999983,0.0
24,53,20,2023-04-23 10:49:00,38.799999999999955,3.976,159.6,39.948839927092195,116.41716996207833,0.0,1.0,-0.03399999999999981,26.0
24,53,20,2023-04-23 10:49:01,38.799999999999955,4.156,164.15,39.948839927092195,116.41721991822124,0.0,1.0,0.17999999999999972,0.0
32,52,20,2023-04-23 10:49:02,39.0,4.273,168.06,39.948839927092195,116.41726995818317,5.115089514067664,1.0,0.11699999999999999,-1.0
32,52,20,2023-04-23 10:49:03,39.0,4.36,173.27,39.948839927092195,116.41732997260988,0.0,1.0,0.08700000000000063,0.0
32,52,20,2023-04-23 10:49:04,39.0,4.276,177.18,39.948839927092195,116.417369954288,0.0,1.0,-0.08400000000000052,0.0
32,52,20,2023-04-23 10:49:05,39.0,4.153,181.08,39.948839927092195,116.41741999424994,0.0,1.0,-0.12300000000000022,0.0
25,25,20,2023-04-23 10:49:06,39.0,4.01,185.64,39.948839927092195,116.41746995039284,0.0,1.0,-0.1429999999999998,-27.0
25,25,20,2023-04-23 10:49:07,39.0,4.036,190.2,39.948839927092195,116.41752996481955,0.0,1.0,0.0259999999999998,0.0
29,66,20,2023-04-23 10:49:08,39.0,4.276,194.76,39.948839927092195,116.41757992096245,0.0,1.0,0.2400000000000002,41.0
44,159,20,2023-04-23 10:49:09,38.799999999999955,4.453,199.49,39.94882995262742,116.41762996092439,-4.2283298097261035,1.0,0.1770000000000005,93.0
49,227,20,2023-04-23 10:49:10,38.799999999999955,4.523,204.22,39.948839927092195,116.4176899753511,0.0,1.0,0.0699999999999994,68.0
52,122,20,2023-04-23 10:49:11,38.799999999999955,4.646,209.5,39.948849985376,116.4177499897778,0.0,1.0,0.12300000000000022,-105.0
52,122,20,2023-04-23 10:49:12,38.799999999999955,4.786,214.72,39.94886993430555,116.4177999459207,0.0,1.0,0.13999999999999968,0.0
52,122,20,2023-04-23 10:49:13,38.799999999999955,4.836,218.63,39.94886993430555,116.41784998588264,0.0,1.0,0.05000000000000071,0.0
0,0,20,2023-04-23 10:49:14,38.799999999999955,4.706,225.19,39.948879992589355,116.41791997477412,0.0,1.0,-0.1299999999999999,-122.0
0,0,20,2023-04-23 10:49:15,39.0,4.486,229.1,39.948879992589355,116.41796993091702,5.115089514067664,1.0,-0.22000000000000064,0.0
42,53,20,2023-04-23 10:49:16,39.0,4.41,233.66,39.948879992589355,116.41801997087896,0.0,1.0,-0.07599999999999962,53.0
34,43,20,2023-04-23 10:49:17,39.200000000000045,4.363,237.56,39.948879992589355,116.41806992702186,5.128205128206287,1.0,-0.04699999999999971,-10.0
34,43,20,2023-04-23 10:49:18,39.200000000000045,4.406,242.12,39.948879992589355,116.4181199669838,0.0,1.0,0.04299999999999926,0.0
41,108,20,2023-04-23 10:49:19,39.0,4.33,246.23,39.94888996705413,116.4181699231267,-4.866180048662924,1.0,-0.07599999999999962,65.0
45,72,20,2023-04-23 10:49:20,39.0,4.366,251.59,39.948879992589355,116.4182299375534,0.0,1.0,0.03599999999999959,-36.0
45,72,20,2023-04-23 10:49:21,39.0,4.346,254.85,39.948879992589355,116.41826991923153,0.0,1.0,-0.019999999999999574,0.0
46,85,20,2023-04-23 10:49:22,39.0,4.326,259.58,39.94888996705413,116.41831995919347,0.0,1.0,-0.020000000000000462,13.0
46,136,20,2023-04-23 10:49:23,39.200000000000045,4.11,264.14,39.94888996705413,116.4183699991554,4.385964912281697,1.0,-0.2159999999999993,51.0
45,66,20,2023-04-23 10:49:24,39.39999999999998,4.013,268.15,39.94888996705413,116.4183699991554,4.987531172068136,1.0,-0.09700000000000042,-70.0
46,52,20,2023-04-23 10:49:25,39.60000000000002,4.006,272.88,39.94890999980271,116.41846999526024,4.2283298097261035,1.0,-0.006999999999999673,-14.0
46,52,20,2023-04-23 10:49:26,39.799999999999955,4.096,276.78,39.94890999980271,116.41851995140314,5.128205128203409,1.0,0.08999999999999986,0.0
46,66,20,2023-04-23 10:49:27,40.0,4.096,280.28,39.94891997426748,116.41855993308127,5.714285714287014,1.0,0.0,14.0
46,66,20,2023-04-23 10:49:28,40.0,4.053,285.49,39.94891997426748,116.41861994750798,0.0,1.0,-0.04300000000000015,0.0
45,75,20,2023-04-23 10:49:29,40.200000000000045,4.036,289.48,39.94892994873226,116.4186599291861,5.01253132832193,1.0,-0.017000000000000348,9.0
45,53,20,2023-04-23 10:49:30,40.200000000000045,4.006,293.39,39.94892994873226,116.41870996914804,0.0,1.0,-0.02999999999999936,-22.0
45,53,20,2023-04-23 10:49:31,40.39999999999998,3.983,297.37,39.94892994873226,116.41870996914804,5.025125628138967,1.0,-0.02300000000000013,0.0
0,0,20,2023-04-23 10:49:32,40.39999999999998,3.896,301.27,39.94892994873226,116.41870996914804,0.0,1.0,-0.08700000000000019,-53.0
0,0,20,2023-04-23 10:49:33,40.39999999999998,3.593,304.86,39.94892994873226,116.41870996914804,0.0,1.0,-0.30299999999999994,0.0
0,0,20,2023-04-23 10:49:34,40.60000000000002,3.266,308.13,39.94892994873226,116.41870996914804,6.116207951071761,1.0,-0.32699999999999996,0.0
0,0,20,2023-04-23 10:49:35,40.60000000000002,2.91,311.04,39.94892994873226,116.41870996914804,0.0,1.0,-0.35599999999999987,0.0
0,0,20,2023-04-23 10:49:36,40.60000000000002,2.74,313.78,39.94892994873226,116.41870996914804,0.0,1.0,-0.16999999999999993,0.0
0,0,20,2023-04-23 10:49:37,40.799999999999955,2.346,316.13,39.94892994873226,116.41870996914804,8.510638297869356,1.0,-0.39400000000000013,0.0
0,0,20,2023-04-23 10:49:38,40.799999999999955,2.29,316.13,39.94882995262742,116.418849946931,0.0,1.0,-0.05600000000000005,0.0
0,0,20,2023-04-23 10:49:39,41.0,2.346,318.25,39.94880991987884,116.418849946931,9.433962264153068,1.0,0.05600000000000005,0.0
32,51,20,2023-04-23 10:49:40,41.200000000000045,2.686,320.94,39.94880991987884,116.418849946931,7.434944237919912,1.0,0.33999999999999986,51.0
32,51,20,2023-04-23 10:49:41,41.200000000000045,2.793,324.46,39.94875996373594,116.418849946931,0.0,1.0,0.1070000000000002,0.0
32,51,20,2023-04-23 10:49:42,41.200000000000045,2.823,327.86,39.948729956522584,116.418849946931,0.0,1.0,0.029999999999999805,0.0
32,51,20,2023-04-23 10:49:43,41.200000000000045,2.82,329.98,39.948709923774004,116.418849946931,0.0,1.0,-0.0030000000000001137,0.0
0,0,20,2023-04-23 10:49:44,41.0,2.76,333.38,39.94867991656065,116.418849946931,-5.882352941177847,1.0,-0.06000000000000005,-51.0
0,0,20,2023-04-23 10:49:45,41.0,2.703,334.81,39.948669942095876,116.41885992139578,0.0,1.0,-0.05699999999999994,0.0
0,0,20,2023-04-23 10:49:46,41.0,2.513,335.66,39.9486599676311,116.41885992139578,0.0,1.0,-0.18999999999999995,0.0
0,0,20,2023-04-23 10:49:47,41.0,2.026,336.93,39.94864999316633,116.41885992139578,0.0,1.0,-0.4870000000000001,0.0
0,0,20,2023-04-23 10:49:48,41.0,1.336,338.36,39.9486599676311,116.41886997967958,0.0,1.0,-0.6899999999999997,0.0
0,0,20,2023-04-23 10:49:49,41.200000000000045,0.713,339.43,39.948669942095876,116.41887995414436,18.691588785051096,1.0,-0.6230000000000001,0.0
0,0,20,2023-04-23 10:49:50,41.200000000000045,0.38,339.81,39.948669942095876,116.41887995414436,0.0,1.0,-0.33299999999999996,0.0
0,0,19,2023-04-23 10:50:15,40.799999999999955,2.333,341.93,39.94850993156433,116.41886997967958,-18.867924528306137,25.0,0.07812000000000001,0.0
0,0,19,2023-04-23 10:50:16,40.799999999999955,2.47,345.33,39.94847992435098,116.41886997967958,0.0,1.0,0.137,0.0
0,0,19,2023-04-23 10:50:17,40.60000000000002,2.556,347.45,39.94845997542143,116.41886997967958,-9.433962264147706,1.0,0.08599999999999985,0.0
0,0,19,2023-04-23 10:50:18,40.60000000000002,2.563,350.91,39.948429968208075,116.41885992139578,0.0,1.0,0.007000000000000117,0.0
0,0,19,2023-04-23 10:50:19,40.39999999999998,2.69,353.6,39.948429968208075,116.41885992139578,-7.434944237919912,1.0,0.12699999999999978,0.0
0,0,19,2023-04-23 10:50:20,40.39999999999998,2.89,356.95,39.948389986529946,116.41889998689294,0.0,1.0,0.20000000000000018,0.0
0,0,19,2023-04-23 10:50:21,40.200000000000045,3.136,360.41,39.94835997931659,116.41890996135771,-5.780346820807216,1.0,0.246,0.0
0,0,19,2023-04-23 10:50:22,40.200000000000045,3.316,364.33,39.94832997210324,116.41892999410629,0.0,1.0,0.17999999999999972,0.0
0,0,19,2023-04-23 10:50:23,40.200000000000045,3.38,368.25,39.948299964889884,116.41894994303584,0.0,1.0,0.06400000000000006,0.0
0,0,19,2023-04-23 10:50:24,40.200000000000045,3.33,370.47,39.948279932141304,116.41895991750062,0.0,1.0,-0.04999999999999982,0.0
0,0,19,2023-04-23 10:50:25,40.200000000000045,3.203,372.69,39.948259983211756,116.41896997578442,0.0,1.0,-0.12700000000000022,0.0
0,0,19,2023-04-23 10:50:26,40.200000000000045,3.14,375.02,39.94824992492795,116.41898992471397,0.0,1.0,-0.06299999999999972,0.0
0,0,19,2023-04-23 10:50:27,40.200000000000045,2.793,376.46,39.948239950463176,116.41899998299778,0.0,1.0,-0.347,0.0
0,0,19,2023-04-23 10:50:28,40.200000000000045,2.423,377.53,39.9482299759984,116.41898992471397,0.0,1.0,-0.3700000000000001,0.0
0,0,19,2023-04-23 10:50:29,40.200000000000045,1.843,378.96,39.948219917714596,116.41899998299778,0.0,1.0,-0.5800000000000001,0.0
0,0,19,2023-04-23 10:50:30,40.200000000000045,1.623,380.58,39.948219917714596,116.41899998299778,0.0,1.0,-0.21999999999999997,0.0
0,0,19,2023-04-23 10:50:31,40.200000000000045,1.423,382.0,39.948219917714596,116.41899998299778,0.0,1.0,-0.19999999999999996,0.0
0,0,19,2023-04-23 10:50:32,40.200000000000045,1.293,383.3,39.948219917714596,116.41899998299778,0.0,1.0,-0.13000000000000012,0.0
0,0,19,2023-04-23 10:50:33,40.200000000000045,1.01,383.3,39.948219917714596,116.41898992471397,0.0,1.0,-0.2829999999999999,0.0
0,0,19,2023-04-23 10:50:34,40.200000000000045,0.616,383.91,39.948219917714596,116.41898992471397,0.0,1.0,-0.394,0.0
25,75,19,2023-04-23 10:51:02,40.0,2.44,388.32,39.94820994324982,116.41906997188926,-4.5351473922913135,28.0,0.06514285714285714,2.6785714285714284
28,70,19,2023-04-23 10:51:03,39.799999999999955,2.706,399.18,39.94814992882311,116.4191699679941,-1.8416206261514294,1.0,0.266,-5.0
28,70,19,2023-04-23 10:51:04,39.799999999999955,3.28,406.17,39.948109947144985,116.4192299824208,0.0,1.0,0.5739999999999998,0.0
31,88,19,2023-04-23 10:51:05,39.60000000000002,3.98,411.86,39.94807993993163,116.4192799385637,-3.5149384885752526,1.0,0.7000000000000002,18.0
39,104,19,2023-04-23 10:51:06,39.60000000000002,4.51,416.3,39.94805999100208,116.41932997852564,0.0,1.0,0.5299999999999998,16.0
39,104,19,2023-04-23 10:51:07,39.60000000000002,4.643,423.65,39.94802998378873,116.41939996741712,0.0,1.0,0.133,0.0
46,118,19,2023-04-23 10:51:08,39.799999999999955,4.68,428.28,39.94801992550492,116.41945998184383,4.319654427644319,1.0,0.03699999999999992,14.0
46,118,19,2023-04-23 10:51:09,39.799999999999955,4.63,433.49,39.94801992550492,116.41951999627054,0.0,1.0,-0.04999999999999982,0.0
32,48,19,2023-04-23 10:51:10,39.799999999999955,4.5,438.7,39.94801992550492,116.41957992687821,0.0,1.0,-0.1299999999999999,-70.0
32,48,19,2023-04-23 10:51:11,39.799999999999955,4.61,444.56,39.94801992550492,116.41964999958873,0.0,1.0,0.11000000000000032,0.0
25,98,19,2023-04-23 10:51:12,39.799999999999955,4.856,451.07,39.94801992550492,116.41971998848021,0.0,1.0,0.24599999999999955,50.0
41,139,19,2023-04-23 10:51:13,39.799999999999955,5.223,455.63,39.94801992550492,116.41977991908789,0.0,1.0,0.367,41.0
53,130,19,2023-04-23 10:51:14,39.799999999999955,5.446,462.26,39.94800995104015,116.4198499917984,0.0,1.0,0.22299999999999986,-9.0
53,130,19,2023-04-23 10:51:15,39.799999999999955,5.56,468.12,39.94800995104015,116.41991998068988,0.0,1.0,0.11399999999999988,0.0
53,130,19,2023-04-23 10:51:16,40.0,5.63,473.49,39.94801992550492,116.41997999511659,3.7243947858481437,1.0,0.07000000000000028,0.0
0,0,19,2023-04-23 10:51:17,40.0,5.59,479.34,39.94801992550492,116.42004998400807,0.0,1.0,-0.040000000000000036,-130.0
0,0,19,2023-04-23 10:51:18,40.0,5.533,485.2,39.94801992550492,116.42011997289956,0.0,1.0,-0.056999999999999496,0.0
0,0,19,2023-04-23 10:51:19,40.0,5.436,491.06,39.94801992550492,116.42018996179104,0.0,1.0,-0.09700000000000042,0.0
0,0,19,2023-04-23 10:51:20,40.0,5.373,496.27,39.94801992550492,116.42024997621775,0.0,1.0,-0.06299999999999972,0.0
0,0,19,2023-04-23 10:51:21,40.0,5.276,501.48,39.94801992550492,116.42030999064445,0.0,1.0,-0.09700000000000042,0.0
0,0,19,2023-04-23 10:51:22,40.0,5.186,506.76,39.94802998378873,116.42036992125213,0.0,1.0,-0.08999999999999986,0.0
0,0,19,2023-04-23 10:51:23,40.0,5.073,511.97,39.94802998378873,116.42042993567884,0.0,1.0,-0.11299999999999955,0.0
0,0,19,2023-04-23 10:51:24,40.200000000000045,5.003,516.53,39.94802998378873,116.42048995010555,4.385964912281751,1.0,-0.07000000000000028,0.0
46,44,19,2023-04-23 10:51:25,40.0,4.976,523.16,39.9480399582535,116.42055993899703,-3.0165912518860574,1.0,-0.027000000000000135,44.0
46,44,19,2023-04-23 10:51:26,40.0,4.99,528.37,39.9480399582535,116.42061995342374,0.0,1.0,0.014000000000000234,0.0
39,64,19,2023-04-23 10:51:27,40.0,5.013,532.93,39.9480399582535,116.42067996785045,0.0,1.0,0.022999999999999687,20.0
46,97,19,2023-04-23 10:51:28,40.0,5.073,538.29,39.94802998378873,116.42073998227715,0.0,1.0,0.0600000000000005,33.0
51,81,19,2023-04-23 10:51:29,40.0,5.143,543.5,39.94802998378873,116.42079999670386,0.0,1.0,0.0699999999999994,-16.0
51,81,19,2023-04-23 10:51:30,40.0,5.246,548.71,39.94802998378873,116.42085992731154,0.0,1.0,0.10300000000000065,0.0
0,0,19,2023-04-23 10:51:31,40.200000000000045,5.246,554.07,39.9480399582535,116.42091994173825,3.731343283582928,1.0,0.0,-81.0
0,0,19,2023-04-23 10:51:32,40.200000000000045,5.22,559.28,39.9480399582535,116.42097995616496,0.0,1.0,-0.02600000000000069,0.0
0,0,19,2023-04-23 10:51:33,40.200000000000045,5.203,565.14,39.9480399582535,116.42104994505644,0.0,1.0,-0.01699999999999946,0.0
50,84,19,2023-04-23 10:51:34,40.200000000000045,5.336,571.0,39.9480399582535,116.42111993394792,0.0,1.0,0.133,84.0
49,71,19,2023-04-23 10:51:35,40.200000000000045,5.493,576.21,39.9480399582535,116.42117994837463,0.0,1.0,0.15700000000000003,-13.0
52,62,19,2023-04-23 10:51:36,40.200000000000045,5.613,582.84,39.94804993271828,116.42125999554992,0.0,1.0,0.1200000000000001,-9.0
52,62,19,2023-04-23 10:51:37,40.0,5.783,590.05,39.94805999100208,116.42133995890617,-2.773925104022852,1.0,0.16999999999999993,0.0
53,54,19,2023-04-23 10:51:38,40.200000000000045,6.006,595.91,39.94805999100208,116.42140994779766,3.412969283277219,1.0,0.22299999999999986,-8.0
55,56,19,2023-04-23 10:51:39,40.200000000000045,6.12,601.12,39.94805999100208,116.42146996222436,0.0,1.0,0.11399999999999988,2.0
55,56,19,2023-04-23 10:51:40,40.200000000000045,6.01,606.33,39.94805999100208,116.42152997665107,0.0,1.0,-0.11000000000000032,0.0
0,0,18,2023-04-23 10:51:41,40.200000000000045,5.783,611.54,39.94805999100208,116.42158999107778,0.0,1.0,-0.22699999999999942,-56.0
0,0,18,2023-04-23 10:51:42,40.200000000000045,5.57,616.9,39.94806996546686,116.42164992168546,0.0,1.0,-0.21300000000000008,0.0
0,0,18,2023-04-23 10:51:43,40.200000000000045,5.406,621.46,39.94806996546686,116.42170993611217,0.0,1.0,-0.1640000000000006,0.0
0,0,18,2023-04-23 10:51:44,40.0,5.293,627.97,39.94806996546686,116.42177992500365,-3.0721966205844202,1.0,-0.11299999999999955,0.0
0,0,18,2023-04-23 10:51:45,40.0,5.24,632.53,39.94806996546686,116.42183993943036,0.0,1.0,-0.052999999999999936,0.0
44,38,18,2023-04-23 10:51:46,40.0,5.15,636.43,39.94806996546686,116.42187992110848,0.0,1.0,-0.08999999999999986,38.0
44,38,18,2023-04-23 10:51:47,40.0,4.916,641.64,39.94806996546686,116.42193993553519,0.0,1.0,-0.23399999999999999,0.0
44,38,18,2023-04-23 10:51:48,40.0,4.726,645.55,39.94806996546686,116.42198997549713,0.0,1.0,-0.1900000000000004,0.0
0,0,18,2023-04-23 10:51:49,40.0,4.59,651.41,39.94806996546686,116.42205996438861,0.0,1.0,-0.13600000000000012,-38.0
0,0,18,2023-04-23 10:51:50,40.0,4.676,654.67,39.94806996546686,116.42209994606674,0.0,1.0,0.0860000000000003,0.0
0,0,18,2023-04-23 10:51:51,40.0,4.683,659.87,39.94806996546686,116.42215996049345,0.0,1.0,0.006999999999999673,0.0
0,0,18,2023-04-23 10:51:52,40.0,4.646,665.08,39.94806996546686,116.42221997492015,0.0,1.0,-0.03699999999999992,0.0
0,0,18,2023-04-23 10:51:53,40.200000000000045,4.436,669.64,39.94806996546686,116.42226993106306,4.385964912281751,1.0,-0.20999999999999996,0.0
0,0,18,2023-04-23 10:51:54,40.200000000000045,4.33,673.75,39.94805999100208,116.42231997102499,0.0,1.0,-0.10599999999999987,0.0
0,0,18,2023-04-23 10:51:55,40.200000000000045,4.286,678.31,39.94805999100208,116.42236992716789,0.0,1.0,-0.04400000000000048,0.0
27,37,18,2023-04-23 10:51:56,40.200000000000045,4.396,683.52,39.94805999100208,116.4224299415946,0.0,1.0,0.11000000000000032,37.0
30,45,18,2023-04-23 10:51:57,40.200000000000045,4.463,688.72,39.94805999100208,116.42248995602131,0.0,1.0,0.06700000000000017,8.0
30,45,18,2023-04-23 10:51:58,40.200000000000045,4.516,692.63,39.94805999100208,116.42253999598324,0.0,1.0,0.052999999999999936,0.0
40,38,18,2023-04-23 10:51:59,40.0,4.583,697.91,39.94804993271828,116.42259992659092,-3.7878787878796687,1.0,0.06700000000000017,-7.0
40,38,18,2023-04-23 10:52:00,40.200000000000045,4.623,702.47,39.94804993271828,116.42264996655285,4.385964912281643,1.0,0.040000000000000036,0.0
40,38,18,2023-04-23 10:52:01,40.200000000000045,4.573,707.2,39.9480399582535,116.42270998097956,0.0,1.0,-0.04999999999999982,0.0
0,0,18,2023-04-23 10:52:02,40.200000000000045,4.476,712.41,39.9480399582535,116.42276999540627,0.0,1.0,-0.09700000000000042,-38.0
36,64,18,2023-04-23 10:52:03,40.200000000000045,4.506,716.96,39.9480399582535,116.42281995154917,0.0,1.0,0.03000000000000025,64.0
36,165,18,2023-04-23 10:52:04,40.200000000000045,4.67,722.82,39.9480399582535,116.42288994044065,0.0,1.0,0.1639999999999997,101.0
45,180,18,2023-04-23 10:52:05,40.0,4.916,728.68,39.9480399582535,116.42295992933214,-3.4129692832772847,1.0,0.24600000000000044,15.0
50,180,18,2023-04-23 10:52:06,40.0,5.13,733.89,39.9480399582535,116.42301994375885,0.0,1.0,0.21399999999999952,0.0
54,170,18,2023-04-23 10:52:07,40.0,5.353,741.06,39.9480399582535,116.42309999093413,0.0,1.0,0.22299999999999986,-10.0
56,175,18,2023-04-23 10:52:08,40.0,5.62,746.92,39.9480399582535,116.42316997982562,0.0,1.0,0.26700000000000035,5.0
59,177,18,2023-04-23 10:52:09,40.0,5.943,753.43,39.9480399582535,116.42324994318187,0.0,1.0,0.3229999999999995,2.0
62,152,18,2023-04-23 10:52:10,40.0,6.28,760.59,39.9480399582535,116.42332999035716,0.0,1.0,0.33700000000000063,-25.0
63,104,18,2023-04-23 10:52:11,39.799999999999955,6.476,767.22,39.94804993271828,116.42340995371342,-3.0165912518860574,1.0,0.19599999999999973,-48.0
63,92,18,2023-04-23 10:52:12,39.799999999999955,6.59,774.38,39.94804993271828,116.42348991706967,0.0,1.0,0.11399999999999988,-12.0
63,92,18,2023-04-23 10:52:13,40.0,6.666,780.95,39.94805999100208,116.42356996424496,3.0441400304420694,1.0,0.07600000000000051,0.0
63,92,18,2023-04-23 10:52:14,40.0,6.663,788.11,39.94805999100208,116.42364992760122,0.0,1.0,-0.0030000000000001137,0.0
0,0,18,2023-04-23 10:52:15,40.0,6.586,793.97,39.94805999100208,116.4237199164927,0.0,1.0,-0.07699999999999996,-92.0
0,0,18,2023-04-23 10:52:16,40.0,6.46,800.48,39.94805999100208,116.42379996366799,0.0,1.0,-0.12600000000000033,0.0
0,0,18,2023-04-23 10:52:17,40.0,6.36,806.48,39.94806996546686,116.42386995255947,0.0,1.0,-0.09999999999999964,0.0
0,0,18,2023-04-23 10:52:18,40.200000000000045,6.276,812.99,39.94806996546686,116.42393994145095,3.0721966205844202,1.0,-0.08400000000000052,0.0
0,0,18,2023-04-23 10:52:19,40.200000000000045,6.18,819.5,39.94806996546686,116.42401998862624,0.0,1.0,-0.09600000000000009,0.0
0,0,18,2023-04-23 10:52:20,40.200000000000045,6.083,825.36,39.94806996546686,116.42408997751772,0.0,1.0,-0.09699999999999953,0.0
0,0,18,2023-04-23 10:52:21,40.200000000000045,5.986,831.22,39.94806996546686,116.4241599664092,0.0,1.0,-0.09700000000000042,0.0
0,0,18,2023-04-23 10:52:22,40.200000000000045,5.916,836.43,39.94806996546686,116.42421998083591,0.0,1.0,-0.0699999999999994,0.0
0,0,18,2023-04-23 10:52:23,40.200000000000045,5.873,842.94,39.94806996546686,116.4242899697274,0.0,1.0,-0.04300000000000015,0.0
53,62,18,2023-04-23 10:52:24,40.0,5.87,848.8,39.94806996546686,116.42435995861888,-3.4129692832772847,1.0,-0.0030000000000001137,62.0
