altitude,cadence,heart_rate,power,speed,temperature,timestamp,distance,latitude,longitude,slope,time_diff,acceleration,power_change_rate
27.200000000000045,81,134,165,6.97,26,2023-05-24 01:00:14,192.23,39.92362992838025,116.57528995536268,-2.560819462227039,1.0,0.07399999999999984,6.0
27.200000000000045,83,135,174,7.016,26,2023-05-24 01:00:15,198.87,39.92361995391548,116.57520999200642,0.0,1.0,0.04600000000000026,9.0
27.200000000000045,83,135,174,6.93,26,2023-05-24 01:00:16,206.09,39.9236099794507,116.57512994483113,0.0,1.0,-0.0860000000000003,0.0
27.399999999999977,83,136,209,6.976,26,2023-05-24 01:00:17,213.25,39.9236099794507,116.57503992319107,2.7932960893845236,1.0,0.04600000000000026,35.0
27.600000000000023,84,137,191,7.1,26,2023-05-24 01:00:18,220.53,39.9235999211669,116.57495995983481,2.747252747253371,1.0,0.12399999999999967,-18.0
27.799999999999955,85,138,182,7.333,26,2023-05-24 01:00:19,228.34,39.9235999211669,116.57486993819475,2.560819462227039,1.0,0.23300000000000054,-9.0
27.799999999999955,86,138,202,7.443,26,2023-05-24 01:00:20,235.56,39.92358994670212,116.57477991655469,0.0,1.0,0.10999999999999943,20.0
27.799999999999955,87,140,189,7.526,26,2023-05-24 01:00:21,244.77,39.92357997223735,116.57467992044985,0.0,1.0,0.08300000000000018,-13.0
27.799999999999955,89,140,186,7.62,26,2023-05-24 01:00:22,251.93,39.92357997223735,116.57458998262882,0.0,1.0,0.0940000000000003,-3.0
28.0,90,141,194,7.693,26,2023-05-24 01:00:23,259.85,39.923569997772574,116.57449996098876,2.5252525252530944,1.0,0.07299999999999951,8.0
28.0,90,141,194,7.736,26,2023-05-24 01:00:24,267.71,39.92355993948877,116.5744099393487,0.0,1.0,0.04300000000000015,0.0
28.200000000000045,90,142,188,7.753,26,2023-05-24 01:00:25,275.63,39.923549965023994,116.57431991770864,2.5252525252530944,1.0,0.017000000000000348,-6.0
28.600000000000023,72,142,110,7.89,26,2023-05-24 01:00:26,283.45,39.923549965023994,116.5742299798876,5.11508951406621,1.0,0.13699999999999957,-78.0
28.600000000000023,78,142,171,7.996,26,2023-05-24 01:00:27,292.01,39.92353999055922,116.57412998378277,0.0,1.0,0.10600000000000076,61.0
28.399999999999977,88,143,144,8.053,26,2023-05-24 01:00:28,299.22,39.923529932275414,116.5740399621427,-2.773925104022808,1.0,0.057000000000000384,-27.0
28.399999999999977,88,143,144,8.01,26,2023-05-24 01:00:29,307.14,39.92351995781064,116.57394994050264,0.0,1.0,-0.04300000000000104,0.0
28.399999999999977,88,143,144,7.813,26,2023-05-24 01:00:30,314.36,39.923509983345866,116.57386997714639,0.0,1.0,-0.19700000000000006,0.0
28.399999999999977,0,143,0,7.666,26,2023-05-24 01:00:31,320.87,39.923509983345866,116.5737899299711,0.0,1.0,-0.14699999999999935,-144.0
28.600000000000023,0,143,0,7.24,26,2023-05-24 01:00:32,328.8,39.92347997613251,116.57370996661484,2.5220680958391593,1.0,-0.42600000000000016,0.0
28.799999999999955,0,143,0,7.306,26,2023-05-24 01:00:33,335.31,39.92347997613251,116.57362991943955,3.0721966205826736,1.0,0.06599999999999984,0.0
28.799999999999955,0,143,0,7.05,26,2023-05-24 01:00:34,342.59,39.923469917848706,116.5735499560833,0.0,1.0,-0.2560000000000002,0.0
29.200000000000045,0,143,0,7.116,26,2023-05-24 01:00:35,349.23,39.92345994338393,116.57346999272704,6.0240963855434995,1.0,0.06599999999999984,0.0
29.200000000000045,0,143,0,6.833,26,2023-05-24 01:00:36,354.51,39.92344996891916,116.57340997830033,0.0,1.0,-0.2829999999999995,0.0
29.399999999999977,0,144,0,6.293,26,2023-05-24 01:00:37,359.07,39.92344996891916,116.5733599383384,4.385964912279204,1.0,-0.54,0.0
29.399999999999977,0,144,0,5.286,26,2023-05-24 01:00:38,361.02,39.92344996891916,116.57332993112504,0.0,1.0,-1.0070000000000006,0.0
29.600000000000023,0,144,0,3.91,26,2023-05-24 01:00:39,363.62,39.92344996891916,116.57329992391169,7.692307692309375,1.0,-1.3759999999999994,0.0
29.600000000000023,0,144,0,2.843,26,2023-05-24 01:00:40,366.23,39.92344996891916,116.57326991669834,0.0,1.0,-1.0670000000000002,0.0
29.600000000000023,0,144,0,2.16,26,2023-05-24 01:00:41,368.18,39.92344996891916,116.57324996776879,0.0,1.0,-0.6829999999999998,0.0
29.600000000000023,0,144,0,1.88,26,2023-05-24 01:00:42,370.31,39.92345994338393,116.57322993502021,0.0,1.0,-0.28000000000000025,0.0
29.799999999999955,0,144,0,1.916,26,2023-05-24 01:00:43,371.62,39.92345994338393,116.57320998609066,15.26717557251385,1.0,0.03600000000000003,0.0
29.799999999999955,0,143,0,1.623,26,2023-05-24 01:00:44,373.57,39.92345994338393,116.57318995334208,0.0,1.0,-0.2929999999999999,0.0
29.799999999999955,0,143,0,1.516,26,2023-05-24 01:00:45,374.87,39.92345994338393,116.5731699205935,0.0,1.0,-0.10699999999999998,0.0
29.799999999999955,0,143,0,1.393,26,2023-05-24 01:00:46,377.0,39.92344996891916,116.57314997166395,0.0,1.0,-0.123,0.0
29.799999999999955,0,143,0,1.553,26,2023-05-24 01:00:47,377.66,39.92344996891916,116.57313999719918,0.0,1.0,0.15999999999999992,0.0
29.799999999999955,0,143,0,1.513,26,2023-05-24 01:00:48,379.48,39.923439994454384,116.57312993891537,0.0,1.0,-0.040000000000000036,0.0
29.799999999999955,0,143,0,1.383,26,2023-05-24 01:00:49,382.22,39.92342993617058,116.57309993170202,0.0,1.0,-0.1299999999999999,0.0
29.799999999999955,0,142,0,1.313,26,2023-05-24 01:00:50,383.53,39.92342993617058,116.57309993170202,0.0,1.0,-0.07000000000000006,0.0
29.799999999999955,0,142,0,1.236,26,2023-05-24 01:00:51,383.83,39.92342993617058,116.57307998277247,0.0,1.0,-0.07699999999999996,0.0
29.600000000000023,33,142,185,3.12,26,2023-05-24 01:01:01,389.04,39.923399928957224,116.57278996892273,-3.8387715930888753,10.0,0.1884,18.5
29.600000000000023,43,143,202,3.596,26,2023-05-24 01:01:02,394.41,39.92338995449245,116.57272995449603,0.0,1.0,0.476,17.0
29.399999999999977,51,144,241,4.166,26,2023-05-24 01:01:03,399.62,39.92338995449245,116.57266994006932,-3.838771593091099,1.0,0.5700000000000003,39.0
29.399999999999977,57,145,199,4.73,26,2023-05-24 01:01:04,404.9,39.923379980027676,116.57260992564261,0.0,1.0,0.5640000000000001,-42.0
29.399999999999977,62,145,200,5.106,26,2023-05-24 01:01:05,411.54,39.92336992174387,116.57252996228635,0.0,1.0,0.37599999999999945,1.0
29.399999999999977,66,146,193,5.41,26,2023-05-24 01:01:06,418.05,39.92336992174387,116.57245997339487,0.0,1.0,0.30400000000000027,-7.0
29.399999999999977,71,146,145,5.673,26,2023-05-24 01:01:07,424.05,39.923359947279096,116.57238998450339,0.0,1.0,0.2629999999999999,-48.0
29.399999999999977,73,146,133,5.96,25,2023-05-24 01:01:08,429.97,39.92334997281432,116.5723199956119,0.0,1.0,0.2869999999999999,-12.0
29.399999999999977,75,146,128,6.17,26,2023-05-24 01:01:09,436.61,39.92333999834955,116.57223994843662,0.0,1.0,0.20999999999999996,-5.0
29.399999999999977,76,146,135,6.383,26,2023-05-24 01:01:10,443.77,39.92333999834955,116.57215998508036,0.0,1.0,0.21300000000000008,7.0
29.200000000000045,78,146,146,6.47,25,2023-05-24 01:01:11,449.77,39.92332994006574,116.57208999618888,-3.3333333333321966,1.0,0.08699999999999974,11.0
28.799999999999955,81,145,156,6.5,26,2023-05-24 01:01:12,455.69,39.92331996560097,116.57201992347836,-6.756756756758275,1.0,0.03000000000000025,10.0
28.799999999999955,82,145,138,6.376,25,2023-05-24 01:01:13,461.56,39.92331996560097,116.57194993458688,0.0,1.0,-0.12399999999999967,-18.0
28.600000000000023,82,145,121,6.26,25,2023-05-24 01:01:14,468.83,39.92330999113619,116.57186997123063,-2.7510316368628924,1.0,-0.11600000000000055,-17.0
28.399999999999977,71,146,85,6.233,26,2023-05-24 01:01:15,477.34,39.92329993285239,116.57176997512579,-2.3501762632202783,1.0,-0.027000000000000135,-36.0
28.399999999999977,66,146,188,6.553,25,2023-05-24 01:01:16,485.26,39.92328995838761,116.57167995348573,0.0,1.0,0.3200000000000003,103.0
28.200000000000045,82,146,118,6.97,25,2023-05-24 01:01:17,493.18,39.92327998392284,116.57158993184566,-2.525252525251659,1.0,0.4169999999999998,-70.0
28.200000000000045,86,147,109,7.326,25,2023-05-24 01:01:18,500.35,39.92327998392284,116.57149999402463,0.0,1.0,0.35599999999999987,-9.0
28.200000000000045,86,148,109,7.436,25,2023-05-24 01:01:19,508.16,39.92327998392284,116.57140997238457,0.0,1.0,0.11000000000000032,0.0
28.200000000000045,86,148,109,7.34,25,2023-05-24 01:01:20,515.38,39.92326992563903,116.57132992520928,0.0,1.0,-0.09600000000000009,0.0
28.399999999999977,0,148,0,7.223,25,2023-05-24 01:01:21,522.59,39.92327998392284,116.57123998738825,2.7739251040212314,1.0,-0.11699999999999999,-109.0
28.399999999999977,0,147,0,7.026,25,2023-05-24 01:01:22,529.11,39.92327998392284,116.57116999849677,0.0,1.0,-0.19700000000000006,0.0
28.399999999999977,0,148,0,6.946,25,2023-05-24 01:01:23,536.27,39.92327998392284,116.57107997685671,0.0,1.0,-0.08000000000000007,0.0
28.399999999999977,0,148,0,6.836,25,2023-05-24 01:01:24,542.78,39.92327998392284,116.57100998796523,0.0,1.0,-0.10999999999999943,0.0
28.399999999999977,0,148,0,6.76,25,2023-05-24 01:01:25,549.63,39.92325995117426,116.57092994078994,0.0,1.0,-0.07600000000000051,0.0
28.399999999999977,67,148,81,6.676,25,2023-05-24 01:01:26,556.8,39.92325995117426,116.57084997743368,0.0,1.0,-0.08399999999999963,81.0
28.399999999999977,58,149,141,6.716,25,2023-05-24 01:01:27,564.08,39.923249976709485,116.57075995579362,0.0,1.0,0.040000000000000036,60.0
28.399999999999977,74,149,161,6.773,25,2023-05-24 01:01:28,571.24,39.923249976709485,116.57067999243736,0.0,1.0,0.056999999999999496,20.0
28.399999999999977,81,149,155,6.863,25,2023-05-24 01:01:29,579.1,39.92323991842568,116.5705899707973,0.0,1.0,0.09000000000000075,-6.0
28.399999999999977,82,149,159,6.993,25,2023-05-24 01:01:30,586.27,39.92323991842568,116.57049994915724,0.0,1.0,0.1299999999999999,4.0
28.600000000000023,84,149,156,7.186,25,2023-05-24 01:01:31,594.08,39.92323991842568,116.57040992751718,2.560819462228476,1.0,0.19299999999999962,-3.0
28.600000000000023,85,148,158,7.433,25,2023-05-24 01:01:32,601.25,39.92323991842568,116.57032996416092,0.0,1.0,0.2469999999999999,2.0
28.600000000000023,88,147,132,7.506,25,2023-05-24 01:01:33,609.71,39.92323991842568,116.57022996805608,0.0,1.0,0.0730000000000004,-26.0
28.600000000000023,88,146,152,7.613,25,2023-05-24 01:01:34,617.53,39.92323991842568,116.57013994641602,0.0,1.0,0.1070000000000002,20.0
28.399999999999977,88,145,149,7.636,25,2023-05-24 01:01:35,624.7,39.92323991842568,116.57004992477596,-2.789400278940634,1.0,0.022999999999999687,-3.0
28.399999999999977,91,144,147,7.703,25,2023-05-24 01:01:36,633.81,39.92323991842568,116.56994992867112,0.0,1.0,0.06700000000000017,-2.0
28.200000000000045,92,144,155,7.783,25,2023-05-24 01:01:37,642.28,39.92323991842568,116.56984993256629,-2.361275088547003,1.0,0.08000000000000007,8.0
28.200000000000045,93,144,137,7.886,25,2023-05-24 01:01:38,649.45,39.92323991842568,116.56975999474525,0.0,1.0,0.10299999999999976,-18.0
28.200000000000045,92,144,113,8.046,25,2023-05-24 01:01:39,658.56,39.92323991842568,116.56965999864042,0.0,1.0,0.15999999999999925,-24.0
28.399999999999977,92,145,113,8.073,25,2023-05-24 01:01:40,665.84,39.923229943960905,116.56956997700036,2.7472527472517774,1.0,0.027000000000001023,0.0
28.399999999999977,77,145,207,8.096,25,2023-05-24 01:01:41,674.31,39.923229943960905,116.56946998089552,0.0,1.0,0.022999999999999687,94.0
28.399999999999977,65,146,86,8.086,25,2023-05-24 01:01:42,682.13,39.923229943960905,116.56937995925546,0.0,1.0,-0.009999999999999787,-121.0
28.0,65,146,86,8.076,25,2023-05-24 01:01:43,690.69,39.92323991842568,116.56927996315062,-4.672897196261385,1.0,-0.009999999999999787,0.0
28.0,0,147,0,8.01,25,2023-05-24 01:01:44,698.61,39.923229943960905,116.56918994151056,0.0,1.0,-0.06600000000000072,-86.0
28.0,0,149,0,7.876,25,2023-05-24 01:01:45,706.53,39.92323991842568,116.5690999198705,0.0,1.0,-0.13399999999999945,0.0
28.200000000000045,64,150,93,7.78,25,2023-05-24 01:01:46,713.16,39.923229943960905,116.56901995651424,3.0165912518860574,1.0,-0.09600000000000009,93.0
28.200000000000045,71,150,113,7.74,25,2023-05-24 01:01:47,722.37,39.92323991842568,116.5689199604094,0.0,1.0,-0.040000000000000036,20.0
28.399999999999977,89,150,112,7.78,25,2023-05-24 01:01:48,730.84,39.92323991842568,116.56881996430457,2.361275088547003,1.0,0.040000000000000036,-1.0
28.200000000000045,89,150,112,7.796,25,2023-05-24 01:01:49,738.0,39.92323991842568,116.5687299426645,-2.7932960893845347,1.0,0.016000000000000014,0.0
28.0,89,151,112,7.763,25,2023-05-24 01:01:50,745.28,39.923229943960905,116.56864997930825,-2.7472527472533823,1.0,-0.03300000000000036,0.0
28.0,0,151,0,7.596,25,2023-05-24 01:01:51,751.79,39.923229943960905,116.56856993213296,0.0,1.0,-0.16699999999999982,-112.0
28.0,0,151,0,7.383,25,2023-05-24 01:01:52,760.95,39.92321996949613,116.56846993602812,0.0,1.0,-0.21300000000000008,0.0
27.799999999999955,78,151,139,7.313,25,2023-05-24 01:01:53,768.12,39.92321996949613,116.56837999820709,-2.789400278940678,1.0,-0.07000000000000028,139.0
27.799999999999955,77,151,187,7.46,25,2023-05-24 01:01:54,775.93,39.92321996949613,116.56828997656703,0.0,1.0,0.14700000000000024,48.0
27.799999999999955,88,151,181,7.68,25,2023-05-24 01:01:55,783.75,39.92321996949613,116.56819995492697,0.0,1.0,0.21999999999999975,-6.0
27.600000000000023,91,151,186,7.81,25,2023-05-24 01:01:56,792.21,39.92321996949613,116.56809995882213,-2.3640661938526115,1.0,0.1299999999999999,5.0
27.799999999999955,92,150,167,7.89,25,2023-05-24 01:01:57,800.13,39.92320999503136,116.56800993718207,2.525252525251677,1.0,0.08000000000000007,-19.0
28.0,92,150,161,8.01,25,2023-05-24 01:01:58,807.95,39.92320999503136,116.56791999936104,2.557544757033813,1.0,0.1200000000000001,-6.0
28.200000000000045,77,150,183,8.013,25,2023-05-24 01:01:59,815.11,39.92320999503136,116.56782997772098,2.7932960893861223,1.0,0.0030000000000001137,22.0
28.200000000000045,72,150,165,7.963,25,2023-05-24 01:02:00,823.58,39.92320999503136,116.56772998161614,0.0,1.0,-0.04999999999999982,-18.0
28.200000000000045,86,150,139,7.93,25,2023-05-24 01:02:01,832.7,39.92320999503136,116.5676299855113,0.0,1.0,-0.03300000000000036,-26.0
28.200000000000045,92,150,154,8.033,25,2023-05-24 01:02:02,839.86,39.92320999503136,116.56753996387124,0.0,1.0,0.10299999999999976,15.0
28.200000000000045,94,150,165,8.156,25,2023-05-24 01:02:03,848.98,39.92320999503136,116.5674399677664,0.0,1.0,0.12300000000000111,11.0
28.0,94,150,165,8.216,25,2023-05-24 01:02:04,857.55,39.92319993674755,116.56733997166157,-2.333722287048389,1.0,0.05999999999999872,0.0
27.799999999999955,94,150,165,8.143,25,2023-05-24 01:02:05,864.71,39.92319993674755,116.5672499500215,-2.793296089386078,1.0,-0.07299999999999862,0.0
27.600000000000023,80,150,115,8.029,25,2023-05-24 01:02:06,872.53,39.92319993674755,116.56715992838144,-2.557544757032397,1.0,-0.11400000000000077,-50.0
27.399999999999977,87,150,203,7.97,25,2023-05-24 01:02:07,880.34,39.92319993674755,116.56706999056041,-2.560819462228476,1.0,-0.05900000000000016,88.0
27.399999999999977,92,150,180,7.93,25,2023-05-24 01:02:08,888.16,39.92319993674755,116.56697996892035,0.0,1.0,-0.040000000000000036,-23.0
27.399999999999977,93,150,187,7.93,25,2023-05-24 01:02:09,896.63,39.92319993674755,116.56687997281551,0.0,1.0,0.0,7.0
27.399999999999977,93,150,161,7.953,25,2023-05-24 01:02:10,904.49,39.92318996228278,116.56678995117545,0.0,1.0,0.023000000000000576,-26.0
27.399999999999977,92,150,172,8.04,25,2023-05-24 01:02:11,912.96,39.92318996228278,116.56668995507061,0.0,1.0,0.08699999999999886,11.0
27.399999999999977,92,151,171,8.069,25,2023-05-24 01:02:12,920.77,39.92318996228278,116.56659993343055,0.0,1.0,0.02900000000000169,-1.0
27.600000000000023,93,150,162,8.056,25,2023-05-24 01:02:13,927.94,39.92318996228278,116.56650999560952,2.789400278940634,1.0,-0.013000000000001677,-9.0
27.600000000000023,93,150,141,8.01,25,2023-05-24 01:02:14,937.14,39.923179987818,116.56640999950469,0.0,1.0,-0.045999999999999375,-21.0
27.799999999999955,93,151,141,7.98,25,2023-05-24 01:02:15,944.31,39.923179987818,116.56631997786462,2.7894002789390924,1.0,-0.02999999999999936,0.0
27.799999999999955,93,151,141,7.883,25,2023-05-24 01:02:16,952.12,39.923179987818,116.56622995622456,0.0,1.0,-0.09700000000000042,0.0
28.0,0,152,0,7.766,25,2023-05-24 01:02:17,959.94,39.923179987818,116.5661399345845,2.557544757033813,1.0,-0.11699999999999999,-141.0
28.0,0,152,0,7.593,25,2023-05-24 01:02:18,966.45,39.923179987818,116.56605997122824,0.0,1.0,-0.17300000000000004,0.0
28.0,77,152,126,7.47,25,2023-05-24 01:02:19,974.27,39.923179987818,116.56596994958818,0.0,1.0,-0.12300000000000022,126.0
28.0,77,153,126,7.4,25,2023-05-24 01:02:20,981.43,39.923179987818,116.56588998623192,0.0,1.0,-0.0699999999999994,0.0
28.200000000000045,77,153,126,7.33,25,2023-05-24 01:02:21,988.6,39.923179987818,116.56579996459186,2.789400278940634,1.0,-0.07000000000000028,0.0
28.200000000000045,53,153,89,7.233,25,2023-05-24 01:02:22,996.41,39.923179987818,116.5657099429518,0.0,1.0,-0.09700000000000042,-37.0
28.200000000000045,83,153,195,7.256,25,2023-05-24 01:02:23,1003.58,39.923179987818,116.56562997959554,0.0,1.0,0.023000000000000576,106.0
28.200000000000045,83,153,195,7.363,25,2023-05-24 01:02:24,1011.4,39.923179987818,116.56553995795548,0.0,1.0,0.1070000000000002,0.0
28.200000000000045,86,153,203,7.516,25,2023-05-24 01:02:25,1019.86,39.923179987818,116.56543996185064,0.0,1.0,0.15299999999999958,8.0
28.200000000000045,88,154,201,7.606,25,2023-05-24 01:02:26,1026.38,39.923179987818,116.56535999849439,0.0,1.0,0.08999999999999986,-2.0
28.399999999999977,89,154,197,7.686,25,2023-05-24 01:02:27,1034.19,39.923179987818,116.56526997685432,2.5608194622270575,1.0,0.08000000000000007,-4.0
28.399999999999977,91,155,186,7.776,25,2023-05-24 01:02:28,1042.01,39.923179987818,116.56517995521426,0.0,1.0,0.08999999999999986,-11.0
28.399999999999977,92,155,190,7.853,25,2023-05-24 01:02:29,1050.48,39.923179987818,116.56507995910943,0.0,1.0,0.07699999999999996,4.0
28.600000000000023,92,155,190,7.956,25,2023-05-24 01:02:30,1058.29,39.923179987818,116.56498993746936,2.560819462228513,1.0,0.10300000000000065,0.0
28.600000000000023,93,156,174,7.966,25,2023-05-24 01:02:31,1065.46,39.923179987818,116.56489999964833,0.0,1.0,0.009999999999999787,-16.0
28.799999999999955,93,156,174,7.853,25,2023-05-24 01:02:32,1072.62,39.923179987818,116.56481995247304,2.793296089384579,1.0,-0.11300000000000043,0.0
29.0,0,156,0,7.493,25,2023-05-24 01:02:33,1080.44,39.923179987818,116.56472993083298,2.557544757033776,1.0,-0.35999999999999943,-174.0
29.0,74,157,105,7.35,25,2023-05-24 01:02:34,1088.25,39.923179987818,116.56463999301195,0.0,1.0,-0.14300000000000068,105.0
28.799999999999955,83,157,183,7.29,25,2023-05-24 01:02:35,1095.42,39.923179987818,116.56454997137189,-2.789400278940634,1.0,-0.05999999999999961,78.0
28.799999999999955,83,157,183,7.47,25,2023-05-24 01:02:36,1102.58,39.923179987818,116.5644699241966,0.0,1.0,0.17999999999999972,0.0
28.799999999999955,88,157,177,7.48,25,2023-05-24 01:02:37,1110.4,39.923179987818,116.56437998637557,0.0,1.0,0.010000000000000675,-6.0
28.799999999999955,90,158,233,7.64,25,2023-05-24 01:02:38,1118.87,39.923179987818,116.56427999027073,0.0,1.0,0.15999999999999925,56.0
28.799999999999955,90,157,233,7.776,25,2023-05-24 01:02:39,1126.03,39.923179987818,116.56418996863067,0.0,1.0,0.13600000000000012,0.0
28.799999999999955,90,157,233,7.866,25,2023-05-24 01:02:40,1133.85,39.923179987818,116.56409994699061,0.0,1.0,0.08999999999999986,0.0
29.0,75,157,135,7.763,25,2023-05-24 01:02:41,1141.66,39.923179987818,116.56400992535055,2.5608194622284386,1.0,-0.10299999999999976,-98.0
29.0,75,156,135,7.6,25,2023-05-24 01:02:42,1148.83,39.923179987818,116.56392996199429,0.0,1.0,-0.16300000000000026,0.0
29.0,43,156,53,7.373,25,2023-05-24 01:02:43,1155.99,39.923179987818,116.56383994035423,0.0,1.0,-0.22699999999999942,-82.0
29.200000000000045,42,156,170,7.196,25,2023-05-24 01:02:44,1163.16,39.923179987818,116.56375997699797,2.789400278940634,1.0,-0.1770000000000005,117.0
29.200000000000045,81,156,239,7.213,25,2023-05-24 01:02:45,1171.08,39.9231699295342,116.56366995535791,0.0,1.0,0.017000000000000348,69.0
29.200000000000045,81,154,239,7.343,25,2023-05-24 01:02:46,1178.35,39.923179987818,116.56357993371785,0.0,1.0,0.1299999999999999,0.0
29.399999999999977,87,155,234,7.51,25,2023-05-24 01:02:47,1186.27,39.9231699295342,116.56348999589682,2.525252525251641,1.0,0.16699999999999982,-5.0
29.399999999999977,89,155,202,7.61,25,2023-05-24 01:02:48,1194.09,39.9231699295342,116.56339997425675,0.0,1.0,0.10000000000000053,-32.0
29.600000000000023,92,155,180,7.74,25,2023-05-24 01:02:49,1202.55,39.9231699295342,116.56329997815192,2.3640661938539553,1.0,0.1299999999999999,-22.0
