cadence,heart_rate,power,temperature,timestamp,speed,distance,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0,116,0,26,2023-05-23 10:12:35,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:36,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:37,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:38,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:39,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:40,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:41,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:42,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:43,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:44,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:45,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:46,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:47,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:48,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:49,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:50,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:51,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:52,,,,,,0.0,1.0,,0.0
0,116,0,26,2023-05-23 10:12:53,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:54,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:55,,,,,,0.0,1.0,,0.0
0,117,0,26,2023-05-23 10:12:56,,,,,,0.0,1.0,,0.0
0,118,0,26,2023-05-23 10:12:57,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:12:58,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:12:59,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:00,,,,,,0.0,1.0,,0.0
0,120,0,26,2023-05-23 10:13:01,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:02,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:03,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:04,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:05,,,,,,0.0,1.0,,0.0
0,119,0,26,2023-05-23 10:13:06,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:07,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:08,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:09,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:10,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:11,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:12,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:13,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:14,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:15,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:16,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:17,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:18,,,,,,0.0,1.0,,0.0
0,122,0,26,2023-05-23 10:13:19,,,,,,0.0,1.0,,0.0
0,122,0,26,2023-05-23 10:13:20,,,,,,0.0,1.0,,0.0
0,122,0,26,2023-05-23 10:13:21,,,,,,0.0,1.0,,0.0
0,123,0,26,2023-05-23 10:13:22,,,,,,0.0,1.0,,0.0
0,124,0,26,2023-05-23 10:13:23,,,,,,0.0,1.0,,0.0
0,124,0,26,2023-05-23 10:13:24,,,,,,0.0,1.0,,0.0
0,124,0,26,2023-05-23 10:13:25,,,,,,0.0,1.0,,0.0
0,124,0,26,2023-05-23 10:13:26,,,,,,0.0,1.0,,0.0
0,123,0,26,2023-05-23 10:13:27,,,,,,0.0,1.0,,0.0
0,122,0,26,2023-05-23 10:13:28,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:29,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:30,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:31,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:32,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:33,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:34,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:35,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:36,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:37,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:38,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:39,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:40,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:41,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:42,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:43,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:44,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:45,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:13:46,,,,,,0.0,1.0,,0.0
27,122,61,26,2023-05-23 10:13:47,,,,,,0.0,1.0,,61.0
27,122,61,26,2023-05-23 10:13:48,,,,,,0.0,1.0,,0.0
24,123,58,26,2023-05-23 10:13:49,,,,,,0.0,1.0,,-3.0
24,125,58,26,2023-05-23 10:13:50,,,,,,0.0,1.0,,0.0
26,126,74,26,2023-05-23 10:13:51,,,,,,0.0,1.0,,16.0
33,127,70,26,2023-05-23 10:13:52,,,,,,0.0,1.0,,-4.0
40,128,62,26,2023-05-23 10:13:53,,,,,,0.0,1.0,,-8.0
40,127,62,26,2023-05-23 10:13:54,,,,,,0.0,1.0,,0.0
40,127,62,26,2023-05-23 10:13:55,,,,,,0.0,1.0,,0.0
40,127,62,26,2023-05-23 10:13:56,,,,,,0.0,1.0,,0.0
0,126,0,26,2023-05-23 10:13:57,,,,,,0.0,1.0,,-62.0
0,126,0,26,2023-05-23 10:13:58,,,,,,0.0,1.0,,0.0
42,125,98,26,2023-05-23 10:13:59,,,,,,0.0,1.0,,98.0
44,124,115,26,2023-05-23 10:14:00,,,,,,0.0,1.0,,17.0
51,124,115,26,2023-05-23 10:14:01,,,,,,0.0,1.0,,0.0
51,122,115,26,2023-05-23 10:14:02,,,,,,0.0,1.0,,0.0
51,121,115,26,2023-05-23 10:14:03,,,,,,0.0,1.0,,0.0
0,121,0,26,2023-05-23 10:14:04,,,,,,0.0,1.0,,-115.0
0,121,0,26,2023-05-23 10:14:05,,,,,,0.0,1.0,,0.0
48,121,75,26,2023-05-23 10:14:06,,,,,,0.0,1.0,,75.0
48,121,75,26,2023-05-23 10:14:07,,,,,,0.0,1.0,,0.0
59,121,102,26,2023-05-23 10:14:08,,,,,,0.0,1.0,,27.0
63,121,110,26,2023-05-23 10:14:09,,,,,,0.0,1.0,,8.0
65,122,100,26,2023-05-23 10:14:10,,,,,,0.0,1.0,,-10.0
67,122,96,26,2023-05-23 10:14:11,,,,,,0.0,1.0,,-4.0
67,123,96,26,2023-05-23 10:14:12,,,,,,0.0,1.0,,0.0
67,123,109,26,2023-05-23 10:14:13,,,,,,0.0,1.0,,13.0
68,124,104,26,2023-05-23 10:14:14,,,,,,0.0,1.0,,-5.0
69,125,107,26,2023-05-23 10:14:15,,,,,,0.0,1.0,,3.0
69,126,107,26,2023-05-23 10:14:16,,,,,,0.0,1.0,,0.0
63,126,133,26,2023-05-23 10:14:17,,,,,,0.0,1.0,,26.0
63,126,133,26,2023-05-23 10:14:18,,,,,,0.0,1.0,,0.0
63,126,133,26,2023-05-23 10:14:19,,,,,,0.0,1.0,,0.0
41,126,51,26,2023-05-23 10:14:20,,,,,,0.0,1.0,,-82.0
41,126,51,26,2023-05-23 10:14:21,,,,,,0.0,1.0,,0.0
73,126,102,26,2023-05-23 10:14:22,,,,,,0.0,1.0,,51.0
76,127,102,26,2023-05-23 10:14:23,,,,,,0.0,1.0,,0.0
79,127,117,26,2023-05-23 10:14:24,,,,,,0.0,1.0,,15.0
78,127,101,26,2023-05-23 10:14:25,,,,,,0.0,1.0,,-16.0
79,127,104,26,2023-05-23 10:14:26,0.0,,,,,0.0,1.0,,3.0
81,127,94,26,2023-05-23 10:14:27,0.0,,,,,0.0,1.0,0.0,-10.0
81,128,108,26,2023-05-23 10:14:28,0.0,,,,,0.0,1.0,0.0,14.0
80,128,108,26,2023-05-23 10:14:29,6.876,6.87,,,,0.0,1.0,6.876,0.0
80,129,108,26,2023-05-23 10:14:30,6.88,13.75,,,,,1.0,0.0039999999999995595,0.0
81,130,101,26,2023-05-23 10:14:31,6.876,20.63,,,,,1.0,-0.0039999999999995595,-7.0
81,130,101,26,2023-05-23 10:14:32,6.776,27.41,,,,,1.0,-0.10000000000000053,0.0
0,130,0,26,2023-05-23 10:14:33,6.556,33.96,,,,,1.0,-0.21999999999999975,-101.0
0,131,0,26,2023-05-23 10:14:34,6.256,40.22,,,,,1.0,-0.2999999999999998,0.0
0,131,0,26,2023-05-23 10:14:35,5.776,46.0,,,,,1.0,-0.4800000000000004,0.0
0,132,0,26,2023-05-23 10:14:36,5.333,51.33,,,,,1.0,-0.4429999999999996,0.0
0,132,0,26,2023-05-23 10:14:37,4.95,56.28,,,,,1.0,-0.383,0.0
0,133,0,26,2023-05-23 10:14:38,4.826,61.11,,,,,1.0,-0.12400000000000055,0.0
0,133,0,26,2023-05-23 10:14:39,4.726,65.83,,,,,1.0,-0.09999999999999964,0.0
0,133,0,26,2023-05-23 10:14:40,4.613,70.45,,,,,1.0,-0.11299999999999955,0.0
0,134,0,26,2023-05-23 10:14:41,4.57,75.02,67.39999999999998,,,,1.0,-0.04300000000000015,0.0
63,134,111,26,2023-05-23 10:14:42,4.693,79.71,67.20000000000005,,,-4.2643923240923645,1.0,0.12299999999999933,111.0
63,134,111,26,2023-05-23 10:14:43,4.943,84.65,67.20000000000005,,,0.0,1.0,0.25,0.0
51,134,131,26,2023-05-23 10:14:44,5.2,89.85,67.20000000000005,,,0.0,1.0,0.25700000000000056,20.0
61,134,135,26,2023-05-23 10:14:45,5.363,95.22,67.20000000000005,,,0.0,1.0,0.16300000000000026,4.0
65,134,153,26,2023-05-23 10:14:46,5.553,100.77,67.20000000000005,,,0.0,1.0,0.1899999999999995,18.0
67,135,131,26,2023-05-23 10:14:47,5.736,106.51,67.20000000000005,,,0.0,1.0,0.18299999999999983,-22.0
69,135,143,26,2023-05-23 10:14:48,5.93,112.44,67.20000000000005,,,0.0,1.0,0.19399999999999995,12.0
70,135,157,26,2023-05-23 10:14:49,6.026,118.46,67.20000000000005,,,0.0,1.0,0.09600000000000009,14.0
71,135,143,26,2023-05-23 10:14:50,6.123,124.59,67.20000000000005,,,0.0,1.0,0.09700000000000042,-14.0
73,135,139,26,2023-05-23 10:14:51,6.22,130.81,67.20000000000005,,,0.0,1.0,0.09699999999999953,-4.0
76,135,142,26,2023-05-23 10:14:52,6.363,137.17,67.0,,,-3.1446540880510367,1.0,0.14300000000000068,3.0
77,136,140,26,2023-05-23 10:14:53,6.516,143.69,67.0,,,0.0,1.0,0.15299999999999958,-2.0
78,136,142,26,2023-05-23 10:14:54,6.79,150.48,66.79999999999995,,,-2.9455081001479484,1.0,0.274,2.0
79,136,135,26,2023-05-23 10:14:55,6.903,157.38,66.79999999999995,,,0.0,1.0,0.11299999999999955,-7.0
80,136,149,26,2023-05-23 10:14:56,6.983,164.36,66.79999999999995,,,0.0,1.0,0.08000000000000007,14.0
81,136,138,26,2023-05-23 10:14:57,6.933,171.3,66.79999999999995,,,0.0,1.0,-0.04999999999999982,-11.0
82,135,131,26,2023-05-23 10:14:58,7.033,178.33,66.79999999999995,,,0.0,1.0,0.10000000000000053,-7.0
82,136,131,26,2023-05-23 10:14:59,7.116,185.45,66.79999999999995,,,0.0,1.0,0.0829999999999993,0.0
83,136,131,26,2023-05-23 10:15:00,7.233,192.68,67.0,,,2.7662517289079527,1.0,0.11699999999999999,0.0
83,136,131,26,2023-05-23 10:15:01,7.273,199.95,67.0,,,0.0,1.0,0.040000000000000036,0.0
83,136,131,26,2023-05-23 10:15:02,7.306,207.26,67.0,39.94808999821544,116.42412995919585,0.0,1.0,0.03300000000000036,0.0
0,136,0,26,2023-05-23 10:20:50,7.24,207.26,67.0,39.94808999821544,116.42420992255211,0.0,348.0,-0.00018965517241379263,-0.3764367816091954
0,136,0,26,2023-05-23 10:20:51,7.186,214.53,67.0,39.94807993993163,116.4242899697274,0.0,1.0,-0.05400000000000027,0.0
0,135,0,26,2023-05-23 10:20:52,7.156,221.69,67.20000000000005,39.94807993993163,116.42437999136746,2.793296089386111,1.0,-0.03000000000000025,0.0
0,136,0,26,2023-05-23 10:20:53,7.123,228.26,67.0,39.94806996546686,116.42444998025894,-3.0441400304420956,1.0,-0.032999999999999474,0.0
0,137,0,26,2023-05-23 10:20:54,7.043,235.42,66.79999999999995,39.94806996546686,116.42453991807997,-2.793296089386111,1.0,-0.08000000000000007,0.0
0,138,0,26,2023-05-23 10:20:55,6.99,242.7,66.79999999999995,39.94805999100208,116.42461996525526,0.0,1.0,-0.052999999999999936,0.0
73,138,84,26,2023-05-23 10:20:56,6.983,250.56,66.60000000000002,39.94804993271828,116.42470998689532,-2.5445292620856415,1.0,-0.007000000000000561,84.0
79,141,193,26,2023-05-23 10:20:57,7.096,257.19,66.60000000000002,39.9480399582535,116.42478995025158,0.0,1.0,0.11300000000000043,109.0
78,141,164,26,2023-05-23 10:20:58,7.21,265.29,66.60000000000002,39.94801992550492,116.42487997189164,0.0,1.0,0.11399999999999988,-29.0
78,141,150,26,2023-05-23 10:20:59,7.403,271.92,66.39999999999998,39.94800995104015,116.4249599352479,-3.0165912518860574,1.0,0.19299999999999962,-14.0
79,141,129,26,2023-05-23 10:21:00,7.486,280.65,66.39999999999998,39.94798991829157,116.42505993135273,0.0,1.0,0.08300000000000018,-21.0
81,141,118,26,2023-05-23 10:21:01,7.61,287.92,66.20000000000005,39.947979943826795,116.42513997852802,-2.751031636862871,1.0,0.12400000000000055,-11.0
81,141,118,26,2023-05-23 10:21:02,7.666,296.02,66.20000000000005,39.947959994897246,116.42522991634905,0.0,1.0,0.05600000000000005,0.0
83,140,133,26,2023-05-23 10:21:03,7.78,304.54,66.20000000000005,39.94792998768389,116.42531993798912,0.0,1.0,0.11399999999999988,15.0
62,140,99,26,2023-05-23 10:21:04,7.816,312.01,66.20000000000005,39.94790995493531,116.42540995962918,0.0,1.0,0.03599999999999959,-34.0
72,141,113,26,2023-05-23 10:21:05,7.853,319.48,66.20000000000005,39.94788992218673,116.42548992298543,0.0,1.0,0.03699999999999992,14.0
72,141,113,26,2023-05-23 10:21:06,7.863,327.7,66.0,39.947869973257184,116.4255799446255,-2.433090024331462,1.0,0.010000000000000675,0.0
72,141,113,26,2023-05-23 10:21:07,7.796,335.17,65.79999999999995,39.947849940508604,116.42566996626556,-2.677376171352674,1.0,-0.06700000000000017,0.0
66,140,78,26,2023-05-23 10:21:08,7.75,342.51,65.39999999999998,39.94781993329525,116.42573995515704,-5.449591280653659,1.0,-0.04600000000000026,-35.0
55,140,95,26,2023-05-23 10:21:09,7.57,349.98,65.20000000000005,39.9477999843657,116.4258299767971,-2.677376171351152,1.0,-0.17999999999999972,17.0
67,140,115,26,2023-05-23 10:21:10,7.506,356.83,65.20000000000005,39.94777995161712,116.42589996568859,0.0,1.0,-0.06400000000000006,20.0
78,140,140,26,2023-05-23 10:21:11,6.95,361.56,65.20000000000005,39.94776997715235,116.4259599801153,0.0,1.0,-0.556,25.0
79,140,142,26,2023-05-23 10:21:12,6.546,369.89,65.20000000000005,39.94772999547422,116.42603994347155,0.0,1.0,-0.4039999999999999,2.0
81,140,167,26,2023-05-23 10:21:13,6.29,377.38,65.39999999999998,39.94768992997706,116.42610993236303,2.670226969291476,1.0,-0.2560000000000002,25.0
81,140,167,26,2023-05-23 10:21:14,6.626,385.43,65.60000000000002,39.94763997383416,116.42617992125452,2.4844720496900026,1.0,0.3360000000000003,0.0
80,140,164,26,2023-05-23 10:21:15,7.06,393.02,65.60000000000002,39.94758993387222,116.42623993568122,0.0,1.0,0.4339999999999993,-3.0
79,140,151,26,2023-05-23 10:21:16,7.25,400.61,65.60000000000002,39.94753997772932,116.42629995010793,0.0,1.0,0.1900000000000004,-13.0
80,140,164,26,2023-05-23 10:21:17,7.326,408.2,65.60000000000002,39.947489937767386,116.42635996453464,0.0,1.0,0.07599999999999962,13.0
79,140,143,26,2023-05-23 10:21:18,7.366,415.79,65.39999999999998,39.947439981624484,116.42641997896135,-2.635046113307571,1.0,0.040000000000000036,-21.0
79,140,143,26,2023-05-23 10:21:19,7.413,423.38,65.39999999999998,39.94738994166255,116.42647999338806,0.0,1.0,0.0470000000000006,0.0
78,140,159,26,2023-05-23 10:21:20,7.403,430.87,65.60000000000002,39.94733998551965,116.42653992399573,2.670226969292994,1.0,-0.010000000000000675,16.0
78,140,159,26,2023-05-23 10:21:21,7.326,438.03,66.0,39.94728994555771,116.42658996395767,5.586592178770657,1.0,-0.07699999999999996,0.0
54,140,67,26,2023-05-23 10:21:22,7.206,445.19,66.0,39.94723998941481,116.42663992010057,0.0,1.0,-0.11999999999999922,-92.0
54,140,67,26,2023-05-23 10:21:23,7.253,453.02,66.0,39.9471799749881,116.42669993452728,0.0,1.0,0.04699999999999971,0.0
65,140,142,26,2023-05-23 10:21:24,7.24,460.86,66.0,39.947119960561395,116.4267399162054,0.0,1.0,-0.0129999999999999,75.0
80,140,169,26,2023-05-23 10:21:25,7.32,468.7,65.79999999999995,39.94705994613469,116.42678995616734,-2.5510204081638532,1.0,0.08000000000000007,27.0
80,139,170,26,2023-05-23 10:21:26,7.35,475.98,65.79999999999995,39.94699993170798,116.4268199633807,0.0,1.0,0.02999999999999936,1.0
81,139,164,26,2023-05-23 10:21:27,7.466,483.87,65.79999999999995,39.946929942816496,116.42683999612927,0.0,1.0,0.11600000000000055,-6.0
81,139,164,26,2023-05-23 10:21:28,7.573,491.62,65.79999999999995,39.94685995392501,116.42685994505882,0.0,1.0,0.1070000000000002,0.0
81,140,164,26,2023-05-23 10:21:29,7.666,499.79,65.79999999999995,39.94678996503353,116.4268699195236,0.0,1.0,0.09299999999999997,0.0
48,140,34,26,2023-05-23 10:21:30,7.696,507.55,65.60000000000002,39.94671997614205,116.42688995227218,-2.57731958762799,1.0,0.02999999999999936,-130.0
29,141,98,26,2023-05-23 10:21:31,7.796,515.44,65.60000000000002,39.94664998725057,116.42690998502076,0.0,1.0,0.10000000000000053,64.0
61,141,158,26,2023-05-23 10:21:32,7.87,523.74,65.60000000000002,39.946579998359084,116.4269299339503,0.0,1.0,0.07399999999999984,60.0
81,141,148,26,2023-05-23 10:21:33,8.04,532.68,65.60000000000002,39.946499951183796,116.42693999223411,0.0,1.0,0.16999999999999904,-10.0
81,140,148,26,2023-05-23 10:21:34,8.17,540.57,65.60000000000002,39.946429962292314,116.42695994116366,0.0,1.0,0.13000000000000078,0.0
85,140,116,26,2023-05-23 10:21:35,8.33,549.7,65.60000000000002,39.94634999893606,116.42698994837701,0.0,1.0,0.16000000000000014,-32.0
69,140,105,26,2023-05-23 10:21:36,8.346,557.59,65.39999999999998,39.94627992622554,116.4270099811256,-2.5348542458814425,1.0,0.016000000000000014,-11.0
69,141,105,26,2023-05-23 10:21:37,8.28,565.68,65.39999999999998,39.94620993733406,116.42701995559037,0.0,1.0,-0.06600000000000072,0.0
69,141,105,26,2023-05-23 10:21:38,8.116,574.26,65.39999999999998,39.94613994844258,116.4270599372685,0.0,1.0,-0.1639999999999997,0.0
48,142,64,26,2023-05-23 10:21:39,8.076,582.02,65.60000000000002,39.946069959551096,116.42707997001708,2.577319587629455,1.0,-0.03999999999999915,-41.0
62,144,95,26,2023-05-23 10:21:40,8.029,590.19,65.60000000000002,39.945999970659614,116.42708994448185,0.0,1.0,-0.0470000000000006,31.0
79,144,103,26,2023-05-23 10:21:41,8.02,597.95,65.79999999999995,39.94592998176813,116.42710997723043,2.57731958762799,1.0,-0.009000000000000341,8.0
79,145,103,26,2023-05-23 10:21:42,7.836,605.62,65.79999999999995,39.94585999287665,116.4271199516952,0.0,1.0,-0.18399999999999928,0.0
0,146,0,26,2023-05-23 10:21:43,7.646,613.79,65.79999999999995,39.945789920166135,116.42712992615998,0.0,1.0,-0.1900000000000004,-103.0
60,148,59,26,2023-05-23 10:21:44,7.48,621.46,65.60000000000002,39.94571993127465,116.42713998444378,-2.607561929594914,1.0,-0.16599999999999948,59.0
52,148,124,26,2023-05-23 10:21:45,7.416,628.25,65.39999999999998,39.945659916847944,116.42713998444378,-2.945508100147961,1.0,-0.06400000000000006,65.0
70,149,138,26,2023-05-23 10:21:46,7.393,635.93,65.39999999999998,39.94558992795646,116.42714995890856,0.0,1.0,-0.023000000000000576,14.0
70,149,138,26,2023-05-23 10:21:47,7.29,643.99,65.39999999999998,39.94551993906498,116.42714995890856,0.0,1.0,-0.10299999999999976,0.0
77,149,148,26,2023-05-23 10:21:48,7.28,650.36,65.60000000000002,39.94545992463827,116.42714995890856,3.1397174254324227,1.0,-0.009999999999999787,10.0
78,149,136,26,2023-05-23 10:21:49,7.29,658.43,65.79999999999995,39.94538993574679,116.42714995890856,2.478314745971913,1.0,0.009999999999999787,-12.0
77,149,105,26,2023-05-23 10:21:50,7.333,664.8,66.0,39.94532992132008,116.42714995890856,3.1397174254324227,1.0,0.04300000000000015,-31.0
77,149,105,26,2023-05-23 10:21:51,7.28,672.87,66.0,39.9452599324286,116.42714995890856,0.0,1.0,-0.052999999999999936,0.0
77,150,105,26,2023-05-23 10:21:52,7.243,679.24,66.0,39.94519991800189,116.42714995890856,0.0,1.0,-0.03699999999999992,0.0
63,150,59,26,2023-05-23 10:21:53,7.203,687.31,66.0,39.94512992911041,116.42714995890856,0.0,1.0,-0.040000000000000036,-46.0
60,150,46,26,2023-05-23 10:21:54,7.22,694.95,66.0,39.945059940218925,116.42714995890856,0.0,1.0,0.01699999999999946,-13.0
73,150,135,26,2023-05-23 10:21:55,7.18,701.75,65.79999999999995,39.94499992579222,116.42714995890856,-2.9411764705889234,1.0,-0.040000000000000036,89.0
76,150,137,26,2023-05-23 10:21:56,7.196,709.39,66.0,39.944929936900735,116.42714995890856,2.6178010471210187,1.0,0.016000000000000014,2.0
76,150,134,26,2023-05-23 10:21:57,7.193,716.19,66.0,39.94486992247403,116.42714995890856,0.0,1.0,-0.0030000000000001137,-3.0
76,150,135,27,2023-05-23 10:21:58,7.253,723.83,66.20000000000005,39.944799933582544,116.42714995890856,2.6178010471210187,1.0,0.0600000000000005,1.0
77,150,130,27,2023-05-23 10:21:59,7.353,730.62,66.39999999999998,39.944739919155836,116.42714995890856,2.9455081001462866,1.0,0.09999999999999964,-5.0
79,150,143,26,2023-05-23 10:22:00,7.363,738.38,66.60000000000002,39.944669930264354,116.42715993337333,2.577319587629455,1.0,0.010000000000000675,13.0
80,151,137,27,2023-05-23 10:22:01,7.47,746.55,66.60000000000002,39.94459994137287,116.42714995890856,0.0,1.0,0.10699999999999932,-6.0
81,151,135,27,2023-05-23 10:22:02,7.46,754.19,66.39999999999998,39.94452995248139,116.42714995890856,-2.61780104712098,1.0,-0.009999999999999787,-2.0
82,151,110,26,2023-05-23 10:22:03,7.48,761.84,66.39999999999998,39.94445996358991,116.42714995890856,0.0,1.0,0.020000000000000462,-25.0
85,151,115,27,2023-05-23 10:22:04,7.533,769.91,66.20000000000005,39.944389974698424,116.42714995890856,-2.478314745971913,1.0,0.052999999999999936,5.0
85,151,115,27,2023-05-23 10:22:05,7.7,778.82,66.20000000000005,39.944309927523136,116.42714995890856,0.0,1.0,0.16699999999999982,0.0
85,150,115,27,2023-05-23 10:22:06,7.953,787.74,66.20000000000005,39.94422996416688,116.42714995890856,0.0,1.0,0.2530000000000001,0.0
71,151,80,27,2023-05-23 10:22:07,8.226,795.38,66.20000000000005,39.9441599752754,116.42714995890856,0.0,1.0,0.2730000000000006,-35.0
62,151,115,27,2023-05-23 10:22:08,8.306,803.03,66.20000000000005,39.944089986383915,116.42714995890856,0.0,1.0,0.0799999999999983,35.0
82,151,119,27,2023-05-23 10:22:09,8.366,811.95,66.20000000000005,39.94400993920863,116.42714995890856,0.0,1.0,0.0600000000000005,4.0
82,151,119,27,2023-05-23 10:22:10,8.27,820.01,66.20000000000005,39.943939950317144,116.42714995890856,0.0,1.0,-0.09600000000000009,0.0
86,151,121,27,2023-05-23 10:22:11,8.313,828.93,66.0,39.94385998696089,116.42714995890856,-2.242152466368233,1.0,0.04300000000000104,2.0
