cadence,power,temperature,timestamp,distance,speed,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0,0,20,2023-04-10 00:52:48,151.73,5.533,-65.80000000000001,,,0.0,1.0,-0.22299999999999986,0.0
0,0,20,2023-04-10 00:52:49,157.22,5.49,-65.80000000000001,,,0.0,1.0,-0.04300000000000015,0.0
0,0,20,2023-04-10 00:52:50,162.55,5.333,-65.80000000000001,,,0.0,1.0,-0.15700000000000003,0.0
0,0,20,2023-04-10 00:52:51,167.65,5.1,-65.80000000000001,,,0.0,1.0,-0.23300000000000054,0.0
0,0,20,2023-04-10 00:52:52,172.24,4.583,-65.80000000000001,,,0.0,1.0,-0.5169999999999995,0.0
0,0,20,2023-04-10 00:52:53,176.26,4.023,-65.60000000000002,,,4.975124378109193,1.0,-0.5600000000000005,0.0
0,0,20,2023-04-10 00:52:54,179.78,3.52,-65.39999999999998,,,5.681818181819457,1.0,-0.5029999999999997,0.0
0,0,20,2023-04-10 00:52:55,182.67,2.893,-65.39999999999998,,,0.0,1.0,-0.6270000000000002,0.0
0,0,20,2023-04-10 00:52:56,184.88,2.21,-65.19999999999999,,,9.049773755655561,1.0,-0.6829999999999998,0.0
0,0,20,2023-04-10 00:52:57,186.32,1.44,-65.19999999999999,,,0.0,1.0,-0.77,0.0
0,0,20,2023-04-10 00:52:58,187.09,0.77,-65.19999999999999,,,0.0,1.0,-0.6699999999999999,0.0
0,0,20,2023-04-10 00:52:59,187.41,0.316,-65.19999999999999,,,0.0,1.0,-0.454,0.0
0,0,20,2023-04-10 00:53:00,187.48,0.073,-65.19999999999999,,,0.0,1.0,-0.243,0.0
40,64,20,2023-04-10 00:54:19,187.48,2.356,-65.39999999999998,39.83507998287678,116.42182996496558,0.0,79.0,0.02889873417721519,0.810126582278481
40,64,20,2023-04-10 00:54:20,190.09,2.646,-65.19999999999999,39.83507998287678,116.42185997217894,7.66283524904167,1.0,0.29000000000000004,0.0
40,64,20,2023-04-10 00:54:21,193.35,2.903,-65.19999999999999,39.83507998287678,116.42189995385706,0.0,1.0,0.2570000000000001,0.0
23,101,20,2023-04-10 00:54:22,197.26,3.126,-65.19999999999999,39.83507998287678,116.42193993553519,0.0,1.0,0.22299999999999986,37.0
23,101,20,2023-04-10 00:54:23,200.63,3.3,-65.19999999999999,39.83506992459297,116.42197991721332,0.0,1.0,0.17399999999999993,0.0
29,84,20,2023-04-10 00:54:24,203.89,3.43,-65.19999999999999,39.83506992459297,116.42201998271048,0.0,1.0,0.13000000000000034,-17.0
29,84,20,2023-04-10 00:54:25,208.63,3.533,-65.19999999999999,39.8350599501282,116.42206993885338,0.0,1.0,0.10299999999999976,0.0
29,84,20,2023-04-10 00:54:26,210.59,3.606,-65.19999999999999,39.8350599501282,116.42209994606674,0.0,1.0,0.07299999999999995,0.0
0,0,20,2023-04-10 00:54:27,213.2,3.57,-65.19999999999999,39.8350599501282,116.42212995328009,0.0,1.0,-0.03600000000000003,-84.0
0,0,20,2023-04-10 00:54:28,216.1,3.38,-65.19999999999999,39.83506992459297,116.42215996049345,0.0,1.0,-0.18999999999999995,0.0
0,0,20,2023-04-10 00:54:29,219.47,3.07,-65.39999999999998,39.83508995734155,116.4221899677068,-5.934718100889862,1.0,-0.31000000000000005,0.0
0,0,20,2023-04-10 00:54:30,221.96,2.856,-65.39999999999998,39.83510999009013,116.42219994217157,0.0,1.0,-0.21399999999999997,0.0
0,0,20,2023-04-10 00:54:31,225.42,2.916,-65.39999999999998,39.835139997303486,116.42220991663635,0.0,1.0,0.06000000000000005,0.0
29,61,20,2023-04-10 00:54:32,228.88,3.183,-65.39999999999998,39.83516992069781,116.42221997492015,0.0,1.0,0.2669999999999999,61.0
30,90,20,2023-04-10 00:54:33,233.32,3.463,-65.39999999999998,39.83520998619497,116.42222994938493,0.0,1.0,0.28000000000000025,29.0
30,90,20,2023-04-10 00:54:34,236.72,3.673,-65.39999999999998,39.83523999340832,116.42222994938493,0.0,1.0,0.20999999999999996,0.0
39,141,20,2023-04-10 00:54:35,241.39,3.88,-65.60000000000002,39.83527997508645,116.42222994938493,-4.282655246253662,1.0,0.20699999999999985,51.0
44,127,20,2023-04-10 00:54:36,245.83,4.116,-65.60000000000002,39.83531995676458,116.42221997492015,0.0,1.0,0.23599999999999977,-14.0
47,120,20,2023-04-10 00:54:37,251.39,4.37,-65.39999999999998,39.83536999672651,116.42220991663635,3.597122302159108,1.0,0.25400000000000045,-7.0
49,103,20,2023-04-10 00:54:38,256.06,4.593,-65.60000000000002,39.83540997840464,116.42220991663635,-4.282655246253636,1.0,0.22299999999999986,-17.0
51,128,20,2023-04-10 00:54:39,260.36,4.793,-65.60000000000002,39.83544996008277,116.42219994217157,0.0,1.0,0.20000000000000018,25.0
51,128,20,2023-04-10 00:54:40,265.88,4.94,-65.60000000000002,39.83549991622567,116.42219994217157,0.0,1.0,0.14700000000000024,0.0
54,125,20,2023-04-10 00:54:41,271.4,5.07,-65.60000000000002,39.835549956187606,116.42219994217157,0.0,1.0,0.1299999999999999,-3.0
56,121,20,2023-04-10 00:54:42,277.34,5.2,-65.60000000000002,39.83559999614954,116.42219994217157,0.0,1.0,0.1299999999999999,-4.0
57,98,20,2023-04-10 00:54:43,282.86,5.35,-65.60000000000002,39.83564995229244,116.42219994217157,0.0,1.0,0.14999999999999947,-23.0
57,98,20,2023-04-10 00:54:44,288.38,5.453,-65.60000000000002,39.835699992254376,116.42219994217157,0.0,1.0,0.10300000000000065,0.0
0,0,20,2023-04-10 00:54:45,293.9,5.473,-65.39999999999998,39.83574994839728,116.42219994217157,3.623188405797937,1.0,0.019999999999999574,-98.0
0,0,20,2023-04-10 00:54:46,299.42,5.42,-65.39999999999998,39.83579998835921,116.42219994217157,0.0,1.0,-0.052999999999999936,0.0
45,171,20,2023-04-10 00:54:47,304.94,5.423,-65.39999999999998,39.835849944502115,116.42219994217157,0.0,1.0,0.0030000000000001137,171.0
45,171,20,2023-04-10 00:54:48,310.46,5.58,-65.39999999999998,39.83589998446405,116.42219994217157,0.0,1.0,0.15700000000000003,0.0
58,197,20,2023-04-10 00:54:49,317.38,5.846,-65.39999999999998,39.83595999889076,116.4221899677068,0.0,1.0,0.266,26.0
64,186,20,2023-04-10 00:54:50,324.21,6.15,-65.39999999999998,39.836019929498434,116.42217999324203,0.0,1.0,0.30400000000000027,-11.0
64,186,20,2023-04-10 00:54:51,329.77,6.366,-65.60000000000002,39.83606996946037,116.42216993495822,-3.59712230215909,1.0,0.2159999999999993,0.0
0,0,20,2023-04-10 00:54:52,337.52,6.5,-65.60000000000002,39.83613995835185,116.42215996049345,0.0,1.0,0.13400000000000034,-186.0
0,0,20,2023-04-10 00:54:53,343.04,6.476,-65.80000000000001,39.836189998313785,116.42215996049345,-3.6231884057968697,1.0,-0.02400000000000002,0.0
0,0,20,2023-04-10 00:54:54,349.84,6.396,-65.80000000000001,39.83624992892146,116.42215996049345,0.0,1.0,-0.08000000000000007,0.0
0,0,20,2023-04-10 00:54:55,355.36,6.296,-65.80000000000001,39.836299968883395,116.42215996049345,0.0,1.0,-0.09999999999999964,0.0
0,0,20,2023-04-10 00:54:56,362.15,6.146,-65.60000000000002,39.8363599833101,116.42215996049345,2.9455081001471237,1.0,-0.15000000000000036,0.0
0,0,20,2023-04-10 00:54:57,367.67,6.026,-65.80000000000001,39.836409939453006,116.42215996049345,-3.6231884057968697,1.0,-0.1200000000000001,0.0
0,0,20,2023-04-10 00:54:58,373.19,5.92,-65.60000000000002,39.83645997941494,116.42215996049345,3.6231884057969075,1.0,-0.10599999999999987,0.0
0,0,20,2023-04-10 00:54:59,379.99,5.866,-65.60000000000002,39.83651999384165,116.42215996049345,0.0,1.0,-0.05400000000000027,0.0
50,110,20,2023-04-10 00:55:00,385.51,5.853,-65.80000000000001,39.83656994998455,116.42215996049345,-3.6231884057969075,1.0,-0.0129999999999999,110.0
59,102,20,2023-04-10 00:55:01,391.03,5.92,-65.80000000000001,39.836619989946485,116.42215996049345,0.0,1.0,0.06700000000000017,-8.0
63,101,20,2023-04-10 00:55:02,397.82,6.053,-65.80000000000001,39.83667992055416,116.42215996049345,0.0,1.0,0.133,-1.0
63,101,20,2023-04-10 00:55:03,404.19,6.163,-65.80000000000001,39.83673993498087,116.42215996049345,0.0,1.0,0.11000000000000032,0.0
63,101,20,2023-04-10 00:55:04,411.11,6.22,-66.0,39.83679994940758,116.42216993495822,-2.890173410404453,1.0,0.056999999999999496,0.0
49,52,20,2023-04-10 00:55:05,416.63,6.246,-66.0,39.83684998936951,116.42216993495822,0.0,1.0,0.02600000000000069,-49.0
49,52,20,2023-04-10 00:55:06,423.42,6.296,-66.0,39.83690991997719,116.42216993495822,0.0,1.0,0.04999999999999982,0.0
49,52,20,2023-04-10 00:55:07,428.95,6.306,-66.0,39.83695995993912,116.42216993495822,0.0,1.0,0.009999999999999787,0.0
0,0,20,2023-04-10 00:55:08,435.74,6.313,-66.0,39.83701997436583,116.42216993495822,0.0,1.0,0.006999999999999673,-52.0
33,48,20,2023-04-10 00:55:09,442.11,6.32,-66.0,39.83707998879254,116.42216993495822,0.0,1.0,0.007000000000000561,48.0
44,91,20,2023-04-10 00:55:10,448.94,6.393,-66.0,39.837139919400215,116.42217999324203,0.0,1.0,0.07299999999999951,43.0
61,99,20,2023-04-10 00:55:11,455.73,6.503,-66.0,39.83719993382692,116.42217999324203,0.0,1.0,0.11000000000000032,8.0
61,99,20,2023-04-10 00:55:12,462.56,6.606,-66.0,39.83725994825363,116.4221899677068,0.0,1.0,0.10299999999999976,0.0
61,99,20,2023-04-10 00:55:13,468.96,6.616,-66.0,39.83731996268034,116.42217999324203,0.0,1.0,0.009999999999999787,0.0
61,99,20,2023-04-10 00:55:14,475.75,6.57,-66.0,39.83737997710705,116.42217999324203,0.0,1.0,-0.045999999999999375,0.0
0,0,20,2023-04-10 00:55:15,481.27,6.466,-66.0,39.83742993324995,116.42217999324203,0.0,1.0,-0.10400000000000009,-99.0
0,0,20,2023-04-10 00:55:16,488.34,6.386,-66.0,39.83748994767666,116.42219994217157,0.0,1.0,-0.08000000000000007,0.0
0,0,20,2023-04-10 00:55:17,493.86,6.286,-66.19999999999999,39.83753998763859,116.42219994217157,-3.6231884057968697,1.0,-0.10000000000000053,0.0
0,0,20,2023-04-10 00:55:18,500.69,6.18,-66.0,39.83759991824627,116.42220991663635,2.928257686676268,1.0,-0.10599999999999987,0.0
0,0,20,2023-04-10 00:55:19,506.25,6.036,-66.0,39.8376499582082,116.42221997492015,0.0,1.0,-0.14400000000000013,0.0
0,0,20,2023-04-10 00:55:20,511.77,5.803,-66.0,39.83769999817014,116.42221997492015,0.0,1.0,-0.23299999999999965,0.0
64,171,20,2023-04-10 00:55:21,516.44,5.64,-66.0,39.837739979848266,116.42221997492015,0.0,1.0,-0.16300000000000026,171.0
67,193,20,2023-04-10 00:55:22,522.81,5.4,-66.0,39.837799994274974,116.42221997492015,0.0,1.0,-0.23999999999999932,22.0
67,193,20,2023-04-10 00:55:23,528.33,5.52,-66.0,39.837849950417876,116.42221997492015,0.0,1.0,0.11999999999999922,0.0
70,192,20,2023-04-10 00:55:24,538.61,5.666,-66.0,39.83793997205794,116.42219994217157,0.0,1.0,0.1460000000000008,-1.0
71,170,20,2023-04-10 00:55:25,544.13,6.466,-66.0,39.83798992820084,116.42219994217157,0.0,1.0,0.7999999999999998,-22.0
71,170,20,2023-04-10 00:55:26,551.04,6.78,-66.0,39.83804994262755,116.4221899677068,0.0,1.0,0.31400000000000006,0.0
0,0,20,2023-04-10 00:55:27,551.04,,-65.80000000000001,,,0.0,1.0,,-170.0
0,0,20,2023-04-10 00:55:28,551.04,0.0,-65.80000000000001,,,0.0,1.0,,0.0
0,0,20,2023-04-10 00:55:29,551.04,0.0,-65.60000000000002,,,0.0,1.0,0.0,0.0
66,220,20,2023-04-10 00:55:32,557.42,6.38,-65.60000000000002,,,0.0,3.0,2.1266666666666665,73.33333333333333
72,226,20,2023-04-10 00:55:33,564.11,6.69,-65.80000000000001,,,-2.9895366218234227,1.0,0.3100000000000005,6.0
73,209,20,2023-04-10 00:55:34,571.02,6.91,-65.80000000000001,39.83804994262755,116.4221899677068,0.0,1.0,0.21999999999999975,-17.0
74,210,20,2023-04-10 00:55:35,613.26,6.993,-65.60000000000002,39.8386999592185,116.42215996049345,0.4734848484848214,1.0,0.08300000000000018,1.0
75,192,20,2023-04-10 00:55:36,620.18,7.236,-65.60000000000002,39.83875997364521,116.42216993495822,0.0,1.0,0.24299999999999944,-18.0
76,173,20,2023-04-10 00:55:37,627.1,7.286,-65.60000000000002,39.83881998807192,116.4221899677068,0.0,1.0,0.04999999999999982,-19.0
76,173,20,2023-04-10 00:55:38,633.47,7.366,-65.60000000000002,39.838879918679595,116.4221899677068,0.0,1.0,0.08000000000000007,0.0
76,173,20,2023-04-10 00:55:39,640.39,7.17,-65.39999999999998,39.8389399331063,116.42219994217157,2.8901734104052985,1.0,-0.19599999999999973,0.0
0,0,20,2023-04-10 00:55:40,647.18,7.116,-65.19999999999999,39.83899994753301,116.42219994217157,2.9455081001471237,1.0,-0.05400000000000027,-173.0
0,0,20,2023-04-10 00:55:41,653.98,6.903,-65.19999999999999,39.83905996195972,116.42219994217157,0.0,1.0,-0.21300000000000008,0.0
0,0,20,2023-04-10 00:55:42,659.5,6.733,-65.19999999999999,39.83910991810262,116.42219994217157,0.0,1.0,-0.16999999999999993,0.0
0,0,20,2023-04-10 00:55:43,665.05,6.47,-65.19999999999999,39.839159958064556,116.42220991663635,0.0,1.0,-0.2629999999999999,0.0
0,0,20,2023-04-10 00:55:44,670.91,6.126,-65.0,39.83920999802649,116.42222994938493,3.4129692832762486,1.0,-0.3439999999999994,0.0
0,0,20,2023-04-10 00:55:45,674.31,5.523,-64.80000000000001,39.83923992142081,116.42222994938493,5.882352941176175,1.0,-0.6030000000000006,0.0
0,0,20,2023-04-10 00:55:46,676.43,4.516,-64.60000000000002,39.83925995416939,116.42222994938493,9.433962264150388,1.0,-1.0069999999999997,0.0
0,0,20,2023-04-10 00:55:47,678.56,3.336,-64.39999999999998,39.83927998691797,116.42222994938493,9.389671361504503,1.0,-1.1800000000000002,0.0
0,0,20,2023-04-10 00:55:48,680.38,2.363,-64.19999999999999,39.83928996138275,116.42221997492015,10.989010989010062,1.0,-0.9729999999999999,0.0
0,0,20,2023-04-10 00:55:49,682.5,1.806,-64.19999999999999,39.83930999413133,116.42221997492015,0.0,1.0,-0.5569999999999999,0.0
0,0,20,2023-04-10 00:55:50,683.93,1.436,-64.19999999999999,39.8393199685961,116.42220991663635,0.0,1.0,-0.3700000000000001,0.0
0,0,20,2023-04-10 00:55:51,686.06,1.526,-64.0,39.83933991752565,116.42220991663635,9.389671361501833,1.0,0.09000000000000008,0.0
0,0,20,2023-04-10 00:55:52,688.18,1.83,-64.0,39.83935995027423,116.42220991663635,0.0,1.0,0.30400000000000005,0.0
0,0,20,2023-04-10 00:55:53,691.58,2.373,-64.19999999999999,39.83938995748758,116.42220991663635,-5.882352941175979,1.0,0.5430000000000001,0.0
50,97,20,2023-04-10 00:55:54,694.97,2.76,-64.19999999999999,39.83941996470094,116.42220991663635,0.0,1.0,0.38699999999999957,97.0
27,126,20,2023-04-10 00:55:55,698.37,3.106,-64.19999999999999,39.83944997191429,116.42220991663635,0.0,1.0,0.3460000000000001,29.0
27,126,20,2023-04-10 00:55:56,702.62,3.463,-64.19999999999999,39.83948995359242,116.42220991663635,0.0,1.0,0.3570000000000002,0.0
34,148,20,2023-04-10 00:55:57,707.29,3.793,-64.19999999999999,39.83952993527055,116.42220991663635,0.0,1.0,0.33000000000000007,22.0
41,187,20,2023-04-10 00:55:58,711.54,4.17,-64.19999999999999,39.839569916948676,116.42220991663635,0.0,1.0,0.3769999999999998,39.0
48,193,20,2023-04-10 00:55:59,717.09,4.533,-64.19999999999999,39.83961995691061,116.42221997492015,0.0,1.0,0.36300000000000043,6.0
53,194,20,2023-04-10 00:56:00,722.61,4.89,-64.19999999999999,39.839669996872544,116.42221997492015,0.0,1.0,0.3569999999999993,1.0
57,189,20,2023-04-10 00:56:01,728.7,5.17,-64.0,39.83971995301545,116.42222994938493,3.284072249589287,1.0,0.28000000000000025,-5.0
63,165,20,2023-04-10 00:56:02,734.22,5.406,-64.0,39.83976999297738,116.42222994938493,0.0,1.0,0.23599999999999977,-24.0
64,147,20,2023-04-10 00:56:03,739.74,5.576,-64.0,39.83981994912028,116.42222994938493,0.0,1.0,0.16999999999999993,-18.0
64,147,20,2023-04-10 00:56:04,745.26,5.703,-64.0,39.83986998908222,116.42222994938493,0.0,1.0,0.12700000000000067,0.0
66,122,20,2023-04-10 00:56:05,750.78,5.766,-63.80000000000001,39.83991994522512,116.42222994938493,3.6231884057969075,1.0,0.06299999999999972,-25.0
66,122,20,2023-04-10 00:56:06,756.3,5.713,-63.80000000000001,39.839969985187054,116.42222994938493,0.0,1.0,-0.052999999999999936,0.0
57,91,20,2023-04-10 00:56:07,761.82,5.596,-63.80000000000001,39.840019941329956,116.42222994938493,0.0,1.0,-0.11699999999999999,-31.0
45,126,20,2023-04-10 00:56:08,767.34,5.43,-63.80000000000001,39.84006998129189,116.42222994938493,0.0,1.0,-0.16600000000000037,35.0
50,180,20,2023-04-10 00:56:09,772.9,5.433,-63.80000000000001,39.84011993743479,116.4222399238497,0.0,1.0,0.0030000000000001137,54.0
61,149,20,2023-04-10 00:56:10,779.73,5.533,-63.60000000000002,39.8401799518615,116.42224998213351,2.9282576866762433,1.0,0.10000000000000053,-31.0
67,146,20,2023-04-10 00:56:11,785.29,5.68,-63.60000000000002,39.840229991823435,116.42225995659828,0.0,1.0,0.14699999999999935,-3.0
68,143,20,2023-04-10 00:56:12,790.81,5.76,-63.39999999999998,39.84027994796634,116.42225995659828,3.623188405797937,1.0,0.08000000000000007,-3.0
68,143,20,2023-04-10 00:56:13,796.48,5.83,-63.39999999999998,39.84032998792827,116.42226993106306,0.0,1.0,0.07000000000000028,0.0
68,143,20,2023-04-10 00:56:14,803.31,5.896,-63.39999999999998,39.84038991853595,116.42227998934686,0.0,1.0,0.06599999999999984,0.0
69,140,20,2023-04-10 00:56:15,808.83,5.92,-63.19999999999999,39.84043995849788,116.42227998934686,3.623188405796833,1.0,0.02400000000000002,-3.0
71,149,20,2023-04-10 00:56:16,814.35,5.91,-63.19999999999999,39.840489998459816,116.42227998934686,0.0,1.0,-0.009999999999999787,9.0
71,149,20,2023-04-10 00:56:17,820.33,5.926,-63.19999999999999,39.84053995460272,116.42228996381164,0.0,1.0,0.016000000000000014,0.0
0,0,20,2023-04-10 00:56:18,825.85,5.9,-63.0,39.84058999456465,116.42228996381164,3.6231884057969075,1.0,-0.0259999999999998,-149.0
0,0,20,2023-04-10 00:56:19,831.37,5.8,-63.0,39.840639950707555,116.42228996381164,0.0,1.0,-0.10000000000000053,0.0
0,0,20,2023-04-10 00:56:20,835.61,5.54,-62.80000000000001,39.84067993238568,116.42228996381164,4.716981132075194,1.0,-0.2599999999999998,0.0
0,0,20,2023-04-10 00:56:21,841.14,5.126,-62.60000000000002,39.84072997234762,116.42228996381164,3.6166365280287454,1.0,-0.4139999999999997,0.0
0,0,20,2023-04-10 00:56:22,844.59,4.716,-62.39999999999998,39.84075997956097,116.42227998934686,5.797101449276604,1.0,-0.41000000000000014,0.0
0,0,20,2023-04-10 00:56:23,847.99,4.22,-62.39999999999998,39.840789986774325,116.42227998934686,0.0,1.0,-0.49600000000000044,0.0
0,0,20,2023-04-10 00:56:24,851.45,3.93,-62.39999999999998,39.84081999398768,116.42226993106306,0.0,1.0,-0.2899999999999996,0.0
0,0,20,2023-04-10 00:56:25,855.09,3.5,-62.19999999999999,39.840849917382,116.42225995659828,5.494505494505203,1.0,-0.43000000000000016,0.0
0,0,20,2023-04-10 00:56:26,857.58,3.23,-62.19999999999999,39.84086995013058,116.42226993106306,0.0,1.0,-0.27,0.0
0,0,20,2023-04-10 00:56:27,860.07,2.753,-62.0,39.84088998287916,116.42225995659828,8.032128514055739,1.0,-0.47699999999999987,0.0
0,0,20,2023-04-10 00:56:28,862.19,2.113,-62.0,39.84088998287916,116.42225995659828,0.0,1.0,-0.6400000000000001,0.0
0,0,20,2023-04-10 00:56:29,863.37,1.183,-62.0,39.84088998287916,116.42225995659828,0.0,1.0,-0.9299999999999999,0.0
0,0,20,2023-04-10 00:56:30,863.81,0.44,-62.0,39.84088998287916,116.42225995659828,0.0,1.0,-0.7430000000000001,0.0
0,0,20,2023-04-10 00:56:31,863.87,0.063,-62.0,39.84088998287916,116.42225995659828,0.0,1.0,-0.377,0.0
48,73,20,2023-04-10 00:57:07,867.27,2.563,-62.19999999999999,39.84099995344877,116.42227998934686,-5.882352941176175,36.0,0.06944444444444445,2.0277777777777777
48,73,20,2023-04-10 00:57:08,870.73,2.996,-62.19999999999999,39.84102996066213,116.42228996381164,0.0,1.0,0.43299999999999983,0.0
29,121,20,2023-04-10 00:57:09,875.03,3.423,-62.19999999999999,39.841069942340255,116.42227998934686,0.0,1.0,0.42700000000000005,48.0
39,150,20,2023-04-10 00:57:10,879.7,3.81,-62.39999999999998,39.84110992401838,116.42227998934686,-4.282655246252366,1.0,0.387,29.0
45,146,20,2023-04-10 00:57:11,883.94,4.123,-62.39999999999998,39.84114998951554,116.42227998934686,0.0,1.0,0.31300000000000017,-4.0
49,106,20,2023-04-10 00:57:12,888.62,4.366,-62.39999999999998,39.84118997119367,116.42227998934686,0.0,1.0,0.24299999999999944,-40.0
49,106,20,2023-04-10 00:57:13,894.17,4.57,-62.39999999999998,39.841239927336574,116.42226993106306,0.0,1.0,0.20400000000000063,0.0
49,106,20,2023-04-10 00:57:14,897.57,4.626,-62.19999999999999,39.84126993454993,116.42226993106306,5.882352941175979,1.0,0.05600000000000005,0.0
0,0,20,2023-04-10 00:57:15,903.24,4.546,-62.19999999999999,39.84131997451186,116.42225995659828,0.0,1.0,-0.08000000000000007,-106.0
0,0,20,2023-04-10 00:57:16,906.64,4.37,-62.0,39.841349981725216,116.42225995659828,5.882352941176175,1.0,-0.17600000000000016,0.0
33,42,20,2023-04-10 00:57:17,910.89,4.18,-62.0,39.841389963403344,116.42225995659828,0.0,1.0,-0.1900000000000004,42.0
33,42,20,2023-04-10 00:57:18,915.56,4.136,-62.0,39.84142994508147,116.42225995659828,0.0,1.0,-0.043999999999999595,0.0
27,81,20,2023-04-10 00:57:19,919.81,4.18,-61.80000000000001,39.8414699267596,116.42225995659828,4.705882352940909,1.0,0.043999999999999595,39.0
27,81,20,2023-04-10 00:57:20,924.48,4.32,-61.80000000000001,39.84150999225676,116.42225995659828,0.0,1.0,0.14000000000000057,0.0
27,81,20,2023-04-10 00:57:21,928.72,4.34,-61.80000000000001,39.84154997393489,116.42225995659828,0.0,1.0,0.019999999999999574,0.0
37,80,20,2023-04-10 00:57:22,933.39,4.33,-61.60000000000002,39.84158995561302,116.42225995659828,4.282655246252471,1.0,-0.009999999999999787,-1.0
37,80,20,2023-04-10 00:57:23,937.64,4.3,-61.60000000000002,39.841629937291145,116.42225995659828,0.0,1.0,-0.03000000000000025,0.0
37,80,20,2023-04-10 00:57:24,941.04,4.323,-61.60000000000002,39.8416599445045,116.42225995659828,0.0,1.0,0.023000000000000576,0.0
0,0,20,2023-04-10 00:57:25,945.71,4.303,-61.60000000000002,39.84169992618263,116.42225995659828,0.0,1.0,-0.020000000000000462,-80.0
0,0,20,2023-04-10 00:57:26,955.48,4.22,-61.39999999999998,39.84178994782269,116.42225995659828,2.047082906858197,1.0,-0.08300000000000018,0.0
0,0,20,2023-04-10 00:57:27,957.6,3.673,-61.39999999999998,39.84180998057127,116.42225995659828,0.0,1.0,-0.5469999999999997,0.0
0,0,20,2023-04-10 00:57:28,961.0,3.01,-61.39999999999998,39.841839987784624,116.42225995659828,0.0,1.0,-0.6630000000000003,0.0
0,0,20,2023-04-10 00:57:29,962.27,2.41,-61.19999999999999,39.8418499622494,116.42225995659828,15.748031496062323,1.0,-0.5999999999999996,0.0
0,0,20,2023-04-10 00:57:30,964.39,2.223,-61.19999999999999,39.84186999499798,116.42225995659828,0.0,1.0,-0.18700000000000028,0.0
0,0,20,2023-04-10 00:57:31,966.52,2.16,-61.19999999999999,39.84188994392753,116.42225995659828,0.0,1.0,-0.06299999999999972,0.0
0,0,20,2023-04-10 00:57:32,967.95,1.98,-61.19999999999999,39.8418999183923,116.42224998213351,0.0,1.0,-0.18000000000000016,0.0
0,0,20,2023-04-10 00:57:33,970.07,1.883,-61.19999999999999,39.84191995114088,116.42224998213351,0.0,1.0,-0.09699999999999998,0.0
0,0,20,2023-04-10 00:57:34,972.7,1.8,-61.19999999999999,39.84193998388946,116.42225995659828,0.0,1.0,-0.08299999999999996,0.0
0,0,20,2023-04-10 00:57:35,974.82,1.973,-61.19999999999999,39.84195993281901,116.42225995659828,0.0,1.0,0.17300000000000004,0.0
