distance,heart_rate,power,temperature,timestamp,cadence,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
107.11,83.0,0.0,23,2024-10-01 02:24:55,64.0,233.79999999999995,7.558,37.82726028934121,114.27548834122717,0.0,1.0,0.1589999999999998,0.0
114.73,83.0,0.0,23,2024-10-01 02:24:56,0.0,233.79999999999995,7.698,37.82719214446843,114.27547786384821,0.0,1.0,0.14000000000000057,0.0
122.37,83.0,0.0,23,2024-10-01 02:24:57,0.0,233.39999999999998,7.866,37.82712290994823,114.27547006867826,-5.23560209424054,1.0,0.16799999999999926,0.0
130.47,83.0,0.0,23,2024-10-01 02:24:58,0.0,233.20000000000005,7.996,37.82705049030483,114.27546202205122,-2.4691358024682954,1.0,0.13000000000000078,0.0
138.53,83.0,0.0,23,2024-10-01 02:24:59,0.0,232.79999999999995,8.192,37.826977986842394,114.27544944919646,-4.96277915632867,1.0,0.19599999999999973,0.0
147.11,83.0,0.0,23,2024-10-01 02:25:00,7.0,232.20000000000005,8.388,37.82690213061869,114.27543939091265,-6.993006993005922,1.0,0.19599999999999973,0.0
155.48,83.0,102.0,23,2024-10-01 02:25:01,82.0,231.60000000000002,8.584,37.826826525852084,114.27542941644788,-7.1684587813622995,1.0,0.19599999999999973,102.0
164.33,83.0,120.0,23,2024-10-01 02:25:02,84.0,231.0,8.855,37.82674756832421,114.27541684359312,-6.779661016949393,1.0,0.2710000000000008,18.0
173.32,83.0,92.0,23,2024-10-01 02:25:03,85.0,230.79999999999995,9.116,37.826666850596666,114.27540577948093,-2.2246941045611335,1.0,0.26099999999999923,-28.0
182.6,84.0,39.0,23,2024-10-01 02:25:04,87.0,230.79999999999995,9.349,37.82658345066011,114.27539588883519,0.0,1.0,0.23300000000000054,-53.0
192.05,84.0,17.0,23,2024-10-01 02:25:05,67.0,230.79999999999995,9.471,37.82649837434292,114.27538566291332,0.0,1.0,0.12199999999999989,-22.0
201.77,84.0,17.0,23,2024-10-01 02:25:06,71.0,230.60000000000002,9.601,37.826411789283156,114.27537141367793,-2.057613168723578,1.0,0.13000000000000078,0.0
211.68,85.0,83.0,23,2024-10-01 02:25:07,62.0,230.20000000000005,9.807,37.826324198395014,114.27535381168127,-4.036326942482113,1.0,0.20599999999999952,66.0
221.56,85.0,103.0,23,2024-10-01 02:25:08,64.0,230.0,10.04,37.82623702660203,114.27532858215272,-2.0242914979761695,1.0,0.23299999999999876,20.0
231.85,86.0,108.0,23,2024-10-01 02:25:09,66.0,230.0,10.329,37.82614943571389,114.27529103122652,0.0,1.0,0.2890000000000015,5.0
242.0,86.0,108.0,23,2024-10-01 02:25:10,66.0,229.79999999999995,10.544,37.826064862310886,114.27524384111166,-1.9704433497541414,1.0,0.21499999999999986,0.0
252.69,86.0,108.0,23,2024-10-01 02:25:11,66.0,229.60000000000002,10.6,37.82598146237433,114.27518374286592,-1.8709073900835531,1.0,0.05599999999999916,0.0
263.19,88.0,0.0,23,2024-10-01 02:25:12,66.0,229.20000000000005,10.674,37.8259034268558,114.2751136701554,-3.8095238095235926,1.0,0.07399999999999984,-108.0
274.14,89.0,0.0,23,2024-10-01 02:25:13,66.0,228.79999999999995,10.73,37.825831258669496,114.27502825856209,-3.652968036530515,1.0,0.05600000000000094,0.0
285.24,89.0,0.0,23,2024-10-01 02:25:14,0.0,228.39999999999998,10.796,37.82576554454863,114.27493429742754,-3.6036036036033914,1.0,0.06599999999999895,0.0
295.94,89.0,0.0,23,2024-10-01 02:25:15,0.0,228.20000000000005,10.693,37.82570737414062,114.27483723498881,-1.8691588785040376,1.0,-0.10299999999999976,0.0
306.15,89.0,0.0,23,2024-10-01 02:25:16,0.0,228.0,10.152,37.825656328350306,114.27474042400718,-1.9588638589622516,1.0,-0.5410000000000004,0.0
316.2,89.0,0.0,23,2024-10-01 02:25:17,0.0,227.60000000000002,9.788,37.82560704275966,114.27464495413005,-3.980099502487332,1.0,-0.363999999999999,0.0
326.03,89.0,0.0,23,2024-10-01 02:25:18,0.0,227.39999999999998,9.433,37.82555842772126,114.27455350756645,-2.03458799593129,1.0,-0.3550000000000004,0.0
335.11,89.0,0.0,23,2024-10-01 02:25:19,0.0,227.0,9.293,37.82551568001509,114.27446449175477,-4.405286343612064,1.0,-0.14000000000000057,0.0
344.44,89.0,0.0,23,2024-10-01 02:25:20,0.0,227.0,9.209,37.82547217793763,114.27437413483858,0.0,1.0,-0.08399999999999963,0.0
353.64,89.0,0.0,23,2024-10-01 02:25:21,0.0,227.0,9.163,37.82542993314564,114.27428436465561,0.0,1.0,-0.045999999999999375,0.0
362.9,90.0,0.0,23,2024-10-01 02:25:22,0.0,227.0,9.181,37.82539137639105,114.27419216372073,0.0,1.0,0.017999999999998906,0.0
371.85,91.0,0.0,23,2024-10-01 02:25:23,4.0,226.79999999999995,9.163,37.825356340035796,114.27410046570003,-2.2346368715088767,1.0,-0.017999999999998906,0.0
380.82,94.0,78.0,23,2024-10-01 02:25:24,59.0,226.39999999999998,9.256,37.825320130214095,114.2740084324032,-4.459308807134655,1.0,0.09299999999999997,78.0
390.19,95.0,49.0,23,2024-10-01 02:25:25,62.0,224.79999999999995,9.387,37.82528232783079,114.27391371689737,-17.0757737459981,1.0,0.13100000000000023,-29.0
399.3,95.0,39.0,23,2024-10-01 02:25:26,70.0,224.79999999999995,9.396,37.82524226233363,114.27382193505764,0.0,1.0,0.009000000000000341,-10.0
408.52,94.0,39.0,23,2024-10-01 02:25:27,70.0,224.79999999999995,9.135,37.82520010136068,114.27373182959855,0.0,1.0,-0.261000000000001,0.0
417.03,94.0,16.0,23,2024-10-01 02:25:28,24.0,224.79999999999995,8.454,37.825158359482884,114.27365069277585,0.0,1.0,-0.6809999999999992,-23.0
425.64,93.0,166.0,23,2024-10-01 02:25:29,62.0,224.79999999999995,8.258,37.825115863233805,114.2735704779625,0.0,1.0,-0.1960000000000015,150.0
433.72,93.0,166.0,23,2024-10-01 02:25:30,62.0,224.79999999999995,8.37,37.825075378641486,114.273492526263,0.0,1.0,0.1120000000000001,0.0
442.19,94.0,202.0,23,2024-10-01 02:25:31,63.0,224.79999999999995,8.398,37.8250333853066,114.27341239526868,0.0,1.0,0.02800000000000047,36.0
450.68,93.0,202.0,23,2024-10-01 02:25:32,63.0,224.79999999999995,8.51,37.824988877400756,114.27333352155983,0.0,1.0,0.1120000000000001,0.0
459.54,93.0,287.0,23,2024-10-01 02:25:33,65.0,224.79999999999995,8.752,37.824941016733646,114.27325322292745,0.0,1.0,0.24200000000000088,85.0
468.61,93.0,236.0,23,2024-10-01 02:25:34,68.0,224.79999999999995,8.873,37.824893575161695,114.27317108027637,0.0,1.0,0.12099999999999866,-51.0
477.29,93.0,87.0,23,2024-10-01 02:25:35,76.0,224.79999999999995,8.911,37.82485082745552,114.2730886861682,0.0,1.0,0.038000000000000256,-149.0
485.53,93.0,87.0,23,2024-10-01 02:25:36,76.0,224.79999999999995,8.687,37.82481545582414,114.27300495095551,0.0,1.0,-0.2240000000000002,0.0
493.68,94.0,87.0,23,2024-10-01 02:25:37,76.0,224.79999999999995,8.248,37.82477606087923,114.27292666397989,0.0,1.0,-0.43900000000000006,0.0
501.17,94.0,0.0,23,2024-10-01 02:25:38,76.0,224.79999999999995,7.642,37.82473498955369,114.27285684272647,0.0,1.0,-0.605999999999999,-87.0
508.49,94.0,0.0,23,2024-10-01 02:25:39,76.0,224.79999999999995,6.522,37.82469777390361,114.2727950681001,0.0,1.0,-1.12,0.0
513.39,94.0,0.0,23,2024-10-01 02:25:40,0.0,224.79999999999995,5.207,37.8246689401567,114.27275600843132,0.0,1.0,-1.3150000000000004,0.0
516.21,95.0,0.0,23,2024-10-01 02:25:41,10.0,224.79999999999995,3.826,37.824655110016465,114.27272700704634,0.0,1.0,-1.3809999999999998,0.0
519.14,96.0,0.0,23,2024-10-01 02:25:42,10.0,224.79999999999995,3.76,37.82464169897139,114.27269532345235,0.0,1.0,-0.06600000000000028,0.0
522.33,98.0,23.0,23,2024-10-01 02:25:43,28.0,225.20000000000005,3.704,37.82462887465954,114.27266079001129,12.539184952980692,1.0,-0.055999999999999606,23.0
525.8,102.0,23.0,23,2024-10-01 02:25:44,28.0,225.39999999999998,3.732,37.82461537979543,114.27262365818024,5.763688760805094,1.0,0.028000000000000025,0.0
530.25,103.0,23.0,23,2024-10-01 02:25:45,28.0,225.39999999999998,4.199,37.82459266483784,114.2725823353976,0.0,1.0,0.46699999999999964,0.0
534.8,103.0,0.0,23,2024-10-01 02:25:46,28.0,225.39999999999998,4.385,37.82456802204251,114.2725408449769,0.0,1.0,0.18599999999999994,-23.0
539.35,103.0,0.0,23,2024-10-01 02:25:47,16.0,225.39999999999998,4.385,37.82454865984619,114.27249575033784,0.0,1.0,0.0,0.0
544.1,102.0,0.0,23,2024-10-01 02:25:48,16.0,225.39999999999998,4.675,37.824532398954034,114.27244629710913,0.0,1.0,0.29000000000000004,0.0
549.0,103.0,246.0,23,2024-10-01 02:25:49,52.0,224.20000000000005,5.207,37.82451278530061,114.27239407785237,-24.48979591836607,1.0,0.532,246.0
555.13,103.0,175.0,23,2024-10-01 02:25:50,58.0,224.0,5.897,37.82448336482048,114.27233448252082,-3.262642740620646,1.0,0.6900000000000004,-71.0
562.1,103.0,162.0,23,2024-10-01 02:25:51,63.0,224.0,6.55,37.82444288022816,114.27227539010346,0.0,1.0,0.6529999999999996,-13.0
569.24,103.0,162.0,23,2024-10-01 02:25:52,63.0,223.79999999999995,7.035,37.82440080307424,114.2722144536674,-2.801120448179914,1.0,0.4850000000000003,0.0
576.97,102.0,220.0,23,2024-10-01 02:25:53,67.0,223.79999999999995,7.474,37.82435830682516,114.27214681170881,0.0,1.0,0.43900000000000006,58.0
585.11,103.0,163.0,23,2024-10-01 02:25:54,75.0,223.79999999999995,8.043,37.824313128367066,114.27207590080798,0.0,1.0,0.5689999999999991,-57.0
593.16,103.0,126.0,23,2024-10-01 02:25:55,80.0,223.60000000000002,8.435,37.824263758957386,114.27200758829713,-2.4844720496886077,1.0,0.39200000000000124,-37.0
601.55,103.0,153.0,23,2024-10-01 02:25:56,80.0,223.39999999999998,8.771,37.824209444224834,114.271938521415,-2.3837902264606177,1.0,0.3360000000000003,27.0
610.82,103.0,178.0,23,2024-10-01 02:25:57,76.0,223.0,9.125,37.82414699904621,114.27186828106642,-4.314994606256453,1.0,0.3539999999999992,25.0
620.58,104.0,199.0,23,2024-10-01 02:25:58,72.0,222.79999999999995,9.527,37.82407960854471,114.27179887890816,-2.0491803278693204,1.0,0.40199999999999925,21.0
630.16,104.0,172.0,23,2024-10-01 02:25:59,70.0,222.79999999999995,9.881,37.82400794327259,114.27173660136759,0.0,1.0,0.354000000000001,-27.0
640.2,104.0,199.0,23,2024-10-01 02:26:00,70.0,222.39999999999998,10.124,37.823929991573095,114.27167692221701,-3.9840637450196636,1.0,0.24300000000000033,27.0
650.79,104.0,197.0,23,2024-10-01 02:26:01,72.0,222.20000000000005,10.301,37.82384583726525,114.27162017673254,-1.888574126533837,1.0,0.1769999999999996,-2.0
661.53,104.0,172.0,23,2024-10-01 02:26:02,72.0,222.0,10.404,37.82375765964389,114.27157181315124,-1.8621973929240718,1.0,0.10299999999999976,-25.0
672.04,105.0,146.0,23,2024-10-01 02:26:03,72.0,222.0,10.441,37.82366797327995,114.27153275348246,0.0,1.0,0.03700000000000081,-26.0
682.62,105.0,106.0,23,2024-10-01 02:26:04,72.0,221.79999999999995,10.394,37.823575772345066,114.27150500938296,-1.8903591682423886,1.0,-0.0470000000000006,-40.0
692.9,105.0,117.0,23,2024-10-01 02:26:05,72.0,221.79999999999995,10.357,37.82348457723856,114.27148338407278,0.0,1.0,-0.03700000000000081,11.0
703.26,106.0,117.0,23,2024-10-01 02:26:06,72.0,221.20000000000005,10.366,37.82339212484658,114.27146611735225,-5.791505791504906,1.0,0.009000000000000341,0.0
713.44,106.0,117.0,23,2024-10-01 02:26:07,71.0,221.20000000000005,10.32,37.82330042682588,114.27145320922136,0.0,1.0,-0.045999999999999375,0.0
724.05,106.0,119.0,23,2024-10-01 02:26:08,71.0,220.60000000000002,10.31,37.82320604659617,114.27144574932754,-5.655042412818364,1.0,-0.009999999999999787,2.0
734.05,106.0,101.0,23,2024-10-01 02:26:09,71.0,220.0,10.273,37.823115857318044,114.27143208682537,-6.000000000000227,1.0,-0.03700000000000081,-18.0
744.31,106.0,138.0,23,2024-10-01 02:26:10,71.0,219.79999999999995,10.236,37.823024075478315,114.27141549065709,-1.949317738791868,1.0,-0.036999999999999034,37.0
754.58,106.0,142.0,23,2024-10-01 02:26:11,71.0,219.39999999999998,10.254,37.822931706905365,114.27140048705041,-3.894839337877055,1.0,0.017999999999998906,4.0
765.14,106.0,142.0,23,2024-10-01 02:26:12,71.0,219.20000000000005,10.292,37.82283766195178,114.27138581871986,-1.8939393939387577,1.0,0.038000000000000256,0.0
775.63,107.0,127.0,23,2024-10-01 02:26:13,71.0,219.0,10.329,37.82274437136948,114.2713687196374,-1.906577693041423,1.0,0.03700000000000081,-15.0
785.79,107.0,127.0,23,2024-10-01 02:26:14,71.0,218.79999999999995,10.049,37.82265426591039,114.27135053090751,-1.9685039370083277,1.0,-0.28000000000000114,0.0
795.6,107.0,127.0,23,2024-10-01 02:26:15,71.0,218.60000000000002,9.741,37.82256776466966,114.2713301628828,-2.0387359836894046,1.0,-0.30799999999999983,0.0
805.1,108.0,0.0,23,2024-10-01 02:26:16,71.0,218.60000000000002,9.629,37.82248302362859,114.27131147123873,0.0,1.0,-0.1120000000000001,-127.0
814.73,109.0,0.0,23,2024-10-01 02:26:17,71.0,218.39999999999998,9.583,37.82239694148302,114.27129462361336,-2.0768431983389988,1.0,-0.045999999999999375,0.0
824.42,111.0,0.0,23,2024-10-01 02:26:18,0.0,218.39999999999998,9.573,37.82231027260423,114.27127945236862,0.0,1.0,-0.009999999999999787,0.0
834.23,115.0,0.0,23,2024-10-01 02:26:19,0.0,218.39999999999998,9.517,37.82222360372543,114.2712632752955,0.0,1.0,-0.05600000000000094,0.0
843.63,118.0,0.0,23,2024-10-01 02:26:20,0.0,218.39999999999998,9.48,37.82213978469372,114.27124852314591,0.0,1.0,-0.036999999999999034,0.0
852.96,119.0,0.0,23,2024-10-01 02:26:21,0.0,218.39999999999998,9.433,37.822056133300066,114.27123645320535,0.0,1.0,-0.0470000000000006,0.0
862.25,119.0,0.0,23,2024-10-01 02:26:22,6.0,218.39999999999998,9.396,37.82197223044932,114.27122899331152,0.0,1.0,-0.036999999999999034,0.0
871.77,119.0,106.0,23,2024-10-01 02:26:23,71.0,218.39999999999998,9.471,37.821886567398906,114.27122279070318,0.0,1.0,0.07499999999999929,106.0
881.38,118.0,122.0,23,2024-10-01 02:26:24,72.0,218.39999999999998,9.583,37.82179964706302,114.27121851593256,0.0,1.0,0.1120000000000001,16.0
891.38,118.0,73.0,23,2024-10-01 02:26:25,73.0,218.20000000000005,9.713,37.82171037979424,114.27122203633189,-1.9999999999993179,1.0,0.129999999999999,-49.0
900.96,117.0,76.0,23,2024-10-01 02:26:26,73.0,218.20000000000005,9.807,37.82162429764867,114.2712339386344,0.0,1.0,0.0940000000000012,3.0
910.75,117.0,103.0,23,2024-10-01 02:26:27,75.0,218.20000000000005,9.881,37.82153695821762,114.27125045098364,0.0,1.0,0.07399999999999984,27.0
920.8,117.0,96.0,23,2024-10-01 02:26:28,75.0,218.20000000000005,10.021,37.82144802622497,114.27127207629383,0.0,1.0,0.14000000000000057,-7.0
931.01,118.0,133.0,23,2024-10-01 02:26:29,77.0,218.0,10.152,37.821358339861035,114.27129537798464,-1.9588638589622405,1.0,0.13099999999999845,37.0
941.11,118.0,125.0,23,2024-10-01 02:26:30,77.0,217.79999999999995,10.273,37.82126999460161,114.2713237926364,-1.980198019802426,1.0,0.12100000000000044,-8.0
951.3,119.0,118.0,23,2024-10-01 02:26:31,77.0,217.60000000000002,10.273,37.8211824875325,114.2713584098965,-1.9627085377814812,1.0,0.0,-7.0
961.4,120.0,159.0,23,2024-10-01 02:26:32,77.0,217.39999999999998,10.282,37.82109715975821,114.27139897830784,-1.980198019802426,1.0,0.009000000000000341,41.0
971.58,120.0,159.0,23,2024-10-01 02:26:33,77.0,217.0,10.273,37.82101166434586,114.27144130691886,-3.9292730844791235,1.0,-0.009000000000000341,0.0
981.97,120.0,174.0,23,2024-10-01 02:26:34,77.0,216.79999999999995,10.292,37.82092474400997,114.27148522809148,-1.9249278152073699,1.0,0.019000000000000128,15.0
992.25,119.0,141.0,23,2024-10-01 02:26:35,76.0,216.60000000000002,10.236,37.82083958387375,114.2715307418257,-1.9455252918281354,1.0,-0.05599999999999916,-33.0
1002.15,119.0,191.0,23,2024-10-01 02:26:36,74.0,216.60000000000002,9.956,37.82075853087008,114.27157734520733,0.0,1.0,-0.28000000000000114,50.0
1012.05,118.0,332.0,23,2024-10-01 02:26:37,71.0,216.60000000000002,9.741,37.820677142590284,114.27161917090416,0.0,1.0,-0.21499999999999986,141.0
1021.24,117.0,430.0,23,2024-10-01 02:26:38,73.0,216.39999999999998,9.489,37.820600448176265,114.2716604936868,-2.1762785636566297,1.0,-0.2519999999999989,98.0
1030.71,117.0,496.0,23,2024-10-01 02:26:39,73.0,216.39999999999998,9.769,37.82052115537226,114.27170407958329,0.0,1.0,0.27999999999999936,66.0
1040.51,117.0,492.0,23,2024-10-01 02:26:40,74.0,216.39999999999998,9.807,37.820438761264086,114.27174531854689,0.0,1.0,0.038000000000000256,-4.0
1050.57,117.0,528.0,23,2024-10-01 02:26:41,75.0,216.39999999999998,9.863,37.820356618613005,114.27179242484272,0.0,1.0,0.05599999999999916,36.0
1060.7,117.0,458.0,23,2024-10-01 02:26:42,75.0,216.20000000000005,10.021,37.820275984704494,114.27184464409947,-1.974333662388249,1.0,0.15800000000000125,-70.0
1070.48,117.0,462.0,23,2024-10-01 02:26:43,75.0,216.20000000000005,9.909,37.820198787376285,114.27189870737493,0.0,1.0,-0.1120000000000001,4.0
1080.24,117.0,452.0,23,2024-10-01 02:26:44,74.0,216.20000000000005,9.9,37.82012284733355,114.27195536904037,0.0,1.0,-0.009000000000000341,-10.0
1090.03,118.0,403.0,23,2024-10-01 02:26:45,74.0,216.20000000000005,9.825,37.82004615291953,114.27201169542968,0.0,1.0,-0.07500000000000107,-49.0
1099.96,118.0,376.0,23,2024-10-01 02:26:46,73.0,216.39999999999998,9.825,37.81997172161937,114.27207355387509,2.014098690835151,1.0,0.0,-27.0
1109.62,118.0,418.0,23,2024-10-01 02:26:47,73.0,216.39999999999998,9.695,37.8199009783566,114.27213784307241,0.0,1.0,-0.129999999999999,42.0
1119.41,118.0,428.0,23,2024-10-01 02:26:48,73.0,217.0,9.713,37.81982922926545,114.27220330573618,6.128702757916353,1.0,0.017999999999998906,10.0
1129.21,117.0,452.0,23,2024-10-01 02:26:49,73.0,217.20000000000005,9.676,37.81976016238332,114.27227237261832,2.0408163265310857,1.0,-0.036999999999999034,24.0
1139.03,117.0,497.0,23,2024-10-01 02:26:50,75.0,217.39999999999998,9.788,37.81968983821571,114.27234060131013,2.036659877799726,1.0,0.1120000000000001,45.0
1149.19,117.0,497.0,23,2024-10-01 02:26:51,75.0,218.20000000000005,10.077,37.819620268419385,114.27241746336222,7.874015748032104,1.0,0.2889999999999997,0.0
1159.84,117.0,367.0,23,2024-10-01 02:26:52,76.0,218.39999999999998,10.245,37.81954902224243,114.27249784581363,1.877934272299853,1.0,0.16799999999999926,-130.0
1169.88,117.0,60.0,23,2024-10-01 02:26:53,71.0,219.0,9.975,37.8194794524461,114.27257068455219,5.976095617529993,1.0,-0.2699999999999996,-307.0
1179.11,117.0,60.0,23,2024-10-01 02:26:54,71.0,219.60000000000002,9.237,37.819413067772985,114.27263430319726,6.500541711809711,1.0,-0.7379999999999995,0.0
1187.79,117.0,60.0,23,2024-10-01 02:26:55,71.0,220.20000000000005,8.435,37.819352466613054,114.27269549109042,6.912442396313575,1.0,-0.8019999999999996,0.0
1195.77,116.0,33.0,23,2024-10-01 02:26:56,18.0,220.79999999999995,7.922,37.81929697841406,114.27275273948908,7.518796992480047,1.0,-0.5130000000000008,-27.0
1203.5,116.0,33.0,23,2024-10-01 02:26:57,65.0,221.0,7.623,37.81924425624311,114.27280914969742,2.587322121604722,1.0,-0.2989999999999995,0.0
1210.82,116.0,66.0,23,2024-10-01 02:26:58,65.0,221.60000000000002,7.418,37.81919161789119,114.27286019548774,8.196721311475793,1.0,-0.20500000000000007,33.0
1218.01,116.0,66.0,23,2024-10-01 02:26:59,65.0,222.20000000000005,6.961,37.819141410291195,114.27291073836386,8.344923504868126,1.0,-0.45699999999999985,0.0
1224.4,116.0,0.0,23,2024-10-01 02:27:00,65.0,222.39999999999998,6.42,37.81909631565213,114.27295633591712,3.1298904538329992,1.0,-0.5410000000000004,-66.0
1230.15,116.0,0.0,23,2024-10-01 02:27:01,65.0,222.60000000000002,5.57,37.81905331648886,114.27299137227237,3.4782608695660087,1.0,-0.8499999999999996,0.0
1234.73,116.0,0.0,23,2024-10-01 02:27:02,0.0,222.79999999999995,4.703,37.81901719048619,114.27301827818155,4.366812227072816,1.0,-0.867,0.0
1238.37,116.0,0.0,23,2024-10-01 02:27:03,0.0,222.79999999999995,3.368,37.818990368396044,114.27304065786302,0.0,1.0,-1.3350000000000004,0.0
1240.51,116.0,0.0,23,2024-10-01 02:27:04,0.0,223.0,1.941,37.818973856046796,114.27305180579424,9.345794392525054,1.0,-1.4269999999999998,0.0
1241.1,116.0,0.0,23,2024-10-01 02:27:05,0.0,223.20000000000005,0.672,37.818973856046796,114.27305180579424,33.89830508475817,1.0,-1.2690000000000001,0.0
1241.71,118.0,0.0,23,2024-10-01 02:27:06,0.0,223.39999999999998,0.606,37.818973856046796,114.27305180579424,32.78688524588361,1.0,-0.06600000000000006,0.0
1241.71,119.0,0.0,23,2024-10-01 02:27:07,0.0,223.60000000000002,0.0,37.818973856046796,114.27305180579424,0.0,1.0,-0.606,0.0
1241.71,120.0,0.0,23,2024-10-01 02:27:08,0.0,223.60000000000002,0.0,37.81892406754196,114.27307519130409,0.0,1.0,0.0,0.0
1241.71,122.0,,23,2024-10-01 02:27:34,0.0,223.39999999999998,1.959,37.81896715052426,114.27309840917587,0.0,26.0,0.07534615384615385,
1243.92,122.0,0.0,23,2024-10-01 02:27:35,2.0,223.39999999999998,2.333,37.818987015634775,114.2730932123959,0.0,1.0,0.3740000000000001,
1246.41,121.0,0.0,23,2024-10-01 02:27:36,2.0,223.39999999999998,2.79,37.81900738365948,114.27307921461761,0.0,1.0,0.45699999999999985,0.0
1249.88,121.0,97.0,23,2024-10-01 02:27:37,28.0,223.60000000000002,3.443,37.819036804139614,114.27306538447738,5.763688760808182,1.0,0.653,97.0
1253.89,121.0,97.0,23,2024-10-01 02:27:38,28.0,223.79999999999995,3.938,37.81906890682876,114.27304417826235,4.987531172068136,1.0,0.4950000000000001,0.0
1258.51,121.0,97.0,23,2024-10-01 02:27:39,28.0,224.0,4.376,37.81910461373627,114.27301727235317,4.329004329005415,1.0,0.43800000000000017,0.0
1263.41,120.0,57.0,23,2024-10-01 02:27:40,19.0,224.0,4.647,37.81914208084345,114.27298885770142,0.0,1.0,0.2709999999999999,-40.0
1268.31,120.0,58.0,23,2024-10-01 02:27:41,47.0,224.0,4.88,37.81917770393193,114.27295533008873,0.0,1.0,0.23299999999999965,1.0
1273.82,120.0,115.0,23,2024-10-01 02:27:42,47.0,224.0,5.328,37.81921642832458,114.27291635423899,0.0,1.0,0.4480000000000004,57.0
1279.73,120.0,129.0,23,2024-10-01 02:27:43,56.0,223.79999999999995,5.832,37.81925800256431,114.27287477999926,-3.3840947546538525,1.0,0.5039999999999996,14.0
1285.85,119.0,129.0,23,2024-10-01 02:27:44,56.0,223.60000000000002,6.168,37.81929949298501,114.27282876335084,-3.2679738562080938,1.0,0.3360000000000003,0.0
1292.09,119.0,129.0,23,2024-10-01 02:27:45,56.0,223.39999999999998,6.233,37.81933863647282,114.27277855575085,-3.205128205128929,1.0,0.0649999999999995,0.0
1298.2,119.0,0.0,23,2024-10-01 02:27:46,56.0,223.39999999999998,6.224,37.81938004307449,114.27273279055953,0.0,1.0,-0.008999999999999453,-129.0
1304.52,119.0,0.0,23,2024-10-01 02:27:47,56.0,222.79999999999995,6.317,37.81942304223776,114.2726856842637,-9.493670886076405,1.0,0.09299999999999997,0.0
1311.01,119.0,0.0,23,2024-10-01 02:27:48,0.0,222.79999999999995,6.448,37.819465873762965,114.27263589575887,0.0,1.0,0.13100000000000023,0.0
1317.5,119.0,0.0,23,2024-10-01 02:27:49,0.0,222.79999999999995,6.569,37.819509794935584,114.27258702926338,0.0,1.0,0.12099999999999955,0.0
1324.17,119.0,0.0,23,2024-10-01 02:27:50,0.0,222.79999999999995,6.69,37.81955304555595,114.2725339718163,0.0,1.0,0.12100000000000044,0.0
