distance,temperature,timestamp,cadence,heart_rate,power,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
84.28,27,2024-09-16 01:08:08,,,,560.8,2.846,40.52017408423126,115.95431992784142,0.0,1.0,0.14000000000000012,
87.34,27,2024-09-16 01:08:09,,,,560.8,3.303,40.52017081528902,115.95428271219134,0.0,1.0,0.45699999999999985,
91.06,27,2024-09-16 01:08:10,,,,560.8,3.686,40.520169055089355,115.95423879101872,0.0,1.0,0.383,
95.1,27,2024-09-16 01:08:11,,,,560.8,3.863,40.52016545087099,115.95419235527515,0.0,1.0,0.17700000000000005,
99.31,27,2024-09-16 01:08:12,,,,560.8,4.152,40.52015916444361,115.95414482988417,0.0,1.0,0.28900000000000015,
103.1,27,2024-09-16 01:08:13,,,,560.8,4.283,40.520152039825916,115.9540999867022,0.0,1.0,0.13100000000000023,
107.23,27,2024-09-16 01:08:14,,,,560.8,4.339,40.520146591588855,115.95405086874962,0.0,1.0,0.05600000000000005,
111.84,27,2024-09-16 01:08:15,,,,560.8,4.348,40.520142735913396,115.95399764366448,0.0,1.0,0.008999999999999453,
116.24,27,2024-09-16 01:08:16,,,,560.8,4.395,40.52013502456248,115.95394751988351,0.0,1.0,0.04699999999999971,
120.35,27,2024-09-16 01:08:17,,,,560.8,4.451,40.52012781612575,115.95389974303544,0.0,1.0,0.05600000000000005,
124.36,27,2024-09-16 01:08:18,,,,560.8,4.404,40.520122703164816,115.95385163091123,0.0,1.0,-0.04699999999999971,
128.58,27,2024-09-16 01:08:19,,,,560.8,4.273,40.52011851221323,115.95380100421607,0.0,1.0,-0.13100000000000023,
133.13,27,2024-09-16 01:08:20,,,,561.0,4.078,40.52011415362358,115.95374945551157,4.395604395605412,1.0,-0.1949999999999994,
136.88,27,2024-09-16 01:08:21,,,,561.0,3.844,40.520108537748456,115.95370578579605,0.0,1.0,-0.23400000000000043,
140.32,27,2024-09-16 01:08:22,,,,561.0,3.574,40.52010300569236,115.95366563647985,0.0,1.0,-0.27,
143.35,27,2024-09-16 01:08:23,,,,561.0,3.2,40.520098647102714,115.95362951047719,0.0,1.0,-0.37399999999999967,
146.22,27,2024-09-16 01:08:24,,,,561.0,2.799,40.52009353414178,115.95359589904547,0.0,1.0,-0.40100000000000025,
149.1,27,2024-09-16 01:08:25,,,,561.2,2.622,40.52009101957083,115.95356228761375,6.944444444446034,1.0,-0.17700000000000005,
152.03,27,2024-09-16 01:08:26,,,,561.2,2.725,40.520088924095035,115.95352825708687,0.0,1.0,0.1030000000000002,
154.83,27,2024-09-16 01:08:27,,,,561.2,2.874,40.520090349018574,115.95349439419806,0.0,1.0,0.14900000000000002,
158.0,27,2024-09-16 01:08:28,,,,561.2,3.014,40.52008967846632,115.95345743000507,0.0,1.0,0.13999999999999968,
161.19,27,2024-09-16 01:08:29,,,,561.2,3.182,40.52009051665664,115.95341979525983,0.0,1.0,0.16800000000000015,
164.3,27,2024-09-16 01:08:30,,,,561.2,3.088,40.52008984610438,115.95338392071426,0.0,1.0,-0.09399999999999986,
167.09,27,2024-09-16 01:08:31,,,,561.2,3.088,40.520085990428925,115.95334963873029,0.0,1.0,0.0,
170.92,27,2024-09-16 01:08:32,,,,561.2,3.471,40.520085990428925,115.9533058013767,0.0,1.0,0.383,
174.5,27,2024-09-16 01:08:33,,,,561.2,3.807,40.520084481686354,115.9532627183944,0.0,1.0,0.33599999999999985,
178.56,27,2024-09-16 01:08:34,,,,561.4000000000001,4.031,40.52008138038218,115.95321544446051,4.926108374385354,1.0,0.22399999999999975,
182.36,27,2024-09-16 01:08:35,,,,561.4000000000001,3.994,40.52007643505931,115.95317009836435,0.0,1.0,-0.03699999999999948,
186.65,27,2024-09-16 01:08:36,,,,561.4000000000001,4.031,40.520073249936104,115.95312056131661,0.0,1.0,0.03699999999999948,
190.95,27,2024-09-16 01:08:37,,,,561.4000000000001,4.292,40.52006763406098,115.9530706051737,0.0,1.0,0.2610000000000001,
195.26,27,2024-09-16 01:08:38,,,,561.4000000000001,4.479,40.520061096176505,115.95302006229758,0.0,1.0,0.18700000000000028,
199.84,27,2024-09-16 01:08:39,,,,561.5999999999999,4.647,40.52005237899721,115.95296616666019,4.366812227070252,1.0,0.16800000000000015,
204.73,27,2024-09-16 01:08:40,,,,561.5999999999999,4.628,40.520045505836606,115.95290975645185,0.0,1.0,-0.019000000000000128,
209.44,27,2024-09-16 01:08:41,,,,561.5999999999999,4.339,40.520043075084686,115.9528565313667,0.0,1.0,-0.2889999999999997,
212.94,27,2024-09-16 01:08:42,,,,561.5999999999999,3.826,40.52003938704729,115.952815040946,0.0,1.0,-0.5130000000000003,
216.2,27,2024-09-16 01:08:43,,,,561.8,3.322,40.52003603428602,115.95277698710561,6.1349693251547865,1.0,-0.504,
219.33,27,2024-09-16 01:08:44,,,,561.8,3.34,40.520032262429595,115.95273910090327,0.0,1.0,0.017999999999999794,
223.27,27,2024-09-16 01:08:45,,,,561.8,3.648,40.5200267303735,115.9526942577213,0.0,1.0,0.3080000000000003,
227.06,27,2024-09-16 01:08:46,,,,561.8,3.984,40.520021449774504,115.9526498336345,0.0,1.0,0.33599999999999985,
231.11,27,2024-09-16 01:08:47,,,,561.5999999999999,4.255,40.52001533098519,115.95260264351964,-4.938271604939381,1.0,0.2709999999999999,
235.38,27,2024-09-16 01:08:48,,,,561.5999999999999,4.479,40.520007284358144,115.95255268737674,0.0,1.0,0.2240000000000002,
240.07,27,2024-09-16 01:08:49,,,,561.5999999999999,4.74,40.51999798044562,115.95249803736806,0.0,1.0,0.2610000000000001,
245.01,27,2024-09-16 01:08:50,,,,561.5999999999999,4.899,40.51999102346599,115.95243978314102,0.0,1.0,0.1589999999999998,
250.31,27,2024-09-16 01:08:51,,,,561.5999999999999,4.955,40.519985323771834,115.95237876288593,0.0,1.0,0.05600000000000005,
255.22,27,2024-09-16 01:08:52,,,,561.5999999999999,4.945,40.519979037344456,115.95232092775404,0.0,1.0,-0.009999999999999787,
260.31,27,2024-09-16 01:08:53,,,,561.5999999999999,4.917,40.51997241564095,115.95226200297475,0.0,1.0,-0.02800000000000047,
265.07,27,2024-09-16 01:08:54,,,,561.5999999999999,4.777,40.51996470429003,115.95220643095672,0.0,1.0,-0.13999999999999968,
269.65,27,2024-09-16 01:08:55,,,,561.5999999999999,4.441,40.51996051333845,115.95215320587158,0.0,1.0,-0.3360000000000003,
273.7,26,2024-09-16 01:08:56,,,,561.8,3.984,40.51995724439621,115.95210601575673,4.938271604939381,1.0,-0.45699999999999985,
277.16,26,2024-09-16 01:08:57,,,,561.8,3.406,40.519952634349465,115.95206687226892,0.0,1.0,-0.5779999999999998,
279.75,26,2024-09-16 01:08:58,,,,562.0,2.874,40.519948191940784,115.95203703269362,7.722007722009552,1.0,-0.532,
282.03,26,2024-09-16 01:08:59,,,,562.0,2.734,40.51994467154145,115.95200928859413,0.0,1.0,-0.14000000000000012,
285.19,26,2024-09-16 01:09:00,,,,562.0,3.434,40.519938971847296,115.95197039656341,0.0,1.0,0.7000000000000002,
288.96,26,2024-09-16 01:09:01,,,,562.2,3.434,40.519932601600885,115.95192773267627,5.3050397877996405,1.0,0.0,
292.79,26,2024-09-16 01:09:02,,,,562.2,3.676,40.51992455497384,115.9518844820559,0.0,1.0,0.242,
296.53,26,2024-09-16 01:09:03,,,,562.2,3.863,40.519915921613574,115.95184156671166,0.0,1.0,0.18699999999999983,
300.45,26,2024-09-16 01:09:04,,,,562.2,3.966,40.51990997046232,115.95179630443454,0.0,1.0,0.1030000000000002,
304.36,26,2024-09-16 01:09:05,,,,562.2,4.078,40.51990460604429,115.95175003632903,0.0,1.0,0.1120000000000001,
308.65,26,2024-09-16 01:09:06,,,,562.2,4.227,40.51990192383528,115.9516994934529,0.0,1.0,0.14900000000000002,
312.96,26,2024-09-16 01:09:07,,,,562.2,4.227,40.51989773288369,115.95164920203388,0.0,1.0,0.0,
317.22,26,2024-09-16 01:09:08,,,,562.2,4.236,40.519889099523425,115.95160033553839,0.0,1.0,0.008999999999999453,
321.42,26,2024-09-16 01:09:09,,,,562.2,4.217,40.51988314837217,115.9515512175858,0.0,1.0,-0.019000000000000128,
325.23,26,2024-09-16 01:09:10,,,,562.2,3.816,40.51987728103995,115.951506793499,0.0,1.0,-0.4009999999999998,
328.88,26,2024-09-16 01:09:11,,,,562.4000000000001,3.518,40.51987216807902,115.95146438106894,5.4794520547958,1.0,-0.29800000000000004,
332.12,26,2024-09-16 01:09:12,,,,562.4000000000001,3.2,40.519867138937116,115.9514267463237,0.0,1.0,-0.3179999999999996,
335.0,26,2024-09-16 01:09:13,,,,562.4000000000001,2.781,40.51986428909004,115.9513939730823,0.0,1.0,-0.41900000000000004,
336.94,26,2024-09-16 01:09:14,,,,562.4000000000001,2.09,40.519863618537784,115.95137134194374,0.0,1.0,-0.6910000000000003,
339.01,26,2024-09-16 01:09:15,,,,562.5999999999999,2.146,40.51986143924296,115.9513472020626,9.661835748783515,1.0,0.05600000000000005,
341.24,26,2024-09-16 01:09:16,,,,562.5999999999999,2.538,40.519853979349136,115.9513213019818,0.0,1.0,0.3919999999999999,
343.69,26,2024-09-16 01:09:17,,,,562.5999999999999,2.566,40.51985180005431,115.95129238441586,0.0,1.0,0.028000000000000025,
346.59,26,2024-09-16 01:09:18,,,,562.5999999999999,2.921,40.51985724829137,115.95125860534608,0.0,1.0,0.355,
349.65,26,2024-09-16 01:09:19,,,,562.5999999999999,3.023,40.5198575835675,115.95122314989567,0.0,1.0,0.10200000000000031,
352.58,26,2024-09-16 01:09:20,,,,562.5999999999999,3.219,40.51985808648169,115.95118752680719,0.0,1.0,0.19599999999999973,
356.18,26,2024-09-16 01:09:21,,,,562.5999999999999,3.508,40.5198575835675,115.95114519819617,0.0,1.0,0.28900000000000015,
359.84,26,2024-09-16 01:09:22,,,,562.4000000000001,3.648,40.51985708065331,115.9511027019471,-5.4644808743120175,1.0,0.14000000000000012,
363.34,26,2024-09-16 01:09:23,,,,562.4000000000001,3.732,40.51985557191074,115.95106062479317,0.0,1.0,0.08400000000000007,
367.33,26,2024-09-16 01:09:24,,,,562.4000000000001,3.928,40.51985406316817,115.95101343467832,0.0,1.0,0.19599999999999973,
371.48,26,2024-09-16 01:09:25,,,,562.4000000000001,4.087,40.51985154859722,115.9509644843638,0.0,1.0,0.1589999999999998,
375.74,26,2024-09-16 01:09:26,,,,562.4000000000001,4.18,40.51984777674079,115.95091461203992,0.0,1.0,0.09299999999999997,
380.1,26,2024-09-16 01:09:27,,,,562.4000000000001,4.283,40.519841657951474,115.95086448825896,0.0,1.0,0.10300000000000065,
384.48,26,2024-09-16 01:09:28,,,,562.5999999999999,4.451,40.51983553916216,115.95081369392574,4.566210045657952,1.0,0.16799999999999926,
388.76,26,2024-09-16 01:09:29,,,,562.5999999999999,4.497,40.519827492535114,115.95076398923993,0.0,1.0,0.04600000000000026,
393.22,26,2024-09-16 01:09:30,,,,562.5999999999999,4.525,40.51982078701258,115.9507123567164,0.0,1.0,0.02800000000000047,
397.65,26,2024-09-16 01:09:31,,,,562.5999999999999,4.563,40.51981374621391,115.9506605565548,0.0,1.0,0.03799999999999937,
402.37,26,2024-09-16 01:09:32,,,,562.8,4.721,40.51980611868203,115.95060624182224,4.237288135594159,1.0,0.15800000000000036,
407.01,26,2024-09-16 01:09:33,,,,562.8,4.899,40.519799664616585,115.95055050216615,0.0,1.0,0.17799999999999994,
412.26,26,2024-09-16 01:09:34,,,,563.0,4.983,40.51979253999889,115.95048964954913,3.8095238095246757,1.0,0.08399999999999963,
417.43,26,2024-09-16 01:09:35,,,,563.0,4.936,40.51978566683829,115.9504306409508,0.0,1.0,-0.04699999999999971,
422.29,26,2024-09-16 01:09:36,,,,563.0,4.889,40.519778626039624,115.95037473365664,0.0,1.0,-0.04699999999999971,
426.82,26,2024-09-16 01:09:37,,,,563.0,4.787,40.51977192051709,115.95032134093344,0.0,1.0,-0.10200000000000031,
431.28,26,2024-09-16 01:09:38,,,,563.0,4.572,40.519764041528106,115.95026912167668,0.0,1.0,-0.21499999999999986,
436.06,26,2024-09-16 01:09:39,,,,563.0,4.6,40.51975691691041,115.95021489076316,0.0,1.0,0.02799999999999958,
440.45,26,2024-09-16 01:09:40,,,,563.0,4.768,40.51975255832076,115.95016216859221,0.0,1.0,0.16800000000000015,
445.34,26,2024-09-16 01:09:41,,,,563.2,4.871,40.51974912174046,115.95010500401258,4.089979550103191,1.0,0.10300000000000065,
450.05,26,2024-09-16 01:09:42,,,,563.2,4.899,40.5197436735034,115.9500487614423,0.0,1.0,0.02799999999999958,
455.16,26,2024-09-16 01:09:43,,,,563.0,4.983,40.51973923109472,115.9499887470156,-3.9138943248541085,1.0,0.08399999999999963,
460.35,26,2024-09-16 01:09:44,,,,563.0,4.899,40.51973344758153,115.94992990605533,0.0,1.0,-0.08399999999999963,
464.07,25,2024-09-16 01:10:04,,,,562.4000000000001,3.826,40.51960880868137,115.94901678152382,-16.1290322580622,20.0,-0.053649999999999996,
467.71,25,2024-09-16 01:10:05,,,,562.2,3.742,40.51960512064397,115.94897235743701,-5.494505494506765,1.0,-0.08400000000000007,
467.71,25,2024-09-16 01:10:23,,,,560.5999999999999,6.205,40.519395070150495,115.94816065393388,0.0,18.0,0.13683333333333333,
473.52,25,2024-09-16 01:10:24,,,,560.4000000000001,6.308,40.51938559859991,115.9480909164995,-3.4423407917352504,1.0,0.10299999999999976,
473.52,26,2024-09-16 01:11:24,66.0,136.0,,570.0,4.712,40.52131653763354,115.94762857072055,0.0,60.0,-0.026600000000000002,
476.94,26,2024-09-16 01:11:25,65.0,136.0,231.0,570.0,4.665,40.52135098725557,115.94762404449284,0.0,1.0,-0.04699999999999971,
481.5,26,2024-09-16 01:11:26,65.0,136.0,262.0,570.2,4.749,40.52139298059046,115.9476178418845,4.385964912281697,1.0,0.08399999999999963,31.0
486.36,26,2024-09-16 01:11:27,67.0,136.0,331.0,570.8,4.871,40.52143740467727,115.94761088490486,12.345679012343773,1.0,0.12200000000000077,69.0
491.74,26,2024-09-16 01:11:28,69.0,136.0,294.0,570.8,5.104,40.521484008058906,115.94759412109852,0.0,1.0,0.23299999999999965,-37.0
496.99,26,2024-09-16 01:11:29,72.0,135.0,247.0,571.0,5.188,40.521529857069254,115.94757878221571,3.8095238095246757,1.0,0.08399999999999963,-47.0
502.03,26,2024-09-16 01:11:30,72.0,135.0,153.0,571.4000000000001,5.179,40.52157461643219,115.94756218604743,7.936507936509798,1.0,-0.008999999999999453,-94.0
507.29,26,2024-09-16 01:11:31,71.0,135.0,150.0,572.0,5.151,40.521618789061904,115.94754030928016,11.406844106462046,1.0,-0.02800000000000047,-3.0
512.5,26,2024-09-16 01:11:32,71.0,135.0,161.0,572.4000000000001,5.132,40.52165977656841,115.94751264899969,7.677543186182198,1.0,-0.019000000000000128,11.0
517.26,26,2024-09-16 01:11:33,72.0,135.0,172.0,572.8,5.169,40.52169632166624,115.94747836701572,8.403361344534964,1.0,0.03699999999999992,11.0
523.24,26,2024-09-16 01:11:34,74.0,135.0,135.0,573.2,5.337,40.52173865027726,115.94743922352791,6.688963210703841,1.0,0.16800000000000015,-37.0
528.34,26,2024-09-16 01:11:35,75.0,135.0,112.0,573.4000000000001,5.477,40.521774189546704,115.9473995771259,3.9215686274518546,1.0,0.14000000000000057,-23.0
533.72,26,2024-09-16 01:11:36,75.0,135.0,97.0,573.5999999999999,5.477,40.52181006409228,115.94735766761005,3.71747211895573,1.0,0.0,-15.0
538.88,26,2024-09-16 01:11:37,75.0,135.0,82.0,573.8,5.486,40.52184417843819,115.94731508754194,3.8759689922489673,1.0,0.008999999999999453,-15.0
544.29,26,2024-09-16 01:11:38,76.0,135.0,82.0,574.2,5.57,40.52187795750797,115.94726781360805,7.393715341961059,1.0,0.08400000000000052,0.0
549.76,26,2024-09-16 01:11:39,77.0,135.0,81.0,574.4000000000001,5.636,40.52191022783518,115.9472185280174,3.6563071297997163,1.0,0.06599999999999984,-1.0
555.34,26,2024-09-16 01:11:40,79.0,135.0,58.0,575.2,5.729,40.521940821781754,115.9471651352942,14.336917562723094,1.0,0.09299999999999997,-23.0
561.24,26,2024-09-16 01:11:41,79.0,135.0,72.0,575.4000000000001,5.766,40.521975103765726,115.94711207784712,3.3898305084753604,1.0,0.03699999999999992,14.0
567.23,26,2024-09-16 01:11:42,80.0,135.0,65.0,575.4000000000001,5.813,40.522007541731,115.94705902040005,0.0,1.0,0.04699999999999971,-7.0
572.33,26,2024-09-16 01:11:43,80.0,135.0,58.0,575.4000000000001,5.841,40.52203595638275,115.9470094833523,0.0,1.0,0.02800000000000047,-7.0
577.98,26,2024-09-16 01:11:44,82.0,135.0,100.0,575.4000000000001,5.972,40.52206370048225,115.9469529055059,0.0,1.0,0.13100000000000023,42.0
583.79,26,2024-09-16 01:11:45,69.0,135.0,140.0,575.2,6.149,40.52208851091564,115.9468921367079,-3.442340791739197,1.0,0.1769999999999996,40.0
589.86,26,2024-09-16 01:11:46,68.0,135.0,98.0,575.2,6.28,40.522112818434834,115.94682809896767,0.0,1.0,0.13100000000000023,-42.0
596.07,26,2024-09-16 01:11:47,70.0,135.0,78.0,575.2,6.382,40.52213754504919,115.9467623848468,0.0,1.0,0.10199999999999942,-20.0
602.27,26,2024-09-16 01:11:48,70.0,135.0,80.0,575.2,6.448,40.52215942181647,115.94669449143112,0.0,1.0,0.06600000000000072,2.0
608.72,26,2024-09-16 01:11:49,71.0,135.0,159.0,575.2,6.587,40.522181969136,115.94662332907319,0.0,1.0,0.13899999999999935,79.0
615.6,26,2024-09-16 01:11:50,73.0,135.0,103.0,575.4000000000001,6.653,40.52220686338842,115.94655023887753,2.9069767441867094,1.0,0.06599999999999984,-56.0
622.11,26,2024-09-16 01:11:51,74.0,135.0,96.0,575.4000000000001,6.746,40.5222287401557,115.94647756777704,0.0,1.0,0.09300000000000086,-7.0
628.98,26,2024-09-16 01:11:52,74.0,135.0,102.0,575.4000000000001,6.709,40.5222509521991,115.94640229828656,0.0,1.0,-0.03700000000000081,6.0
635.9,25,2024-09-16 01:11:53,74.0,134.0,75.0,575.4000000000001,6.783,40.52227417007089,115.94632627442479,0.0,1.0,0.07400000000000073,-27.0
642.82,25,2024-09-16 01:11:54,74.0,133.0,90.0,575.2,6.793,40.522293113172054,115.9462480712682,-2.890173410405251,1.0,0.009999999999999787,15.0
650.11,25,2024-09-16 01:11:55,75.0,132.0,92.0,574.5999999999999,6.877,40.52230702713132,115.94616609625518,-8.230452674899032,1.0,0.08399999999999963,2.0
656.81,25,2024-09-16 01:11:56,75.0,132.0,95.0,574.4000000000001,6.961,40.52231197245419,115.94608688727021,-2.9850746268629873,1.0,0.08400000000000052,3.0
663.74,25,2024-09-16 01:11:57,76.0,132.0,77.0,574.4000000000001,7.054,40.52231524139643,115.94600642099977,0.0,1.0,0.09299999999999997,-18.0
670.25,25,2024-09-16 01:11:58,77.0,130.0,63.0,574.4000000000001,7.091,40.522312643006444,115.9459283016622,0.0,1.0,0.03699999999999992,-14.0
677.09,25,2024-09-16 01:11:59,77.0,129.0,59.0,574.5999999999999,7.11,40.52230719476938,115.94584708102047,2.9239766081844616,1.0,0.019000000000000128,-4.0
684.0,25,2024-09-16 01:12:00,77.0,126.0,76.0,574.5999999999999,7.082,40.52230476401746,115.94576435163617,0.0,1.0,-0.02800000000000047,17.0
691.11,25,2024-09-16 01:12:01,77.0,125.0,62.0,574.5999999999999,7.11,40.52229939959943,115.94567927531898,0.0,1.0,0.02800000000000047,-14.0
698.71,25,2024-09-16 01:12:02,76.0,125.0,43.0,574.5999999999999,7.007,40.52229143679142,115.94559168443084,0.0,1.0,-0.10300000000000065,-19.0
705.94,25,2024-09-16 01:12:03,75.0,125.0,57.0,574.5999999999999,6.989,40.5222839768976,115.94550719484687,0.0,1.0,-0.017999999999999794,14.0
713.25,25,2024-09-16 01:12:04,76.0,125.0,76.0,574.5999999999999,6.989,40.52227425388992,115.94542329199612,0.0,1.0,0.0,19.0
720.43,25,2024-09-16 01:12:05,76.0,124.0,67.0,574.5999999999999,7.054,40.52226243540645,115.94534240663052,0.0,1.0,0.06500000000000039,-9.0
726.75,25,2024-09-16 01:12:06,76.0,125.0,55.0,574.5999999999999,7.091,40.52224835380912,115.94526789151132,0.0,1.0,0.03699999999999992,-12.0
733.76,25,2024-09-16 01:12:07,77.0,124.0,55.0,574.8,7.194,40.52223276346922,115.94518692232668,2.8530670470762587,1.0,0.10299999999999976,0.0
741.05,25,2024-09-16 01:12:08,78.0,124.0,65.0,574.5999999999999,7.194,40.52221583202481,115.94510377384722,-2.743484224966344,1.0,0.0,10.0
748.35,25,2024-09-16 01:12:09,78.0,124.0,62.0,574.5999999999999,7.203,40.522197810932994,115.94502104446292,0.0,1.0,0.009000000000000341,-3.0
755.78,25,2024-09-16 01:12:10,79.0,125.0,65.0,574.5999999999999,7.25,40.52217643707991,115.94493915326893,0.0,1.0,0.04699999999999971,3.0
763.06,25,2024-09-16 01:12:11,79.0,125.0,55.0,574.5999999999999,7.343,40.522156320512295,115.94485759735107,0.0,1.0,0.09299999999999997,-10.0
770.23,25,2024-09-16 01:12:12,80.0,126.0,65.0,574.5999999999999,7.325,40.52213075570762,115.94477964565158,0.0,1.0,-0.017999999999999794,10.0
777.56,25,2024-09-16 01:12:13,79.0,125.0,61.0,574.5999999999999,7.325,40.52210544236004,115.94470052048564,0.0,1.0,0.0,-4.0
784.69,25,2024-09-16 01:12:14,80.0,125.0,77.0,574.4000000000001,7.325,40.52208323031664,115.94462089240551,-2.8050490883564523,1.0,0.0,16.0
791.99,25,2024-09-16 01:12:15,79.0,127.0,67.0,574.4000000000001,7.371,40.522063951939344,115.9445384144783,0.0,1.0,0.04600000000000026,-10.0
799.26,25,2024-09-16 01:12:16,80.0,126.0,80.0,574.4000000000001,7.362,40.52204869687557,115.94445476308465,0.0,1.0,-0.009000000000000341,13.0
806.61,25,2024-09-16 01:12:17,80.0,124.0,64.0,574.4000000000001,7.474,40.52203536964953,115.94436918385327,0.0,1.0,0.1120000000000001,-16.0
814.2,25,2024-09-16 01:12:18,81.0,123.0,81.0,574.4000000000001,7.539,40.522028245031834,115.94428025186062,0.0,1.0,0.0649999999999995,17.0
821.91,25,2024-09-16 01:12:19,83.0,122.0,53.0,574.5999999999999,7.651,40.522021036595106,115.94419090077281,2.594033722436058,1.0,0.1120000000000001,-28.0
829.08,25,2024-09-16 01:12:20,83.0,121.0,49.0,574.5999999999999,7.726,40.522014666348696,115.94410448335111,0.0,1.0,0.07500000000000018,-4.0
836.64,25,2024-09-16 01:12:21,84.0,120.0,62.0,574.5999999999999,7.707,40.52201055921614,115.94401421025395,0.0,1.0,-0.019000000000000128,13.0
844.89,25,2024-09-16 01:12:22,85.0,120.0,55.0,574.5999999999999,7.838,40.522003350779414,115.94391915947199,0.0,1.0,0.13100000000000023,-7.0
852.67,25,2024-09-16 01:12:23,86.0,120.0,78.0,574.5999999999999,7.987,40.52199572324753,115.94382679089904,0.0,1.0,0.14900000000000002,23.0
860.89,25,2024-09-16 01:12:24,87.0,120.0,70.0,574.5999999999999,8.08,40.52198843099177,115.94373090192676,0.0,1.0,0.09299999999999997,-8.0
869.08,25,2024-09-16 01:12:25,88.0,120.0,61.0,574.5999999999999,8.183,40.52198247984052,115.94363484531641,0.0,1.0,0.10299999999999976,-9.0
877.32,25,2024-09-16 01:12:26,90.0,120.0,96.0,573.8,8.286,40.52197426557541,115.9435388725251,-9.708737864077108,1.0,0.10299999999999976,35.0
885.53,25,2024-09-16 01:12:27,91.0,120.0,125.0,572.5999999999999,8.426,40.52196856588125,115.94344206154346,-14.61632155907499,1.0,0.14000000000000057,29.0
893.81,25,2024-09-16 01:12:28,93.0,120.0,146.0,572.5999999999999,8.612,40.52196295000613,115.94334214925766,0.0,1.0,0.18599999999999994,21.0
902.83,25,2024-09-16 01:12:29,94.0,120.0,102.0,572.5999999999999,8.65,40.52195624448359,115.94323779456317,0.0,1.0,0.038000000000000256,-44.0
911.14,25,2024-09-16 01:12:30,50.0,120.0,59.0,572.5999999999999,8.528,40.52194995805621,115.9431382175535,0.0,1.0,-0.12199999999999989,-43.0
920.22,25,2024-09-16 01:12:31,94.0,119.0,60.0,573.0,8.575,40.52194300107658,115.9430327732116,4.405286343613317,1.0,0.04699999999999882,1.0
929.15,25,2024-09-16 01:12:32,83.0,119.0,132.0,573.0,8.678,40.52193881012499,115.94292858615518,0.0,1.0,0.10300000000000153,72.0
937.89,25,2024-09-16 01:12:33,80.0,118.0,187.0,573.0,8.706,40.52193386480212,115.94282657839358,0.0,1.0,0.027999999999998693,55.0
